Token,PoS,Lemma
Neuer,ADJ,neu
Fröbel-Kindergarten,NOUN,Fröbel-Kindergart
in,ADP,in
der,DET,der
Wasserstadt-Mitte,NOUN,Wasserstadt-Mitte
eröffnet,VERB,eröffnen
"
",SPACE,"
"
Insgesamt,ADV,insgesamt
45,NUM,45
Kinder,NOUN,Kind
können,AUX,können
im,ADP,in
neuen,ADJ,neu
„,PUNCT,--
Fröbel-Kindergarten,NOUN,Fröbel-Kindergart
Wasserstadt,PROPN,Wasserstadt
“,PUNCT,--
betreut,VERB,betreuen
und,CCONJ,und
gefördert,VERB,fördern
werden,AUX,werden
.,PUNCT,--
Am,ADP,an
Montag,NOUN,Montag
",",PUNCT,--
3.,ADJ,3.
Februar,NOUN,Februar
2020,NUM,2020
",",PUNCT,--
geht,VERB,gehen
es,PRON,es
los,ADV,los
.,PUNCT,--
Dann,ADV,dann
öffnet,VERB,öffnen
die,DET,der
Kita,NOUN,Kita
in,ADP,in
dem,DET,der
neuen,ADJ,neu
Stadtquartier,NOUN,Stadtquartier
in,ADP,in
Mitte,NOUN,Mitte
erstmals,ADV,erstmals
ihre,DET,ihr
Türen,NOUN,Tür
.,PUNCT,--
Die,DET,der
Einrichtung,NOUN,Einrichtung
strebt,VERB,streben
eine,DET,ein
Zusammenarbeit,NOUN,Zusammenarbeit
mit,ADP,mit
dem,DET,der
von,ADP,von
Daniel,PROPN,Daniel
Barenboim,PROPN,Barenboim
initiierten,ADJ,initiiert
Musikkindergarten,NOUN,Musikkindergart
e.V.,NOUN,e.V.
an,ADP,an
.,PUNCT,--
Sie,PRON,sie
nimmt,VERB,nehmen
Kinder,NOUN,Kind
ab,ADP,ab
zwölf,NUM,zwölf
Monaten,NOUN,Monat
auf,ADP,auf
.,PUNCT,--
Das,DET,der
Projekt,NOUN,Projekt
wurde,AUX,werden
mit,ADP,mit
50.000,NUM,50.000
Euro,NOUN,Euro
Starthilfe,NOUN,Starthilfe
aus,ADP,aus
dem,DET,der
Berliner,ADJ,Berliner
Landesprogramm,NOUN,Landesprogramm
zum,ADP,zu
Kita-Ausbau,NOUN,Kita-Ausbau
gefördert,VERB,fördern
.,PUNCT,--
Sandra,PROPN,Sandra
Scheeres,PROPN,Scheere
",",PUNCT,--
Senatorin,NOUN,Senatorin
für,ADP,für
Bildung,NOUN,Bildung
",",PUNCT,--
Jugend,NOUN,Jugend
und,CCONJ,und
Familie,NOUN,Familie
:,PUNCT,--
„,PUNCT,--
Ein,DET,ein
neues,ADJ,neu
Quartier,NOUN,Quartier
wie,ADP,wie
die,DET,der
Wasserstadt,NOUN,Wasserstadt
Mitte,NOUN,Mitte
zieht,VERB,ziehen
junge,ADJ,jung
Familien,NOUN,Familie
an,ADP,an
.,PUNCT,--
Entsprechend,ADV,entsprechend
groß,ADV,groß
ist,AUX,sein
die,DET,der
Nachfrage,NOUN,Nachfrage
nach,ADP,nach
Kita-Plätzen,NOUN,Kita-Plätz
.,PUNCT,--
Das,DET,der
Angebot,NOUN,Angebot
der,DET,der
neuen,ADJ,neu
Fröbel-Kita,NOUN,Fröbel-Kita
erfüllt,VERB,erfüllen
viele,DET,vieler
Wünsche,NOUN,Wunsch
bei,ADP,bei
einem,DET,ein
hohen,ADJ,hoch
Qualitätsanspruch,NOUN,Qualitätsanspruch
an,ADP,an
frühe,ADJ,früh
Bildung,NOUN,Bildung
.,PUNCT,--
Ich,PRON,ich
wünsche,VERB,wünschen
allen,DET,aller
Fachkräften,NOUN,Fachkraft
",",PUNCT,--
Familien,NOUN,Familie
und,CCONJ,und
Kindern,NOUN,Kind
einen,DET,ein
glücklichen,ADJ,glücklich
Start,NOUN,Start
und,CCONJ,und
danke,VERB,danken
dem,DET,der
Träger,NOUN,Träger
",",PUNCT,--
der,PRON,der
sich,PRON,sich
in,ADP,in
Berlin,PROPN,Berlin
stark,ADV,stark
im,ADP,in
Kita-Ausbau,NOUN,Kita-Ausbau
engagiert,VERB,engagieren
.,PUNCT,--
“,PUNCT,--
FRÖBEL,PROPN,FRÖBEL
betreibt,VERB,betreiben
nunmehr,ADV,nunmehr
29,NUM,29
Einrichtungen,NOUN,Einrichtung
in,ADP,in
Berlin,PROPN,Berlin
.,PUNCT,--
Die,DET,der
pädagogischen,ADJ,pädagogisch
Schwerpunkte,NOUN,Schwerpunkt
in,ADP,in
der,DET,der
neuen,ADJ,neu
Kita,NOUN,Kita
sind,AUX,sein
neben,ADP,neben
der,DET,der
musikalischen,ADJ,musikalisch
Bildung,NOUN,Bildung
",",PUNCT,--
Nachhaltigkeit,NOUN,Nachhaltigkeit
und,CCONJ,und
Forschen,NOUN,Forsche
.,PUNCT,--
Die,DET,der
Räume,NOUN,Raum
und,CCONJ,und
das,DET,der
Außengelände,NOUN,Außengelände
an,ADP,an
der,DET,der
Spree,PROPN,Spree
bieten,VERB,bieten
den,DET,der
Kindern,NOUN,Kind
viele,DET,vieler
Möglichkeiten,NOUN,Möglichkeit
zum,ADP,zu
Verstecken,NOUN,verstecken
",",PUNCT,--
Gestalten,NOUN,Gestalt
und,CCONJ,und
Ausprobieren,NOUN,Ausprobier
.,PUNCT,--
Die,DET,der
Kita,NOUN,Kita
