Token,PoS,Lemma
Bürgeramt,NOUN,Bürgeramt
im,ADP,in
Rathaus,NOUN,Rathaus
Reinickendorf,PROPN,Reinickendorf
wegen,ADP,wegen
Corona-Fall,NOUN,Corona-Fall
bis,ADP,bis
27.,ADJ,27.
April,NOUN,April
geschlossen,VERB,schließen
"
",SPACE,"
"
Wegen,ADP,wegen
eines,DET,ein
Corona-Falls,NOUN,Corona-Fall
musste,VERB,mussen
das,DET,der
Bürgeramt,NOUN,Bürgeramt
im,ADP,in
Rathaus,NOUN,Rathaus
Reinickendorf,PROPN,Reinickendorf
am,ADP,an
heutigen,ADJ,heutig
Donnerstag,NOUN,Donnerstag
wegen,ADP,wegen
notwendiger,ADJ,notwendig
Quarantäne-Maßnahmen,NOUN,Quarantäne-Maßnahme
mit,ADP,mit
sofortiger,ADJ,sofortig
Wirkung,NOUN,Wirkung
schließen,VERB,schließen
.,PUNCT,--
Das,DET,der
Bürgeramt,NOUN,Bürgeramt
im,ADP,in
Eichborndamm,NOUN,Eichborndamm
215,NUM,215
bleibt,VERB,bleiben
bis,ADP,bis
einschließlich,ADV,einschließlich
27.,ADJ,27.
April,NOUN,April
geschlossen,VERB,schließen
.,PUNCT,--
Alle,PRON,aller
bis,ADP,bis
zu,ADP,zu
diesem,DET,dieser
Datum,NOUN,Datum
vergebenen,ADJ,vergeben
Termine,NOUN,Termin
entfallen,VERB,entfallen
.,PUNCT,--
Ausgenommen,VERB,ausnehmen
davon,ADV,davon
sind,AUX,sein
Termine,NOUN,Termin
zur,ADP,zu
Dokumentenabholung,NOUN,Dokumentenabholung
",",PUNCT,--
die,PRON,der
ab,ADP,ab
morgen,ADV,morgen
",",PUNCT,--
16.04.,NOUN,16.04.
",",PUNCT,--
wieder,ADV,wieder
stattfinden,VERB,stattfinden
können,AUX,können
.,PUNCT,--
Die,DET,der
Ausgabe,NOUN,Ausgabe
der,DET,der
Dokumente,NOUN,Dokument
erfolgt,VERB,erfolgen
vorerst,ADV,vorerst
über,ADP,über
die,DET,der
Rathaus-Information,NOUN,Rathaus-Information
.,PUNCT,--
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
",",PUNCT,--
deren,DET,der
Termine,NOUN,Termin
entfallen,VERB,entfallen
",",PUNCT,--
werden,AUX,werden
vom,ADP,von
Bürgeramt,NOUN,Bürgeramt
direkt,ADV,direkt
kontaktiert,ADV,kontaktiert
um,ADP,um
kurzfristig,ADV,kurzfristig
neue,ADJ,neu
Termine,NOUN,Termin
zu,PART,zu
vereinbaren,VERB,vereinbaren
.,PUNCT,--
Das,DET,der
Bezirksamt,NOUN,Bezirksamt
Reinickendorf,PROPN,Reinickendorf
bedauert,VERB,bedauern
die,DET,der
Unannehmlichkeiten,NOUN,Unannehmlichkeit
.,PUNCT,--
