Token,PoS,Lemma
Endspurt,PROPN,Endspurt
für,ADP,für
2024,NUM,2024
-,PUNCT,--
jetzt,ADV,jetzt
noch,ADV,noch
bewerben,VERB,bewerben
für,ADP,für
die,DET,der
BVV-Sondermittel,NOUN,BVV-Sondermittel
"
",SPACE,"
"
Es,PRON,es
stehen,VERB,stehen
nur,ADV,nur
noch,ADV,noch
"4.642,81",NOUN,"4.642,81"
€,PROPN,€
an,ADP,an
Sondermitteln,NOUN,Sondermittel
für,ADP,für
dieses,DET,dieser
Jahr,NOUN,Jahr
zur,ADP,zu
Verfügung,NOUN,Verfügung
.,PUNCT,--
Die,DET,der
Vorsteherin,NOUN,Vorsteherin
der,DET,der
Bezirksverordnetenversammlung,NOUN,Bezirksverordnetenversammlung
(,PUNCT,--
BVV,PROPN,BVV
),PUNCT,--
Reinickendorf,PROPN,Reinickendorf
",",PUNCT,--
Kerstin,PROPN,Kerstin
Köppen,PROPN,Köppen
(,PUNCT,--
CDU,PROPN,CDU
),PUNCT,--
ruft,VERB,rufen
deshalb,ADV,deshalb
dazu,ADV,dazu
auf,ADP,auf
",",PUNCT,--
die,DET,der
letzte,ADJ,letzter
Chance,NOUN,Chance
für,ADP,für
2024,NUM,2024
zu,PART,zu
nutzen,VERB,nutzen
",",PUNCT,--
um,SCONJ,um
Projekte,NOUN,Projekt
in,ADP,in
Reinickendorf,PROPN,Reinickendorf
fördern,VERB,fördern
zu,PART,zu
lassen,VERB,lassen
.,PUNCT,--
Mit,ADP,mit
den,DET,der
Sondermitteln,NOUN,Sondermittel
der,DET,der
BVV,PROPN,BVV
werden,AUX,werden
ortsansässige,ADJ,ortsansässig
Vereine,NOUN,Verein
",",PUNCT,--
Bürgerinitiativen,NOUN,Bürgerinitiative
oder,CCONJ,oder
Privatpersonen,NOUN,Privatperson
in,ADP,in
ihrem,DET,ihr
Engagement,NOUN,Engagement
für,ADP,für
den,DET,der
Bezirk,NOUN,Bezirk
unterstützt,VERB,unterstützen
.,PUNCT,--
Berücksichtigt,VERB,berücksichtigen
werden,AUX,werden
Vorhaben,NOUN,Vorhaben
wie,ADP,wie
z.B.,PROPN,z.B.
Sportprojekte,NOUN,Sportprojekte
",",PUNCT,--
Kulturveranstaltungen,NOUN,Kulturveranstaltung
",",PUNCT,--
soziale,ADJ,sozial
Begegnungen,NOUN,Begegnung
",",PUNCT,--
Publikationen,NOUN,Publikation
",",PUNCT,--
Anschaffungen,NOUN,Anschaffung
für,ADP,für
Vereine,NOUN,Verein
sowie,CCONJ,sowie
Projekte,NOUN,Projekt
mit,ADP,mit
Kindern,NOUN,Kind
",",PUNCT,--
Jugendlichen,NOUN,jugendliche
",",PUNCT,--
Senioren,NOUN,Senior
oder,CCONJ,oder
Projekte,NOUN,Projekt
für,ADP,für
Menschen,NOUN,Mensch
mit,ADP,mit
Behinderung,NOUN,Behinderung
und,CCONJ,und
vieles,PRON,viele
mehr,ADV,mehr
.,PUNCT,--
Welche,DET,welcher
Programme,NOUN,Programm
",",PUNCT,--
Vereine,NOUN,Verein
und,CCONJ,und
Ideen,NOUN,Idee
in,ADP,in
den,DET,der
vergangenen,ADJ,vergangen
Jahren,NOUN,Jahr
gefördert,VERB,fördern
wurden,AUX,werden
",",PUNCT,--
ist,AUX,sein
unter,ADP,unter
folgendem,ADJ,folgend
Link,NOUN,Link
nachzulesen,VERB,nachlesen
:,PUNCT,--
www.berlin.de/ba-reinickendorf/politik-und-verwaltung/bezirksverordnetenversammlung/bvv-sondermittel/artikel.716512.php,CCONJ,www.berlin.de/ba-reinickendorf/politik-und-verwaltung/bezirksverordnetenversammlung/bvv-sondermittel/artikel.716512.php
Dort,ADV,dort
sind,AUX,sein
außerdem,ADV,außerdem
weitere,ADJ,weit
Informationen,NOUN,Information
zum,ADP,zu
Zweck,NOUN,Zweck
der,DET,der
Sondermittel,NOUN,Sondermittel
und,CCONJ,und
zu,ADP,zu
Förderungsvoraussetzungen,NOUN,Förderungsvoraussetzung
sowie,CCONJ,sowie
zur,ADP,zu
Beantragung,NOUN,Beantragung
der,DET,der
Sondermittel,NOUN,Sondermittel
erhältlich,ADV,erhältlich
.,PUNCT,--
Noch,ADV,noch
bis,ADP,bis
zum,ADP,zu
13.10.2024,ADV,13.10.2024
können,AUX,können
Sondermittelanträge,NOUN,Sondermittelantrag
eingereicht,VERB,einreichen
werden,AUX,werden
.,PUNCT,--
Besonders,ADV,besonders
wichtig,ADV,wichtig
ist,AUX,sein
",",PUNCT,--
dass,SCONJ,dass
das,DET,der
Projekt,NOUN,Projekt
kurzfristig,ADV,kurzfristig
umsetzbar,ADV,umsetzbar
ist,AUX,sein
",",PUNCT,--
das,PRON,der
bedeutet,VERB,bedeuten
:,PUNCT,--
voraussichtlich,ADV,voraussichtlich
zwischen,ADP,zwischen
der,DET,der
48.,ADJ,48.
KW,NOUN,KW
und,CCONJ,und
dem,DET,der
13.12.2024.,NOUN,13.12.2024.
