Token,PoS,Lemma
Erster,ADJ,erst
Berliner,ADJ,Berliner
Fall,NOUN,Fall
von,ADP,von
Geflügelpest,NOUN,Geflügelpest
in,ADP,in
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
"
",SPACE,"
"
Der,DET,der
erste,ADJ,erster
Fall,NOUN,Fall
von,ADP,von
Geflügelpest,NOUN,Geflügelpest
in,ADP,in
Berlin,PROPN,Berlin
in,ADP,in
dieser,DET,dieser
Saison,NOUN,Saison
ist,AUX,sein
in,ADP,in
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
aufgetreten,VERB,auftreten
.,PUNCT,--
Der,DET,der
Erreger,NOUN,Erreger
H5N8,PRON,H5N8
wurde,AUX,werden
bei,ADP,bei
einer,DET,ein
Wildgans,NOUN,Wildgan
nachgewiesen,VERB,nachweisen
",",PUNCT,--
die,PRON,der
am,ADP,an
Samstag,NOUN,Samstag
",",PUNCT,--
21.,ADJ,21.
November,NOUN,November
2020,NUM,2020
in,ADP,in
der,DET,der
Kommandantenstraße,PROPN,Kommandantenstraße
tot,ADV,tot
aufgefunden,VERB,aufgefunden
wurde,AUX,werden
.,PUNCT,--
In,ADP,in
Absprache,NOUN,Absprache
mit,ADP,mit
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Justiz,NOUN,Justiz
",",PUNCT,--
Verbraucherschutz,NOUN,Verbraucherschutz
und,CCONJ,und
Antidiskriminierung,NOUN,Antidiskriminierung
haben,AUX,haben
die,DET,der
Amtstierärztinnen,NOUN,Amtstierärztin
und,CCONJ,und
-ärzte,NOUN,-ärzte
der,DET,der
Berliner,ADJ,Berliner
Bezirke,NOUN,Bezirk
und,CCONJ,und
somit,ADV,somit
auch,ADV,auch
die,DET,der
die,DET,der
Veterinär-,X,Veterinär
und,CCONJ,und
Lebensmittelaufsicht,NOUN,Lebensmittelaufsicht
des,DET,der
Bezirks,NOUN,Bezirk
am,ADP,an
Montag,NOUN,Montag
",",PUNCT,--
23.,ADJ,23.
November,NOUN,November
2020,NUM,2020
entschieden,VERB,entscheiden
",",PUNCT,--
vorerst,ADV,vorerst
keine,DET,kein
allgemeine,ADJ,allgemein
Aufstallungspflicht,NOUN,Aufstallungspflicht
anzuordnen,VERB,anordnen
",",PUNCT,--
da,SCONJ,da
es,PRON,es
sich,PRON,sich
dabei,ADV,dabei
um,ADP,um
den,DET,der
ersten,ADJ,erster
und,CCONJ,und
bisher,ADV,bisher
einzigen,ADJ,einzig
Fall,NOUN,Fall
in,ADP,in
Berlin,PROPN,Berlin
handelt,VERB,handeln
.,PUNCT,--
Bezirksstadtrat,NOUN,Bezirksstadtrat
Michael,PROPN,Michael
Karnetzki,PROPN,Karnetzki
:,PUNCT,--
bq,X,bq
.,PUNCT,--
Die,DET,der
Tatsache,NOUN,Tatsache
",",PUNCT,--
dass,SCONJ,dass
die,DET,der
tote,ADJ,tote
Wildgans,NOUN,Wildgan
in,ADP,in
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
aufgefunden,VERB,aufgefunden
wurde,AUX,werden
",",PUNCT,--
ist,AUX,sein
in,ADP,in
diesem,DET,dieser
Zusammenhang,NOUN,Zusammenhang
nur,ADV,nur
ein,DET,ein
Zufall,NOUN,Zufall
",",PUNCT,--
aus,ADP,aus
dem,PRON,der
für,ADP,für
den,DET,der
Bezirk,NOUN,Bezirk
keine,DET,kein
besondere,ADJ,besonderer
Handlungsnotwendigkeit,NOUN,Handlungsnotwendigkeit
erwächst,VERB,erwachsen
.,PUNCT,--
Vom,ADP,von
Fund,NOUN,Fund
eines,DET,ein
einzelnen,ADJ,einzeln
Tiers,NOUN,Tier
in,ADP,in
einem,DET,ein
Garten,NOUN,Garten
in,ADP,in
Lichterfelde,PROPN,Lichterfelde
geht,VERB,gehen
an,ADP,an
sich,PRON,sich
noch,ADV,noch
keine,DET,kein
Gefahr,NOUN,Gefahr
der,DET,der
Ausbreitung,NOUN,Ausbreitung
des,DET,der
Erregers,NOUN,Erreger
aus,ADP,aus
.,PUNCT,--
Die,DET,der
geflügelhaltenden,ADJ,geflügelhaltend
Betriebe,NOUN,Betrieb
und,CCONJ,und
Einrichtungen,NOUN,Einrichtung
in,ADP,in
