Token,PoS,Lemma
Sonderveranstaltung,NOUN,Sonderveranstaltung
"""",PUNCT,--
Flower,PROPN,Flower
Power,NOUN,Power
"""",PUNCT,--
in,ADP,in
der,DET,der
Kommunalen,ADJ,kommunal
Galerie,NOUN,Galerie
"
",SPACE,"
"
Im,ADP,in
Rahmen,NOUN,Rahmen
der,DET,der
Ausstellung,NOUN,Ausstellung
„,PUNCT,--
Pflanzen,NOUN,Pflanze
und,CCONJ,und
Blumen,NOUN,Blume
“,PUNCT,--
findet,VERB,finden
die,DET,der
Sonderveranstaltung,NOUN,Sonderveranstaltung
“,PUNCT,--
Flower,PROPN,Flower
Power,NOUN,Power
”,PUNCT,”
am,ADP,an
Sonntag,NOUN,Sonntag
",",PUNCT,--
3.,ADJ,3.
April,NOUN,April
2022,NUM,2022
",",PUNCT,--
von,ADP,von
14,NUM,14
bis,ADP,bis
17,NUM,17
Uhr,NOUN,Uhr
",",PUNCT,--
in,ADP,in
der,DET,der
Kommunalen,ADJ,kommunal
Galerie,NOUN,Galerie
",",PUNCT,--
statt,ADV,statt
.,PUNCT,--
Die,DET,der
Ausstellung,NOUN,Ausstellung
„,PUNCT,--
Pflanzen,NOUN,Pflanze
und,CCONJ,und
Blumen,NOUN,Blume
“,PUNCT,--
zeigt,VERB,zeigen
den,DET,der
Zauber,NOUN,Zauber
der,DET,der
pflanzlichen,ADJ,pflanzlich
Welt,NOUN,Welt
.,PUNCT,--
Schaut,VERB,schauen
man,PRON,man
genauer,ADV,genau
hin,ADV,hin
",",PUNCT,--
muss,PROPN,muss
man,PRON,man
nachdenklich,ADV,nachdenklich
werden,AUX,werden
.,PUNCT,--
Das,DET,der
Projekt,NOUN,Projekt
stellt,VERB,stellen
die,DET,der
Natur,NOUN,Natur
in,ADP,in
den,DET,der
Mittelpunkt,NOUN,Mittelpunkt
:,PUNCT,--
ohne,ADP,ohne
sie,PRON,sie
",",PUNCT,--
wird,AUX,werden
die,DET,der
Menschheit,NOUN,Menschheit
nicht,PART,nicht
überleben,VERB,überleben
.,PUNCT,--
Mit,ADP,mit
Ausbruch,NOUN,Ausbruch
des,DET,der
Krieges,NOUN,Krieg
am,ADP,an
24.,ADJ,24.
Februar,NOUN,Februar
2022,NUM,2022
kommt,VERB,kommen
eine,DET,ein
weitere,ADJ,weit
Dimension,NOUN,Dimension
hinzu,ADV,hinzu
.,PUNCT,--
Mit,ADP,mit
der,DET,der
Sonderveranstaltung,NOUN,Sonderveranstaltung
soll,AUX,sollen
ein,DET,ein
Zeichen,NOUN,Zeichen
der,DET,der
Solidarität,NOUN,Solidarität
mit,ADP,mit
der,DET,der
Ukraine,PROPN,Ukraine
gesetzt,VERB,setzen
und,CCONJ,und
das,DET,der
innige,ADJ,innig
Verlangen,NOUN,verlangen
nach,ADP,nach
Frieden,NOUN,Frieden
zum,ADP,zu
Ausdruck,NOUN,Ausdruck
gebracht,VERB,bringen
werden,AUX,werden
.,PUNCT,--
Heike,PROPN,Heike
Schmitt-Schmelz,PROPN,Schmitt-Schmelz
",",PUNCT,--
stellvertretende,ADJ,stellvertretend
Bezirksbürgermeisterin,NOUN,Bezirksbürgermeisterin
und,CCONJ,und
Bildungsstadträtin,NOUN,Bildungsstadträtin
:,PUNCT,--
bq,X,bq
.,PUNCT,--
Ich,PRON,ich
begrüße,VERB,begrüßen
jedes,DET,jeder
Zeichen,NOUN,Zeichen
der,DET,der
Solidarität,NOUN,Solidarität
in,ADP,in
diesen,DET,dieser
Zeiten,NOUN,Zeit
",",PUNCT,--
auch,ADV,auch
wenn,SCONJ,wenn
es,PRON,es
noch,ADV,noch
so,ADV,so
klein,ADV,klein
erscheint,VERB,erscheinen
.,PUNCT,--
Alle,DET,aller
Bilder,NOUN,Bild
",",PUNCT,--
die,PRON,der
wir,PRON,wir
produzieren,VERB,produzieren
",",PUNCT,--
machen,VERB,machen
unseren,DET,unser
Protest,NOUN,Protest
und,CCONJ,und
unser,DET,unser
Unverständnis,NOUN,Unverständnis
deutlich,ADV,deutlich
.,PUNCT,--
Es,PRON,es
kann,AUX,können
einfach,ADV,einfach
nicht,PART,nicht
hingenommen,VERB,hinnehmen
werden,AUX,werden
",",PUNCT,--
dass,SCONJ,dass
ein,DET,ein
Staat,NOUN,Staat
der,DET,der
zivilisierten,ADJ,zivilisiert
Welt,NOUN,Welt
einen,PRON,ein
seiner,DET,sein
Nachbarn,NOUN,Nachbar
überfällt,VERB,überfällen
.,PUNCT,--
Russland,NOUN,Russland
ist,AUX,sein
ein,DET,ein
Land,NOUN,Land
mit,ADP,mit
einer,DET,ein
reichen,ADJ,reich
kulturellen,ADJ,kulturell
Tradition,NOUN,Tradition
",",PUNCT,--
mit,ADP,mit
dem,PRON,der
uns,PRON,uns
eine,DET,ein
gemeinsame,ADJ,gemeinsam
",",PUNCT,--
nicht,PART,nicht
immer,ADV,immer
konfliktfreie,ADJ,konfliktfrei
Geschichte,NOUN,Geschichte
verbindet,VERB,verbinden
.,PUNCT,--
Gerade,ADV,gerade
daraus,ADV,daraus
haben,AUX,haben
wir,PRON,wir
gelernt,VERB,lernen
",",PUNCT,--
dass,SCONJ,dass
Gewalt,NOUN,Gewalt
kein,DET,kein
Mittel,NOUN,Mittel
der,DET,der
Auseinandersetzung,NOUN,Auseinandersetzung
ist,AUX,sein
und,CCONJ,und
auch,ADV,auch
nie,ADV,nie
mehr,ADV,mehr
sein,AUX,sein
darf,AUX,dürfen
.,PUNCT,--
Viele,DET,vieler
Russinnen,NOUN,Russinn
und,CCONJ,und
Russinnen,NOUN,Russinn
",",PUNCT,--
die,PRON,der
in,ADP,in
Deutschland,PROPN,Deutschland
leben,VERB,leben
",",PUNCT,--
aber,CCONJ,aber
auch,ADV,auch
in,ADP,in
Russland,NOUN,Russland
selbst,ADV,selbst
",",PUNCT,--
teilen,VERB,teilen
mit,ADP,mit
uns,PRON,uns
diese,DET,dieser
Ansicht,NOUN,Ansicht
.,PUNCT,--
Das,PRON,der
