Token,PoS,Lemma
PRESSEEINLADUNG,PROPN,PRESSEEINLADUNG
zur,ADP,zu
Pressekonferenz,NOUN,Pressekonferenz
:,PUNCT,--
Berliner,ADJ,Berliner
Tourismus-Bilanz,NOUN,Tourismus-Bilanz
2023,NUM,2023
&,CCONJ,&
-Highlights,NOUN,-Highlights
2024,NUM,2024
"
",SPACE,"
"
Sehr,ADV,sehr
geehrte,ADJ,geehrt
Damen,NOUN,Dame
und,CCONJ,und
Herren,NOUN,Herr
",",PUNCT,--
wie,ADV,wie
hat,AUX,haben
sich,PRON,sich
der,DET,der
Berlin-Tourismus,NOUN,Berlin-Tourismus
im,ADP,in
Jahr,NOUN,Jahr
2023,NUM,2023
entwickelt,VERB,entwickeln
?,PUNCT,--
Wie,ADV,wie
geht,VERB,gehen
es,PRON,es
der,DET,der
Tourismus-,X,Tourismus
und,CCONJ,und
Eventbranche,NOUN,Eventbranche
der,DET,der
Stadt,NOUN,Stadt
?,PUNCT,--
Welche,DET,welcher
touristischen,ADJ,touristisch
Highlights,NOUN,Highlights
sind,AUX,sein
im,ADP,in
Jahr,NOUN,Jahr
2024,NUM,2024
zu,PART,zu
erwarten,VERB,erwarten
?,PUNCT,--
Wie,ADV,wie
positioniert,VERB,positionieren
sich,PRON,sich
Berlin,PROPN,Berlin
im,ADP,in
internationalen,ADJ,international
Benchmark,NOUN,Benchmark
als,ADP,als
Reisedestination,NOUN,Reisedestination
?,PUNCT,--
Wirtschaftssenatorin,NOUN,Wirtschaftssenatorin
Franziska,PROPN,Franziska
Giffey,PROPN,Giffey
stellt,VERB,stellen
Ihnen,PRON,ihnen
gemeinsam,ADV,gemeinsam
mit,ADP,mit
Burkhard,PROPN,Burkhard
Kieker,PROPN,Kieker
und,CCONJ,und
Sabine,PROPN,Sabine
Wendt,PROPN,Wendt
",",PUNCT,--
der,DET,der
Geschäftsführung,NOUN,Geschäftsführung
von,ADP,von
visitBerlin,PROPN,visitBerlin
",",PUNCT,--
die,DET,der
Jahresbilanz,NOUN,Jahresbilanz
2023,NUM,2023
vor,ADP,vor
.,PUNCT,--
Zu,ADP,zu
diesem,DET,dieser
Jahresrück-,X,Jahresrück
und,CCONJ,und
ausblick,NOUN,Ausblick
auf,ADP,auf
den,DET,der
Berlin-Tourismus,NOUN,Berlin-Tourismus
laden,VERB,laden
wir,PRON,wir
Sie,PRON,sie
herzlich,ADV,herzlich
auf,ADP,auf
den,DET,der
Berliner,ADJ,Berliner
Fernsehturm,NOUN,Fernsehturm
ein,ADV,ein
",",PUNCT,--
der,PRON,der
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
sein,DET,sein
55.,ADJ,55.
Jubiläum,NOUN,Jubiläum
feiert,VERB,feiern
