Token,PoS,Lemma
Montags,ADV,Montags
Special,NOUN,Special
im,ADP,in
ZKR,PROPN,ZKR
"
",SPACE,"
"
Jeden,DET,Jeder
Montag,NOUN,Montag
kann,AUX,können
die,DET,der
Ausstellung,NOUN,Ausstellung
„,PUNCT,--
Blick,NOUN,Blick
Verschiebung,NOUN,Verschiebung
“,PUNCT,--
von,ADP,von
morgens,ADV,morgens
bis,ADP,bis
abends,ADV,abends
zum,ADP,zu
ermäßigten,ADJ,ermäßigt
Eintrittspreis,NOUN,Eintrittspreis
von,ADP,von
"2,50",NUM,"2,50"
Euro,NOUN,Euro
im,ADP,in
Zentrum,NOUN,Zentrum
für,ADP,für
Kunst,NOUN,Kunst
und,CCONJ,und
öffentlichen,ADJ,öffentlich
Raum,NOUN,Raum
",",PUNCT,--
Alt-Biesdorf,PROPN,Alt-Biesdorf
55,NUM,55
",",PUNCT,--
12683,NUM,12683
Berlin,PROPN,Berlin
besucht,VERB,besuchen
werden,AUX,werden
.,PUNCT,--
Interessierte,NOUN,interessierter
können,AUX,können
zudem,ADV,zudem
an,ADP,an
der,DET,der
allwöchentlichen,ADJ,allwöchentlich
Führung,NOUN,Führung
am,ADP,an
Montagnachmittag,NOUN,Montagnachmittag
ab,ADP,ab
16:30,ADJ,16:30
Uhr,NOUN,Uhr
teilnehmen,VERB,teilnehmen
",",PUNCT,--
um,SCONJ,um
mehr,PRON,mehr
über,ADP,über
die,DET,der
vertretenen,ADJ,vertreten
Künstlerinnen,NOUN,Künstlerinne
und,CCONJ,und
Künstler,NOUN,Künstler
und,CCONJ,und
ihre,DET,ihr
Werke,NOUN,Werk
sowie,CCONJ,sowie
deren,PRON,der
Hintergründe,NOUN,Hintergrund
und,CCONJ,und
Entstehungsorte,NOUN,Entstehungsort
zu,PART,zu
erfahren,VERB,erfahren
.,PUNCT,--
Eintritt,NOUN,Eintritt
und,CCONJ,und
Führung,NOUN,Führung
kosten,VERB,kosten
an,ADP,an
diesem,DET,dieser
Tag,NOUN,Tag
4,NUM,4
Euro,NOUN,Euro
.,PUNCT,--
