Token,PoS,Lemma
4.,ADV,4.
Vernissage,NOUN,Vernissage
der,DET,der
Wanderausstellung,NOUN,Wanderausstellung
des,DET,der
Projekts,NOUN,Projekt
"""",PUNCT,--
Momente,NOUN,Moment
bewahren,VERB,bewahren
-,PUNCT,--
Menschen,NOUN,Mensch
mit,ADP,mit
Demenz,NOUN,Demenz
malen,VERB,malen
"""",PUNCT,--
am,ADP,an
03.09.,X,03.09.
im,ADP,in
Restaurant,NOUN,Restaurant
"""",PUNCT,--
Zur,ADP,zu
kleinen,ADJ,klein
Remise,NOUN,Remise
"""",PUNCT,--
"
",SPACE,"
"
Am,ADP,an
Dienstag,NOUN,Dienstag
",",PUNCT,--
03.,ADJ,03.
September,NOUN,September
um,ADP,um
15.00,NUM,15.00
Uhr,NOUN,Uhr
findet,VERB,finden
die,DET,der
4.,ADJ,4.
Vernissage,NOUN,Vernissage
der,DET,der
Wanderausstellung,NOUN,Wanderausstellung
des,DET,der
Projekts,NOUN,Projekt
“,PUNCT,--
Momente,NOUN,Moment
bewahren,VERB,bewahren
–,PUNCT,--
Menschen,NOUN,Mensch
mit,ADP,mit
Demenz,NOUN,Demenz
malen,VERB,malen
”,PUNCT,”
statt,ADP,statt
im,ADP,in
Restaurant,NOUN,Restaurant
„,PUNCT,--
Zur,ADP,zu
kleinen,ADJ,klein
Remise,NOUN,Remise
”,PROPN,”
",",PUNCT,--
Oberfeldstraße,NOUN,Oberfeldstraße
24,NUM,24
;,PUNCT,--
12683,NUM,12683
Berlin,PROPN,Berlin
.,PUNCT,--
Das,DET,der
Rahmenprogramm,NOUN,Rahmenprogramm
bietet,VERB,bieten
literarische,ADJ,literarisch
Impressionen,NOUN,Impression
zum,ADP,zu
Thema,NOUN,Thema
;,PUNCT,--
die,DET,der
Berliner,ADJ,Berliner
Schriftstellerin,NOUN,Schriftstellerin
Kathrin,PROPN,Kathrin
Gerlof,PROPN,Gerlof
liest,VERB,lesen
aus,ADP,aus
ihrem,DET,ihr
Buch,NOUN,Buch
„,PUNCT,--
Alle,DET,aller
Zeit,NOUN,Zeit
”,PUNCT,”
.,PUNCT,--
