Token,PoS,Lemma
APRÈS,PROPN,APRÈS
CHURCH,PROPN,CHURCH
auf,ADP,auf
dem,DET,der
KunstHofKöpenick,PROPN,KunstHofKöpenick
:,PUNCT,--
DI,PROPN,DI
GRINE,PROPN,GRINE
KUZINE,PROPN,KUZINE
"
",SPACE,"
"
IMMER,ADV,IMMER
SONNTAG,PROPN,SONNTAG
–,PUNCT,--
IMMER,ADV,IMMER
11:30,NOUN,11:30
Uhr,NOUN,Uhr
–,PUNCT,--
IMMER,ADV,IMMER
EINTRITT,PROPN,EINTRITT
FREI,PROPN,FREI
!,PUNCT,--
Zeit,NOUN,Zeit
:,PUNCT,--
23.04.2023,NUM,23.04.2023
",",PUNCT,--
11:30,ADJ,11:30
Uhr,NOUN,Uhr
Ort,NOUN,Ort
:,PUNCT,--
KunstHofKöpenick,PROPN,KunstHofKöpenick
e.V.,PROPN,e.V.
",",PUNCT,--
Alt-Köpenick,NOUN,Alt-Köpenick
12,NUM,12
",",PUNCT,--
12555,NUM,12555
Berlin,PROPN,Berlin
Der,DET,der
ultimativ,ADV,ultimativ
tanzbare,ADJ,tanzbar
und,CCONJ,und
fröhliche,ADJ,fröhlich
Saisonauftakt,NOUN,Saisonauftakt
zur,ADP,zu
Après,NOUN,Aprè
Church,PROPN,Church
Saison,PROPN,Saison
2023,NUM,2023
DI,PROPN,DI
GRINE,PROPN,GRINE
KUZINE,NOUN,KUZINE
ist,AUX,sein
wieder,ADV,wieder
da,ADV,da
.,PUNCT,--
Ein,DET,ein
paar,DET,paar
Jahre,NOUN,Jahr
ist,AUX,sein
es,PRON,es
her,ADV,her
",",PUNCT,--
da,SCONJ,da
fegten,VERB,fegn
Alexandra,PROPN,Alexandra
Dimitroff,PROPN,Dimitroff
und,CCONJ,und
ihre,DET,ihr
Mannen,NOUN,Mann
schon,ADV,schon
einmal,ADV,einmal
durch,ADP,durch
den,DET,der
KunstHofKöpenick,PROPN,KunstHofKöpenick
.,PUNCT,--
Über,ADV,über
20,NUM,20
Jahre,NOUN,Jahr
schon,ADV,schon
und,CCONJ,und
7,NUM,7
Alben,NOUN,Alben
lang,ADV,lang
ziehen,VERB,ziehen
sie,PRON,sie
nun,ADV,nun
Kreuz,NOUN,Kreuz
und,CCONJ,und
Quer,NOUN,Quer
durch,ADP,durch
Europa,PROPN,Europa
.,PUNCT,--
Vielseitig,ADV,Vielseitig
",",PUNCT,--
weltzugewandt,ADV,weltzugewenden
",",PUNCT,--
offen,ADV,offen
und,CCONJ,und
liebevoll,ADV,liebevoll
.,PUNCT,--
Mit,ADP,mit
unüberhörbarem,ADJ,unüberhörbar
Spaß,NOUN,Spaß
an,ADP,an
raffinierten,ADJ,raffiniert
Arrangements,NOUN,Arrangement
und,CCONJ,und
der,DET,der
Lust,NOUN,Lust
am,ADP,an
Spiel,NOUN,Spiel
mit,ADP,mit
verschiedenen,ADJ,verschieden
Sprachen,NOUN,Sprache
.,PUNCT,--
Und,CCONJ,und
ob,SCONJ,ob
ihr,PRON,ihr
nun,ADV,nun
stehen,VERB,stehen
",",PUNCT,--
sitzen,VERB,sitzen
",",PUNCT,--
tanzen,NOUN,tanz
oder,CCONJ,oder
zuhören,VERB,zuhören
werdet,VERB,werden
.,PUNCT,--
Dieses,DET,dieser
Erlebnis,NOUN,Erlebnis
des,DET,der
