Token,PoS,Lemma
Aufräum-Aktion,NOUN,Aufräum-Aktion
im,ADP,in
Tiergarten,NOUN,Tiergarten
"
",SPACE,"
"
Die,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Ordnung,NOUN,Ordnung
",",PUNCT,--
Umwelt,NOUN,Umwelt
",",PUNCT,--
Natur,NOUN,Natur
",",PUNCT,--
Straßen,NOUN,Straße
und,CCONJ,und
Grünflächen,NOUN,Grünfläche
",",PUNCT,--
Dr.,NOUN,Dr.
Almut,PROPN,Almut
Neumann,PROPN,Neumann
",",PUNCT,--
informiert,VERB,informieren
:,PUNCT,--
Das,DET,der
Straßen-,X,Straße
und,CCONJ,und
Grünflächenamt,NOUN,Grünflächenamt
Mitte,NOUN,Mitte
und,CCONJ,und
das,DET,der
schwule,ADJ,schwul
Anti-Gewalt-Projekt,NOUN,Anti-Gewalt-Projekt
Maneo,PROPN,Maneo
laden,VERB,laden
für,ADP,für
Sonnabend,NOUN,Sonnabend
",",PUNCT,--
den,DET,der
29.,ADJ,29.
Oktober,NOUN,Oktober
2022,NUM,2022
",",PUNCT,--
zu,ADP,zu
einer,DET,ein
gemeinsamen,ADJ,gemeinsam
Aufräum-Aktion,NOUN,Aufräum-Aktion
im,ADP,in
Tiergarten,NOUN,Tiergarten
ein,ADV,ein
.,PUNCT,--
Von,ADP,von
13,NUM,13
bis,CCONJ,bis
15,NUM,15
Uhr,NOUN,Uhr
sind,AUX,sein
freiwillige,ADJ,freiwillig
Helfer*innen,NOUN,Helfer*in
eingeladen,VERB,einladen
",",PUNCT,--
das,DET,der
Cruisinggebiet,NOUN,Cruisinggebiet
an,ADP,an
der,DET,der
Holzbrücke,NOUN,Holzbrücke
am,ADP,an
Bremer,ADJ,Bremer
Weg,NOUN,Weg
vom,ADP,von
Müll,NOUN,Müll
zu,PART,zu
befreien,VERB,befreien
und,CCONJ,und
dazu,ADV,dazu
beizutragen,VERB,beitragen
",",PUNCT,--
Berlins,PROPN,Berlin
größten,ADJ,groß
Park,NOUN,Park
für,ADP,für
die,DET,der
Besucher*innen,NOUN,Besucher*inn
attraktiv,ADV,attraktiv
zu,PART,zu
halten,VERB,halten
.,PUNCT,--
Die,DET,der
dazu,ADV,dazu
benötigten,VERB,benötigt
Müllsäcke,NOUN,Müllsack
steuert,VERB,steuern
das,DET,der
Straßen-,X,Straße
und,CCONJ,und
Grünflächenamt,NOUN,Grünflächenamt
bei,ADP,bei
.,PUNCT,--
Zertretene,ADJ,Zertretene
Grünanlagen,NOUN,Grünanlage
und,CCONJ,und
achtlos,ADV,achtlos
weggeworfene,ADJ,weggeworfen
Hinterlassenschaften,NOUN,Hinterlassenschaft
",",PUNCT,--
die,PRON,der
zum,ADP,zu
Teil,NOUN,Teil
von,ADP,von
Cruisern,NOUN,Cruiser
stammen,VERB,stammen
",",PUNCT,--
sind,AUX,sein
kein,DET,kein
schöner,ADJ,schön
Anblick,NOUN,Anblick
und,CCONJ,und
mindern,VERB,mindern
die,DET,der
Aufenthaltsqualität,NOUN,Aufenthaltsqualität
für,ADP,für
alle,DET,aller
Menschen,NOUN,Mensch
",",PUNCT,--
die,PRON,der
im,ADP,in
Großen,ADJ,groß
Tiergarten,NOUN,Tiergarten
Erholung,NOUN,Erholung
suchen,VERB,suchen
.,PUNCT,--
Für,ADP,für
das,DET,der
Straßen-,X,Straße
und,CCONJ,und
Grünflächenamt,NOUN,Grünflächenamt
Mitte,NOUN,Mitte
sind,AUX,sein
diese,DET,dieser
Verunreinigungen,NOUN,Verunreinigung
und,CCONJ,und
die,DET,der
Zerstörungen,NOUN,Zerstörung
der,DET,der
Vegetation,NOUN,Vegetation
nur,ADV,nur
schwer,ADV,schwer
in,ADP,in
den,DET,der
Griff,NOUN,Griff
zu,PART,zu
bekommen,VERB,bekommen
.,PUNCT,--
Die,DET,der
dortigen,ADJ,dortig
Zustände,NOUN,Zustand
sind,AUX,sein
immer,ADV,immer
wieder,ADV,wieder
Anlass,NOUN,Anlass
für,ADP,für
Beschwerden,NOUN,Beschwerde
.,PUNCT,--
Im,ADP,in
Bezirksamt,NOUN,Bezirksamt
Mitte,NOUN,Mitte
wird,AUX,werden
sich,PRON,sich
ein,DET,ein
Netzwerk,NOUN,Netzwerk
aus,ADP,aus
verschiedenen,ADJ,verschieden
Akteur*innen,NOUN,Akteur*inn
künftig,ADV,künftig
intensiv,ADV,intensiv
mit,ADP,mit
dem,DET,der
Thema,NOUN,Thema
befassen,VERB,befassen
und,CCONJ,und
Lösungen,NOUN,Lösung
finden,VERB,finden
",",PUNCT,--
um,SCONJ,um
die,DET,der
Situation,NOUN,Situation
zu,PART,zu
verbessern,VERB,verbessern
",",PUNCT,--
ohne,SCONJ,ohne
die,DET,der
verschiedenen,ADJ,verschieden
Gruppen,NOUN,Gruppe
",",PUNCT,--
die,PRON,der
sich,PRON,sich
im,ADP,in
Großen,ADJ,groß
Tiergarten,NOUN,Tiergarten
aufhalten,VERB,aufhalten
",",PUNCT,--
zu,PART,zu
stigmatisieren,VERB,stigmatisieren
oder,CCONJ,oder
auszugrenzen,VERB,ausgrenzen
.,PUNCT,--
Im,ADP,in
Vordergrund,NOUN,Vordergrund
der,DET,der
Aufklärungskampagne,NOUN,Aufklärungskampagne
steht,VERB,stehen
der,DET,der
Schutz,NOUN,Schutz
der,DET,der
Natur,NOUN,Natur
.,PUNCT,--
Mit,ADP,mit
der,DET,der
gemeinsamen,ADJ,gemeinsam
Aktion,NOUN,Aktion
setzen,VERB,setzen
das,DET,der
Bezirksamt,NOUN,Bezirksamt
Mitte,NOUN,Mitte
und,CCONJ,und
Maneo,PROPN,Maneo
ein,DET,ein
Zeichen,NOUN,Zeichen
für,ADP,für
die,DET,der
gegenseitige,ADJ,gegenseitig
Rücksichtnahme,NOUN,Rücksichtnahme
auf,ADP,auf
die,DET,der
Bedürfnisse,NOUN,Bedürfnis
aller,DET,aller
Menschen,NOUN,Mensch
",",PUNCT,--
die,PRON,der
den,DET,der
Großen,ADJ,groß
Tiergarten,NOUN,Tiergarten
besuchen,VERB,besuchen
.,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
