Token,PoS,Lemma
Landgericht,NOUN,Landgericht
Berlin,PROPN,Berlin
:,PUNCT,--
Erlass,NOUN,Erlass
der,DET,der
einstweiligen,ADJ,einstweilig
Verfügung,NOUN,Verfügung
bezüglich,ADV,bezüglich
der,DET,der
weiteren,ADJ,weit
Vollziehung,NOUN,Vollziehung
des,DET,der
Kaufvertrages,NOUN,Kaufvertrag
des,DET,der
Wohnblocks,NOUN,Wohnblock
F-Nord,NOUN,F-Nord
der,DET,der
Karl,PROPN,Karl
Marx,PROPN,Marx
Allee,PROPN,Allee
in,ADP,in
Berlin,PROPN,Berlin
bestätigt,VERB,bestätigen
(,PUNCT,--
PM,NOUN,PM
22,NUM,22
/,PUNCT,--
2019,NUM,2019
),PUNCT,--
"
",SPACE,"
"
Der,DET,der
Präsident,NOUN,Präsident
des,DET,der
Kammergerichts,NOUN,Kammergericht
Elßholzstraße,PROPN,Elßholzstraße
30,NUM,30
-,PUNCT,-
33,NUM,33
",",PUNCT,--
10781,NUM,10781
Berlin,PROPN,Berlin
Das,DET,der
Landgericht,NOUN,Landgericht
Berlin,PROPN,Berlin
hatte,AUX,haben
auf,ADP,auf
Antrag,NOUN,Antrag
der,DET,der
Verfügungsklägerin,NOUN,Verfügungsklägerin
–,PUNCT,--
einer,DET,ein
Wohnungsbaugesellschaft,NOUN,Wohnungsbaugesellschaft
",",PUNCT,--
die,PRON,der
vormals,ADV,vormals
Eigentümerin,NOUN,Eigentümerin
des,DET,der
Blocks,NOUN,Block
F-Nord,NOUN,F-Nord
in,ADP,in
der,PRON,der
Karl,PROPN,Karl
Marx,PROPN,Marx
Allee,NOUN,Allee
in,ADP,in
Berlin,PROPN,Berlin
war,AUX,sein
–,PUNCT,--
am,ADP,an
24.,ADJ,24.
Januar,NOUN,Januar
2019,NUM,2019
eine,DET,ein
einstweilige,ADJ,einstweilig
Verfügung,NOUN,Verfügung
zum,ADP,zu
Aktenzeichen,NOUN,Aktenzeichen
22,NUM,22
O,X,O
28,NUM,28
/,PUNCT,--
19,NUM,19
erlassen,VERB,erlassen
.,PUNCT,--
Mit,ADP,mit
dieser,DET,dieser
einstweiligen,ADJ,einstweilig
Verfügung,NOUN,Verfügung
hat,AUX,haben
das,DET,der
Gericht,NOUN,Gericht
der,DET,der
Verfügungsbeklagten,NOUN,Verfügungsbeklagt
zu,ADP,zu
2,NUM,2
),PUNCT,--
–,PUNCT,--
als,ADP,als
Käuferin,NOUN,Käuferin
–,PUNCT,--
und,CCONJ,und
der,DET,der
Verfügungsbeklagten,NOUN,Verfügungsbeklagt
zu,ADP,zu
1,NUM,1
),PUNCT,--
–,PUNCT,--
als,ADP,als
Verkäuferin,NOUN,Verkäuferin
–,PUNCT,--
jeweils,ADV,jeweils
untersagt,VERB,untersagen
",",PUNCT,--
einen,PRON,ein
zwischen,ADP,zwischen
ihnen,PRON,ihnen
im,ADP,in
Jahre,NOUN,Jahr
2018,NUM,2018
geschlossenen,ADJ,geschlossen
Kaufvertrag,NOUN,Kaufvertrag
betreffend,ADV,betreffend
das,DET,der
Grundstück,NOUN,Grundstück
Block,NOUN,Block
Karl,PROPN,Karl
Marx,PROPN,Marx
Allee,PROPN,Allee
F-Nord,PROPN,F-Nord
weiter,ADV,weiter
zu,PART,zu
vollziehen,VERB,vollziehen
.,PUNCT,--
Nachdem,SCONJ,nachdem
Widersprüche,NOUN,Widerspruch
gegen,ADP,gegen
diese,DET,dieser
einstweilige,ADJ,einstweilig
Verfügung,NOUN,Verfügung
erhoben,VERB,erheben
wurden,AUX,werden
",",PUNCT,--
wurde,AUX,werden
darüber,ADV,darüber
am,ADP,an
2.,ADJ,2.
April,NOUN,April
2019,NUM,2019
vor,ADP,vor
der,DET,der
22.,ADJ,22.
Zivilkammer,NOUN,Zivilkammer
des,DET,der
Landgerichts,NOUN,Landgericht
Berlin,PROPN,Berlin
mündlich,ADV,mündlich
verhandelt,VERB,verhandeln
.,PUNCT,--
Das,DET,der
Verfahren,NOUN,Verfahren
betrifft,VERB,betreffen
jetzt,ADV,jetzt
nur,ADV,nur
noch,ADV,noch
die,DET,der
Verfügungsklägerin,NOUN,Verfügungsklägerin
und,CCONJ,und
die,DET,der
Verfügungsbeklagte,NOUN,verfügungsbeklagt
zu,ADP,zu
1,NUM,1
),PUNCT,--
",",PUNCT,--
nachdem,SCONJ,nachdem
die,DET,der
Verfügungsklägerin,NOUN,Verfügungsklägerin
den,DET,der
Antrag,NOUN,Antrag
auf,ADP,auf
Erlass,NOUN,Erlass
einer,DET,ein
einstweiligen,ADJ,einstweilig
Verfügung,NOUN,Verfügung
gegen,ADP,gegen
die,DET,der
Verfügungsbeklagte,NOUN,verfügungsbeklagter
zu,ADP,zu
2,NUM,2
),PUNCT,--
zurückgenommen,VERB,zurücknehmen
hatte,AUX,haben
.,PUNCT,--
Der,DET,der
zuständige,ADJ,zuständig
Richter,NOUN,Richter
der,DET,der
Zivilkammer,NOUN,Zivilkammer
22,NUM,22
des,DET,der
Landgerichts,NOUN,Landgericht
Berlin,PROPN,Berlin
hat,AUX,haben
in,ADP,in
der,DET,der
mündlichen,ADJ,mündlich
Verhandlung,NOUN,Verhandlung
am,ADP,an
2.,ADJ,2.
April,NOUN,April
2019,NUM,2019
mit,ADP,mit
den,DET,der
Parteien,NOUN,Partei
die,DET,der
Sach-,X,Sach
und,CCONJ,und
Rechtslage,NOUN,Rechtslage
ausführlich,ADV,ausführlich
erörtert,VERB,erörtern
.,PUNCT,--
Aufgrund,ADP,aufgrund
der,DET,der
mündlichen,ADJ,mündlich
Verhandlung,NOUN,Verhandlung
vom,ADP,von
2.,ADJ,2.
April,NOUN,April
2019,NUM,2019
hat,AUX,haben
die,DET,der
22.,ADJ,22.
Zivilkammer,NOUN,Zivilkammer
des,DET,der
Landgerichts,NOUN,Landgericht
Berlin,PROPN,Berlin
mit,ADP,mit
dem,DET,der
heute,ADV,heute
in,ADP,in
öffentlicher,ADJ,öffentlich
Sitzung,NOUN,Sitzung
verkündeten,VERB,verkünden
und,CCONJ,und
dabei,ADV,dabei
mündlich,ADV,mündlich
kurz,ADV,kurz
begründeten,ADJ,begründet
Urteil,NOUN,Urteil
den,DET,der
Erlass,NOUN,Erlass
der,DET,der
einstweiligen,ADJ,einstweilig
Verfügung,NOUN,Verfügung
vom,ADP,von
24.,ADJ,24.
Januar,NOUN,Januar
2019,NUM,2019
gegen,ADP,gegen
die,DET,der
verbliebene,ADJ,verblieben
Verfügungsklägerin,NOUN,Verfügungsklägerin
zu,ADP,zu
1,NUM,1
),PUNCT,--
im,ADP,in
Ergebnis,NOUN,Ergebnis
bestätigt,VERB,bestätigen
und,CCONJ,und
zur,ADP,zu
Klarstellung,NOUN,Klarstellung
die,DET,der
einstweilige,ADJ,einstweilig
Verfügung,NOUN,Verfügung
vom,ADP,von
24.,ADJ,24.
Januar,NOUN,Januar
2019,NUM,2019
gegen,ADP,gegen
die,DET,der
Verfügungsbeklagte,NOUN,verfügungsbeklagter
zu,ADP,zu
2,NUM,2
),PUNCT,--
im,ADP,in
Hinblick,NOUN,Hinblick
auf,ADP,auf
die,DET,der
o.g.,PUNCT,o.g.
Rücknahme,NOUN,Rücknahme
des,DET,der
Antrags,NOUN,Antrag
aufgehoben,VERB,aufheben
.,PUNCT,--
Das,DET,der
Landgericht,NOUN,Landgericht
hat,AUX,haben
seine,DET,sein
Entscheidung,NOUN,Entscheidung
dabei,ADV,dabei
damit,ADV,damit
begründet,VERB,begründen
",",PUNCT,--
dass,SCONJ,dass
ohne,ADP,ohne
den,DET,der
Erlass,NOUN,Erlass
der,DET,der
einstweiligen,ADJ,einstweilig
Verfügung,NOUN,Verfügung
weiterhin,ADV,weiterhin
