Token,PoS,Lemma
Überfall,NOUN,Überfall
in,ADP,in
Wettbüro,NOUN,Wettbüro
"
",SPACE,"
"
Nr.,NOUN,Nr.
0063,NUM,0063
Das,DET,der
Fachkommissariat,NOUN,Fachkommissariat
für,ADP,für
Raubdelikte,NOUN,Raubdelikt
der,DET,der
Polizeidirektion,NOUN,Polizeidirektion
5,NUM,5
(,PUNCT,--
City,PROPN,City
),PUNCT,--
hat,AUX,haben
inzwischen,ADV,inzwischen
die,DET,der
Ermittlungen,NOUN,Ermittlung
zu,ADP,zu
einem,DET,ein
Raub,NOUN,Raub
in,ADP,in
einem,DET,ein
Wettbüro,NOUN,Wettbüro
in,ADP,in
der,DET,der
vergangenen,ADJ,vergangen
Nacht,NOUN,Nacht
in,ADP,in
Neukölln,PROPN,Neukölln
übernommen,VERB,übernehmen
.,PUNCT,--
Ersten,ADJ,erster
Informationen,NOUN,Information
zufolge,ADP,zufolge
betraten,VERB,Betrat
gegen,ADP,gegen
1.45,NUM,1.45
Uhr,NOUN,Uhr
zwei,NUM,zwei
Unbekannte,NOUN,unbekannte
die,DET,der
Spielstätte,NOUN,Spielstätte
in,ADP,in
der,DET,der
Karl-Marx-Straße,NOUN,Karl-Marx-Straße
",",PUNCT,--
drohten,VERB,drohen
mit,ADP,mit
einer,DET,ein
Schusswaffe,NOUN,Schusswaff
und,CCONJ,und
forderten,VERB,fordern
Geld,NOUN,Geld
von,ADP,von
einem,DET,ein
24-jährigen,ADJ,24-jährig
Angestellten,NOUN,angestellter
.,PUNCT,--
Teils,ADV,teils
wird,AUX,werden
Geld,NOUN,Geld
herausgegeben,VERB,herausgeben
und,CCONJ,und
teils,ADV,teils
nimmt,VERB,nehmen
sich,PRON,sich
einer,PRON,einer
der,DET,der
beiden,DET,beide
mutmaßlichen,ADJ,mutmaßlich
Räuber,NOUN,Räuber
Geld,NOUN,Geld
aus,ADP,aus
der,DET,der
Kassenlade,NOUN,Kassenlade
.,PUNCT,--
Ihre,DET,ihr
Flucht,NOUN,Flucht
",",PUNCT,--
bei,ADP,bei
der,PRON,der
sie,PRON,sie
unerkannt,ADV,unerkannt
blieben,VERB,bleiben
",",PUNCT,--
führte,VERB,führen
anschließend,ADV,anschließend
über,ADP,über
die,DET,der
Karl-Marx-Straße,NOUN,Karl-Marx-Straße
in,ADP,in
die,DET,der
Reuterstraße,NOUN,Reuterstraße
und,CCONJ,und
weiter,ADV,weiter
in,ADP,in
Richtung,NOUN,Richtung
Boddinstraße,PROPN,Boddinstraße
.,PUNCT,--
Der,DET,der
Angestellte,NOUN,angestellter
wurde,AUX,werden
nicht,PART,nicht
verletzt,VERB,verletzen
",",PUNCT,--
stand,VERB,stehen
aber,ADV,aber
sichtlich,ADV,sichtlich
unter,ADP,unter
dem,DET,der
Einfluss,NOUN,Einfluss
des,DET,der
Erlebten,NOUN,Erlebt
;,PUNCT,--
eine,DET,ein
ärztliche,ADJ,ärztlich
Behandlung,NOUN,Behandlung
war,AUX,sein
nicht,PART,nicht
vonnöten,ADV,vonnöten
.,PUNCT,--
