Token,PoS,Lemma
Schließzeiten,NOUN,Schließzeit
der,DET,der
Tages-,X,Tag
und,CCONJ,und
Hortbetreuung,NOUN,Hortbetreuung
(,PUNCT,--
Bereich,NOUN,Bereich
ergänzende,ADJ,ergänzend
Förderung,NOUN,Förderung
und,CCONJ,und
Betreuung,NOUN,Betreuung
),PUNCT,--
"
",SPACE,"
"
Die,DET,der
Tages-,X,Tag
und,CCONJ,und
Hortbetreuung,NOUN,Hortbetreuung
des,DET,der
Jugendamtes,NOUN,Jugendamt
Berlin,PROPN,Berlin
Friedrichshain-Kreuzberg,PROPN,Friedrichshain-Kreuzberg
bleibt,VERB,bleiben
in,ADP,in
der,DET,der
Zeit,NOUN,Zeit
vom,ADP,von
10.07.203,PROPN,10.07.203
bis,ADP,bis
21.07.2023,NUM,21.07.2023
aus,ADP,aus
organisatorischen,ADJ,organisatorisch
Gründen,NOUN,Grund
geschlossen,VERB,schließen
.,PUNCT,--
Dies,PRON,dieser
betrifft,VERB,betreffen
die,DET,der
Arbeitsbereiche,ADJ,arbeitsbereich
ergänzende,ADJ,ergänzend
Förderung,NOUN,Förderung
und,CCONJ,und
Betreuung,NOUN,Betreuung
(,PUNCT,--
eFöB,PROPN,eFöB
),PUNCT,--
ab,ADP,ab
3.,ADJ,3.
Klasse,NOUN,Klasse
",",PUNCT,--
Kosteneinziehung,NOUN,Kosteneinziehung
und,CCONJ,und
Kinder,NOUN,Kind
in,ADP,in
/,PUNCT,--
aus,ADP,aus
anderen,ADJ,anderer
Bundesländern,NOUN,Bundesland
.,PUNCT,--
Die,DET,der
Telefonsprechstunden,NOUN,Telefonsprechstunde
montags,ADV,montags
und,CCONJ,und
mittwochs,PROPN,Mittwoch
jeweils,ADV,jeweils
von,ADP,von
9,NUM,9
-,NUM,-
12,NUM,12
Uhr,NOUN,Uhr
werden,AUX,werden
übernommen,VERB,übernehmen
.,PUNCT,--
Persönliche,ADJ,Persönliche
Terminanfragen,NOUN,Terminanfrag
oder,CCONJ,oder
schriftliche,ADJ,schriftlich
Anliegen,NOUN,Anliegen
können,AUX,können
weiterhin,ADV,weiterhin
an,ADP,an
das,DET,der
Gruppenpostfach,NOUN,Gruppenpostfach
kita-anmeldung@ba-fk.berlin.de,X,kita-anmeldung@ba-fk.berlin.de
übersandt,VERB,übersenden
werden,AUX,werden
.,PUNCT,--
Weitere,ADJ,weit
Auskünfte,NOUN,Auskunft
zu,ADP,zu
dem,DET,der
Bereich,NOUN,Bereich
der,DET,der
Tages-,X,Tag
und,CCONJ,und
Hortbetreuung,NOUN,Hortbetreuung
erhalten,VERB,erhalten
Sie,PRON,sie
im,ADP,in
FamilienServiceBüro,NOUN,FamilienServiceBüro
.,PUNCT,--
Erreichbarkeit,NOUN,erreichbarkeit
des,DET,der
Familienservicebüros,NOUN,Familienservicebüro
:,PUNCT,--
Montag,NOUN,Montag
bis,ADP,bis
Freitag,NOUN,Freitag
von,ADP,von
09:00-,NOUN,09:00-
12:00,ADV,12:00
Uhr,NOUN,Uhr
sowie,CCONJ,sowie
Montag,NOUN,Montag
bis,ADP,bis
Donnerstag,NOUN,Donnerstag
von,ADP,von
13:00,PROPN,13:00
–,PUNCT,--
15:00,NOUN,15:00
Uhr,NOUN,Uhr
.,PUNCT,--
Rathaus,NOUN,Rathaus
Frankfurter,ADJ,Frankfurter
Allee,NOUN,Allee
35,NUM,35
/,PUNCT,--
37,NUM,37
",",PUNCT,--
Aufgang,NOUN,Aufgang
A,PROPN,A
",",PUNCT,--
4.,ADJ,4.
OG,PROPN,OG
",",PUNCT,--
Raum,NOUN,Raum
4103,NUM,4103
",",PUNCT,--
Telefon,NOUN,Telefon
(,PUNCT,--
030,NUM,030
),PUNCT,--
90298-,NUM,90298-
1414,NUM,1414
",",PUNCT,--
E-Mail,NOUN,E-Mail
:,PUNCT,--
fsb@ba-fk.berlin.de,PROPN,fsb@ba-fk.berlin.de
Das,DET,der
Jugendamt,NOUN,Jugendamt
bittet,VERB,bitten
um,ADP,um
Verständnis,NOUN,Verständnis
für,ADP,für
diese,DET,dieser
Maßnahme,NOUN,Maßnahme
.,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
presse@ba-fk.berlin.de,X,presse@ba-fk.berlin.de
Telefon,NOUN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90298,NUM,90298
-,NUM,-
2843,NUM,2843
