Token,PoS,Lemma
Vortrag,NOUN,Vortrag
zum,ADP,zu
Thema,NOUN,Thema
Wechseljahre,NOUN,Wechseljahre
im,ADP,in
Haus,NOUN,Haus
am,ADP,an
See,NOUN,See
"
",SPACE,"
"
Im,ADP,in
Stadtteilzentrum,NOUN,Stadtteilzentrum
Haus,NOUN,Haus
am,ADP,an
See,NOUN,See
findet,VERB,finden
am,ADP,an
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
21.,ADJ,21.
März,NOUN,März
2019,NUM,2019
",",PUNCT,--
um,ADP,um
16.00,NUM,16.00
Uhr,NOUN,Uhr
",",PUNCT,--
ein,DET,ein
Vortrag,NOUN,Vortrag
unter,ADP,unter
dem,DET,der
Thema,NOUN,Thema
„,PUNCT,--
Die,DET,der
Wechseljahre,NOUN,Wechseljahr
ganzheitlich,ADV,ganzheitlich
gesehen,VERB,sehen
“,PUNCT,--
statt,ADV,statt
.,PUNCT,--
Veranstalter,NOUN,Veranstalter
ist,AUX,sein
das,DET,der
Feministische,NOUN,Feministische
Frauen,NOUN,Frau
Gesundheitszentrum,NOUN,Gesundheitszentrum
e.,ADJ,e.
V.,X,V.
Informationen,NOUN,Information
:,PUNCT,--
030,NUM,030
/,PUNCT,--
43722822.,PUNCT,43722822.
Haus,NOUN,Haus
am,ADP,an
See,NOUN,See
Stargardtstraße,PROPN,Stargardtstraße
9,NUM,9
13407,NUM,13407
Berlin,PROPN,Berlin
U,X,U
8,NUM,8
Franz,PROPN,Franz
Neumann-Platz,PROPN,Neumann-Platz
