Token,PoS,Lemma
Ehrenamtspreis,NOUN,Ehrenamtspreis
des,DET,der
Bezirksamts,NOUN,Bezirksamt
Mitte,NOUN,Mitte
2019,NUM,2019
"
",SPACE,"
"
Der,DET,der
Bezirksstadtrat,NOUN,Bezirksstadtrat
für,ADP,für
Stadtentwicklung,NOUN,Stadtentwicklung
",",PUNCT,--
Soziales,NOUN,soziale
und,CCONJ,und
Gesundheit,NOUN,Gesundheit
",",PUNCT,--
Ephraim,PROPN,Ephraim
Gothe,PROPN,Gothe
",",PUNCT,--
informiert,VERB,informieren
:,PUNCT,--
Das,DET,der
Ehrenamt,NOUN,Ehrenamt
ist,AUX,sein
in,ADP,in
aller,PRON,aller
Munde,NOUN,Mund
und,CCONJ,und
liegt,VERB,liegen
in,ADP,in
vieler,DET,vieler
Hände,NOUN,Hand
!,PUNCT,--
Es,PRON,es
wirkt,VERB,wirken
im,ADP,in
großen,ADJ,groß
oder,CCONJ,oder
kleinen,ADJ,klein
Rahmen,NOUN,Rahmen
",",PUNCT,--
sehr,ADV,sehr
sichtbar,ADV,sichtbar
oder,CCONJ,oder
eher,ADV,eher
im,ADP,in
Verborgenen,NOUN,verborgene
.,PUNCT,--
Wir,PRON,wir
freuen,VERB,freuen
uns,PRON,sich
daher,ADV,daher
sehr,ADV,sehr
",",PUNCT,--
nun,ADV,nun
bereits,ADV,bereits
zum,ADP,zu
16.,ADJ,16.
Mal,NOUN,Mal
den,DET,der
Ehrenamtspreis,NOUN,Ehrenamtspreis
Mitte,NOUN,Mitte
auszuloben,VERB,auszuloben
und,CCONJ,und
bitten,VERB,bitten
Sie,PRON,sie
",",PUNCT,--
Einzelpersonen,NOUN,Einzelperson
oder,CCONJ,oder
Gruppen,NOUN,Gruppe
aus,ADP,aus
gemeinnützigen,ADJ,gemeinnützig
Vereinen,NOUN,Verein
",",PUNCT,--
kulturellen,ADJ,kulturell
Einrichtungen,NOUN,Einrichtung
",",PUNCT,--
sozialen,ADJ,sozial
Organisationen,NOUN,Organisation
",",PUNCT,--
Gemeinden,NOUN,Gemeinde
und,CCONJ,und
Nachbarschaften,NOUN,Nachbarschaft
für,ADP,für
diesen,DET,dieser
Preis,NOUN,Preis
vorzuschlagen,VERB,vorschlagen
.,PUNCT,--
Einzige,ADJ,einzig
Voraussetzung,NOUN,Voraussetzung
für,ADP,für
den,DET,der
Preis,NOUN,Preis
ist,AUX,sein
",",PUNCT,--
dass,SCONJ,dass
das,DET,der
auszuzeichnende,ADJ,auszuzeichnend
Ehrenamt,NOUN,Ehrenamt
im,ADP,in
Bezirk,NOUN,Bezirk
Mitte,PROPN,Mitte
angesiedelt,VERB,ansiedeln
ist,AUX,sein
.,PUNCT,--
Die,DET,der
Verleihung,NOUN,Verleihung
des,DET,der
Ehrenamtspreises,NOUN,Ehrenamtspreis
wird,AUX,werden
am,ADP,an
8.,ADJ,8.
November,NOUN,November
2019,NUM,2019
im,ADP,in
Roten,ADJ,rot
Rathaus,NOUN,Rathaus
stattfinden,VERB,stattfinden
.,PUNCT,--
Kennen,VERB,kennen
Sie,PRON,sie
geeignete,ADJ,geeignet
Menschen,NOUN,Mensch
",",PUNCT,--
die,PRON,der
sich,PRON,sich
in,ADP,in
herausragender,ADJ,herausragend
Weise,NOUN,Weise
für,ADP,für
das,DET,der
Gemeinwohl,PROPN,Gemeinwohl
im,ADP,in
Bezirk,NOUN,Bezirk
Mitte,PROPN,Mitte
einsetzen,VERB,einsetzen
",",PUNCT,--
so,ADV,so
übersenden,VERB,übersenden
Sie,PRON,sie
uns,PRON,uns
bis,ADP,bis
zum,ADP,zu
26.,ADJ,26.
August,NOUN,August
2019,NUM,2019
Ihre,DET,ihr
Vorschläge,NOUN,Vorschlag
.,PUNCT,--
Bezirksamt,ADP,bezirksamt
Mitte,NOUN,Mitte
von,ADP,von
Berlin,PROPN,Berlin
Ehrenamtsbüro,NOUN,Ehrenamtsbüro
13341,NUM,13341
Berlin,PROPN,Berlin
E-Mail,PROPN,E-Mail
:,PUNCT,--
Ehrenamt@ba-mitte.berlin.de,X,Ehrenamt@ba-mitte.berlin.de
Fax,NOUN,Fax
:,PUNCT,--
9018,NUM,9018
-,NUM,-
488,NUM,488
43707,NUM,43707
Wir,PRON,wir
freuen,VERB,freuen
uns,PRON,sich
auf,ADP,auf
viele,DET,vieler
interessante,ADJ,interessant
Empfehlungen,NOUN,Empfehlung
.,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
Bezirksamt,ADP,Bezirksamt
Mitte,NOUN,Mitte
",",PUNCT,--
Bezirksstadtrat,NOUN,Bezirksstadtrat
Ephraim,PROPN,Ephraim
Gothe,PROPN,Gothe
",",PUNCT,--
Tel.,NOUN,Tel.
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
9018,NUM,9018
-,NUM,-
44600,NUM,44600
