Token,PoS,Lemma
Internationaler,ADJ,international
Tag,NOUN,Tag
gegen,ADP,gegen
Homophobie,PROPN,Homophobie
und,CCONJ,und
Transphobie,NOUN,Transphobie
:,PUNCT,--
Regenbogenfahne,NOUN,Regenbogenfahn
gehisst,VERB,hissen
"
",SPACE,"
"
Vor,ADP,vor
dem,DET,der
Rathaus,NOUN,Rathaus
Lichtenberg,PROPN,Lichtenberg
wurde,AUX,werden
am,ADP,an
Montag,NOUN,Montag
",",PUNCT,--
17.,ADJ,17.
Mai,NOUN,Mai
2021,NUM,2021
",",PUNCT,--
die,DET,der
Regenbogenfahne,NOUN,Regenbogenfahne
gehisst,VERB,hissen
.,PUNCT,--
Anlass,PROPN,Anlass
war,AUX,sein
der,DET,der
Internationale,ADJ,international
Tag,NOUN,Tag
gegen,ADP,gegen
Homo-,X,Homo
",",PUNCT,--
Bi-,X,Bi
",",PUNCT,--
Inter-,X,Inter
und,CCONJ,und
Trans*feindlichkeit,NOUN,Trans*feindlichkeit
(,PUNCT,--
IDAHOBIT,NOUN,IDAHOBIT
),PUNCT,--
.,PUNCT,--
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Michael,PROPN,Michael
Grunst,PROPN,Grunst
(,PUNCT,--
Die,DET,der
Linke,NOUN,Linke
):,PUNCT,):
„,PUNCT,--
Auch,ADV,auch
in,ADP,in
Lichtenberg,PROPN,Lichtenberg
wollen,AUX,wollen
wir,PRON,wir
trotz,ADP,trotz
Pandemie,NOUN,Pandemie
aktiv,ADV,aktiv
auf,ADP,auf
diesen,DET,dieser
Tag,NOUN,Tag
aufmerksam,ADV,aufmerksam
machen,VERB,machen
.,PUNCT,--
Denn,CCONJ,denn
ein,DET,ein
Leben,NOUN,Leben
ohne,ADP,ohne
Diskriminierung,NOUN,Diskriminierung
und,CCONJ,und
Bedrohung,NOUN,Bedrohung
durch,ADP,durch
Gewalt,NOUN,Gewalt
ist,AUX,sein
ein,DET,ein
Menschenrecht,NOUN,Menschenrecht
.,PUNCT,--
Hier,ADV,hier
und,CCONJ,und
anderswo,ADV,anderswo
.,PUNCT,--
“,PUNCT,--
Constanze,PROPN,Constanze
Körner,NOUN,Körner
vom,ADP,von
Verein,NOUN,Verein
„,PUNCT,--
Lesben,PROPN,Lesbe
Leben,PROPN,Leben
Familie,NOUN,Familie
“,PUNCT,--
(,PUNCT,--
LesLeFam,PROPN,LesLeFam
e.V.,PROPN,e.V.
):,PUNCT,):
„,PUNCT,--
Zum,ADP,zu
diesjährigen,ADJ,diesjährig
Internationalen,ADJ,international
Tag,NOUN,Tag
gegen,ADP,gegen
Homo-,X,Homo
",",PUNCT,--
Bi-,X,Bi
",",PUNCT,--
Inter-,X,Inter
und,CCONJ,und
Trans*feindlichkeit,NOUN,Trans*feindlichkeit
müssen,AUX,müssen
wir,PRON,wir
nach,ADP,nach
über,ADV,über
einem,DET,ein
Jahr,NOUN,Jahr
Covid-19-Pandemie,X,Covid-19-Pandemie
feststellen,VERB,feststellen
",",PUNCT,--
dass,SCONJ,dass
weltweit,ADV,weltweit
Aggressionen,NOUN,Aggression
und,CCONJ,und
Hass,NOUN,Hass
gegen,ADP,gegen
queere,ADJ,queer
Menschen,NOUN,Mensch
zugenommen,VERB,zunehmen
haben,AUX,haben
und,CCONJ,und
gleichzeitig,ADV,gleichzeitig
die,DET,der
Momente,NOUN,Moment
der,DET,der
Sichtbarkeit,NOUN,Sichtbarkeit
fehlen,VERB,fehlen
",",PUNCT,--
um,SCONJ,um
vielfältiges,ADJ,vielfältig
Lieben,NOUN,Lieben
und,CCONJ,und
Leben,NOUN,Leben
zu,PART,zu
zeigen,VERB,zeigen
.,PUNCT,--
Jede,DET,jeder
Regenbogenfahne,NOUN,Regenbogenfahne
an,ADP,an
einem,DET,ein
Rathaus,NOUN,Rathaus
ist,AUX,sein
ein,DET,ein
Zeichen,NOUN,Zeichen
",",PUNCT,--
dass,SCONJ,dass
queere,ADJ,queer
Menschen,NOUN,Mensch
Teil,NOUN,Teil
der,DET,der
Gesellschaft,NOUN,Gesellschaft
sind,AUX,sein
.,PUNCT,--
“,PUNCT,--
Seit,ADP,seit
2005,NUM,2005
wird,AUX,werden
der,DET,der
Internationale,ADJ,international
Aktionstag,NOUN,Aktionstag
gegen,ADP,gegen
Homophobie,PROPN,Homophobie
und,CCONJ,und
Transphobie,NOUN,Transphobie
jeweils,ADV,jeweils
am,ADP,an
17.,ADJ,17.
Mai,NOUN,Mai
begangen,VERB,begehen
.,PUNCT,--
Ziel,NOUN,Ziel
war,AUX,sein
und,CCONJ,und
ist,AUX,sein
es,PRON,es
",",PUNCT,--
internationale,ADJ,international
Aktivitäten,NOUN,Aktivität
zu,PART,zu
koordinieren,VERB,koordinieren
und,CCONJ,und
Respekt,NOUN,Respekt
für,ADP,für
Lesben,NOUN,Lesbe
und,CCONJ,und
Schwule,NOUN,Schwule
einzufordern,VERB,einfordern
.,PUNCT,--
Das,DET,der
Datum,NOUN,Datum
wurde,AUX,werden
zur,ADP,zu
Erinnerung,NOUN,Erinnerung
an,ADP,an
den,DET,der
17.,ADJ,17.
Mai,NOUN,Mai
1990,NUM,1990
gewählt,VERB,wählen
",",PUNCT,--
den,DET,der
Tag,NOUN,Tag
",",PUNCT,--
an,ADP,an
dem,PRON,der
die,DET,der
Weltgesundheitsorganisation,NOUN,Weltgesundheitsorganisation
(,PUNCT,--
WHO,PROPN,WHO
),PUNCT,--
Homosexualität,NOUN,Homosexualität
aus,ADP,aus
ihrem,DET,ihr
Diagnoseschlüssel,NOUN,Diagnoseschlüssel
strich,VERB,streichen
.,PUNCT,--
In,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
steht,VERB,stehen
der,DET,der
Aktionstag,NOUN,Aktionstag
unter,ADP,unter
dem,DET,der
Motto,NOUN,Motto
:,PUNCT,--
„,PUNCT,--
Together,NOUN,Together
:,PUNCT,--
Resisting,X,Resisting
",",PUNCT,--
Supporting,NOUN,Supporting
",",PUNCT,--
Healing,PROPN,Healing
!,PUNCT,--
“,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
:,PUNCT,--
Bezirksamt,ADP,Bezirksamt
Lichtenberg,PROPN,Lichtenberg
von,ADP,von
Berlin,PROPN,Berlin
Diversity-,X,Diversity
und,CCONJ,und
Queer-Beauftragte,NOUN,Queer-Beauftragter
Sabine,PROPN,Sabine
Pöhl,PROPN,Pöhl
Telefon,NOUN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90296,NUM,90296
-,NUM,-
3524,NUM,3524
E-Mail,NOUN,E-Mail
