Token,PoS,Lemma
Veranstaltung,NOUN,Veranstaltung
des,DET,der
AK,PROPN,AK
Energie,NOUN,Energie
:,PUNCT,--
"""",PUNCT,--
Besichtigung,NOUN,Besichtigung
des,DET,der
Kompostierungsprojektes,NOUN,Kompostierungsprojekt
und,CCONJ,und
die,DET,der
Herstellung,NOUN,Herstellung
von,ADP,von
Terra,PROPN,Terra
Preta,PROPN,Preta
"""",PUNCT,--
im,ADP,in
Botanischen,ADJ,botanisch
Garten,NOUN,Garten
am,ADP,an
11.06.2019,PROPN,11.06.2019
"
",SPACE,"
"
Die,DET,der
Veranstaltung,NOUN,Veranstaltung
des,DET,der
Aktionskreises,NOUN,Aktionskreis
Energie,NOUN,Energie
e.V.,PROPN,e.V.
“,PUNCT,--
Besichtigung,NOUN,Besichtigung
des,DET,der
Kompostierungsprojektes,NOUN,Kompostierungsprojekt
und,CCONJ,und
die,DET,der
Herstellung,NOUN,Herstellung
von,ADP,von
Terra,PROPN,Terra
Preta,PROPN,Preta
”,PUNCT,”
im,ADP,in
Botanischen,ADJ,botanisch
Garten,NOUN,Garten
findet,VERB,finden
am,ADP,an
Dienstag,NOUN,Dienstag
",",PUNCT,--
den,DET,der
11.,ADJ,11.
Juni,NOUN,Juni
2019,NUM,2019
",",PUNCT,--
in,ADP,in
der,DET,der
Zeit,NOUN,Zeit
von,ADP,von
16:30,NOUN,16:30
–,PUNCT,--
19:30,ADJ,19:30
Uhr,NOUN,Uhr
statt,ADV,statt
.,PUNCT,--
Ort,NOUN,Ort
:,PUNCT,--
Unter,ADP,unter
den,DET,der
Eichen,NOUN,Eiche
",",PUNCT,--
Berlin,PROPN,Berlin
;,PUNCT,--
Treffpunkt,NOUN,Treffpunkt
:,PUNCT,--
Haupteingang,NOUN,Haupteingang
“,PUNCT,--
Unter,ADP,unter
den,DET,der
Eichen,NOUN,Eiche
“,PUNCT,--
Wegen,ADP,wegen
der,DET,der
besseren,ADJ,gut
Voraussetzungen,NOUN,Voraussetzung
für,ADP,für
die,DET,der
Erläuterung,NOUN,Erläuterung
des,DET,der
Themas,NOUN,Thema
an,ADP,an
den,DET,der
realen,ADJ,real
Versuchsobjekten,NOUN,Versuchsobjekt
",",PUNCT,--
haben,AUX,haben
wir,PRON,wir
uns,PRON,sich
kurzfristig,ADV,kurzfristig
entschlossen,VERB,entschließen
die,DET,der
Besichtigung,NOUN,Besichtigung
in,ADP,in
den,DET,der
Botanischen,ADJ,Botanisch
Garten,NOUN,Garten
zu,PART,zu
verlegen,VERB,verlegen
.,PUNCT,--
Auch,ADV,auch
hier,ADV,hier
besteht,VERB,bestehen
die,DET,der
Gelegenheit,NOUN,Gelegenheit
vorher,ADV,vorher
den,DET,der
weitläufigen,ADJ,weitläufig
Botanischen,ADJ,Botanischen
Garten,NOUN,Garten
zu,PART,zu
besichtigen,VERB,besichtigen
.,PUNCT,--
Wir,PRON,wir
treffen,VERB,treffen
uns,PRON,sich
um,ADP,um
16:30,NOUN,16:30
Uhr,NOUN,Uhr
am,ADP,an
Haupteingang,NOUN,Haupteingang
“,PUNCT,--
Unter,ADP,unter
den,DET,der
Eichen,NOUN,Eiche
”,PUNCT,”
und,CCONJ,und
unser,DET,unser
Referent,NOUN,Referent
Dr.,NOUN,Dr.
Robert,PROPN,Robert
Wagner,PROPN,Wagner
führt,VERB,führen
uns,PRON,uns
zum,ADP,zu
Kompostierungsbereich,NOUN,Kompostierungsbereich
.,PUNCT,--
Im,ADP,in
Anschluß,NOUN,Anschluß
an,ADP,an
die,DET,der
Besichtigung,NOUN,Besichtigung
wird,AUX,werden
die,DET,der
Veranstaltung,NOUN,Veranstaltung
durch,ADP,durch
eine,DET,ein
informative,ADJ,informativ
Powerpoint,PROPN,Powerpoint
Präsentation,NOUN,Präsentation
im,ADP,in
Vortragsraum,NOUN,Vortragsraum
abgerundet,VERB,abrunden
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
und,CCONJ,und
Anmeldung,NOUN,Anmeldung
:,PUNCT,--
https://aktionskreis-energie.de/events/tierpark,PROPN,https://aktionskreis-energie.de/events/tierpark
/,PUNCT,--
