Token,PoS,Lemma
Baumfällungen,NOUN,Baumfällung
in,ADP,in
der,DET,der
Grünanlage,NOUN,Grünanlage
Singerstraße,PROPN,Singerstraße
"
",SPACE,"
"
Die,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Weiterbildung,NOUN,Weiterbildung
",",PUNCT,--
Kultur,NOUN,Kultur
",",PUNCT,--
Umwelt,NOUN,Umwelt
",",PUNCT,--
Natur,NOUN,Natur
",",PUNCT,--
Straßen,NOUN,Straße
und,CCONJ,und
Grünflächen,NOUN,Grünfläche
",",PUNCT,--
Sabine,PROPN,Sabine
Weißler,PROPN,Weißler
",",PUNCT,--
informiert,VERB,informieren
:,PUNCT,--
In,ADP,in
der,DET,der
Grünanlage,NOUN,Grünanlage
Singerstraße,PROPN,Singerstraße
",",PUNCT,--
unmittelbar,ADV,unmittelbar
neben,ADP,neben
der,DET,der
Plansche,NOUN,Plansche
",",PUNCT,--
müssen,AUX,müssen
drei,NUM,drei
Robinien,NOUN,Robinie
gefällt,VERB,fällen
werden,AUX,werden
",",PUNCT,--
da,SCONJ,da
sie,PRON,sie
nicht,PART,nicht
mehr,ADV,mehr
standsicher,ADV,standsich
sind,AUX,sein
.,PUNCT,--
Alle,DET,aller
Bäume,NOUN,Baum
haben,AUX,haben
Stockfäule,NOUN,Stockfäule
im,ADP,in
fortgeschrittenen,ADJ,fortgeschritten
Stadium,NOUN,Stadium
und,CCONJ,und
sind,AUX,sein
aufgrund,ADP,aufgrund
der,DET,der
gemessenen,ADJ,gemessen
Restwandstärken,NOUN,Restwandstärken
bruchgefährdet,VERB,bruchgefährden
.,PUNCT,--
Die,DET,der
Fällungen,NOUN,Fällung
werden,AUX,werden
in,ADP,in
der,DET,der
45.,ADJ,45.
KW,NOUN,KW
von,ADP,von
einer,DET,ein
Fachfirma,NOUN,Fachfirma
durchgeführt,VERB,durchführen
.,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
Bezirksamt,ADP,Bezirksamt
Mitte,NOUN,Mitte
",",PUNCT,--
Pressestelle,NOUN,Pressestelle
",",PUNCT,--
presse@ba-mitte.berlin.de,PROPN,presse@ba-mitte.berlin.de
Telefon,NOUN,Telefon
:,PUNCT,--
9018,NUM,9018
-,NUM,-
32032,NUM,32032
/,PUNCT,--
9018,NUM,9018
-,NUM,-
32297,NUM,32297
