Token,PoS,Lemma
Moritatenzelt,NOUN,Moritatenzelt
–,PUNCT,--
Märchen,NOUN,Märche
aus,ADP,aus
aller,DET,aller
Welt,NOUN,Welt
in,ADP,in
der,DET,der
Gropiusstadt,NOUN,Gropiusstadt
und,CCONJ,und
im,ADP,in
Körnerpark,PROPN,Körnerpark
in,ADP,in
Neukölln,PROPN,Neukölln
"
",SPACE,"
"
Zur,ADP,zu
Vorweihnachtszeit,NOUN,Vorweihnachtszeit
bietet,VERB,bieten
das,DET,der
Neuköllner,ADJ,Neuköllner
Moritatenzelt,NOUN,Moritatenzelt
traditionelle,ADJ,traditionell
Märchen,NOUN,Märche
aus,ADP,aus
aller,DET,aller
Welt,NOUN,Welt
",",PUNCT,--
lebendig,ADV,lebendig
erzählt,VERB,erzählen
in,ADP,in
Originalsprache,NOUN,Originalsprach
und,CCONJ,und
farbenfroh,PROPN,Farbenfroh
bebildert,VERB,bebilderen
von,ADP,von
Künster*innen,NOUN,Künster*inn
der,DET,der
jeweiligen,ADJ,jeweilig
Länder,NOUN,Land
.,PUNCT,--
Schon,ADV,schon
seit,ADP,seit
2006,NUM,2006
lädt,VERB,laden
die,DET,der
Veranstaltung,NOUN,Veranstaltung
Groß,NOUN,Groß
und,CCONJ,und
Klein,PROPN,Klein
ein,ADV,ein
",",PUNCT,--
auf,ADP,auf
einem,PRON,einer
der,DET,der
gemütlichen,ADJ,gemütlich
Sitzkissen,NOUN,Sitzkiss
im,ADP,in
liebevoll,ADV,liebevoll
gestalteten,ADJ,gestaltet
Zelt,NOUN,Zelt
Platz,NOUN,Platz
zu,PART,zu
nehmen,VERB,nehmen
und,CCONJ,und
sich,PRON,sich
hineinziehen,VERB,hineinziehen
zu,PART,zu
lassen,VERB,lassen
in,ADP,in
die,DET,der
wundersame,ADJ,wundersam
Welt,NOUN,Welt
der,DET,der
Märchen,NOUN,Märche
.,PUNCT,--
Die,DET,der
großen,ADJ,groß
Illustrationen,NOUN,Illustration
",",PUNCT,--
Gestik,NOUN,Gestik
und,CCONJ,und
Mimik,NOUN,Mimik
machen,VERB,machen
es,PRON,es
dabei,ADV,dabei
leicht,ADV,leicht
",",PUNCT,--
den,DET,der
Geschichten,NOUN,Geschichte
zu,PART,zu
folgen,VERB,folgen
.,PUNCT,--
