Token,PoS,Lemma
Neue,ADJ,neu
Kita,NOUN,Kita
in,ADP,in
Biesdorf,PROPN,Biesdorf
eröffnet,VERB,eröffnen
"
",SPACE,"
"
Familienstadträtin,NOUN,Familienstadträtin
Julia,PROPN,Julia
Witt,PROPN,Witt
freut,VERB,freuen
sich,PRON,sich
über,ADP,über
weitere,ADJ,weit
Gute,ADJ,gut
Nachrichten,NOUN,Nachricht
.,PUNCT,--
“,PUNCT,--
Seit,ADP,seit
dem,DET,der
15.05.,NOUN,15.05.
hat,AUX,haben
der,DET,der
Bezirk,NOUN,Bezirk
eine,DET,ein
weitere,ADJ,weit
neue,ADJ,neu
Kindertagesstätte,NOUN,Kindertagesstätt
.,PUNCT,--
Damit,ADV,damit
ist,AUX,sein
es,PRON,es
möglich,ADV,möglich
",",PUNCT,--
weitere,ADJ,weit
Plätze,NOUN,Platz
im,ADP,in
Siedlungsgebiet,NOUN,Siedlungsgebiet
Biesdorf,PROPN,Biesdorf
anzubieten,VERB,anbieten
.,PUNCT,--
Ich,PRON,ich
danke,VERB,danken
dem,DET,der
Träger,NOUN,Träger
DETI,PROPN,DETI
gGmbH,NOUN,gGmbH
",",PUNCT,--
der,PRON,der
für,ADP,für
die,DET,der
Kleinsten,NOUN,Kleinsten
einen,DET,ein
neuen,ADJ,neu
Ort,NOUN,Ort
geschaffen,VERB,schaffen
hat,AUX,haben
.,PUNCT,--
Dem,DET,der
Träger,NOUN,Träger
und,CCONJ,und
dem,DET,der
Team,NOUN,Team
wünsche,VERB,wünschen
ich,PRON,ich
viel,DET,viel
Erfolg,NOUN,Erfolg
bei,ADP,bei
der,DET,der
pädagogischen,ADJ,pädagogisch
Aufgabe,NOUN,Aufgabe
.,PUNCT,--
”,PUNCT,”
Die,DET,der
neue,ADJ,neu
Kita,NOUN,Kita
in,ADP,in
der,DET,der
Oberfeldstr,PROPN,Oberfeldstr
.,PUNCT,--
190,NUM,190
",",PUNCT,--
12683,NUM,12683
Berlin,PROPN,Berlin
verfügt,VERB,verfügen
über,ADV,über
50,NUM,50
Plätzen,NOUN,Platz
für,ADP,für
Kinder,NOUN,Kind
im,ADP,in
Alter,NOUN,Alter
ab,ADP,ab
einem,DET,ein
Jahr,NOUN,Jahr
bis,ADP,bis
zur,ADP,zu
