Token,PoS,Lemma
Mutmaßlich,ADV,mutmaßlich
Rennen,NOUN,rennen
gefahren,VERB,fahren
–,PUNCT,--
Autos,NOUN,Auto
und,CCONJ,und
Führerscheine,NOUN,Führerschein
beschlagnahmt,VERB,beschlagnahmen
"
",SPACE,"
"
Nr.,NOUN,Nr.
2453,NUM,2453
Aufheulende,NOUN,aufheulend
Motoren,NOUN,Motor
und,CCONJ,und
durchdrehende,ADJ,durchdrehend
Reifen,NOUN,Reif
machten,VERB,machen
gestern,ADV,gestern
Abend,NOUN,Abend
die,DET,der
Besatzung,NOUN,Besatzung
eines,DET,ein
Einsatzwagens,NOUN,Einsatzwagen
der,DET,der
Polizei,NOUN,Polizei
Berlin,PROPN,Berlin
auf,ADP,auf
zwei,NUM,zwei
selbsternannte,ADJ,selbsternannt
Rennfahrer,NOUN,Rennfahrer
in,ADP,in
Spandau,PROPN,Spandau
aufmerksam,ADV,aufmerksam
.,PUNCT,--
Gegen,ADP,gegen
20.40,NUM,20.40
Uhr,NOUN,Uhr
bemerkten,VERB,bemerken
die,DET,der
Polizeikräfte,NOUN,Polizeikraft
die,DET,der
beiden,DET,beide
Audis,NOUN,Audi
",",PUNCT,--
die,PRON,der
erst,ADV,erst
nebeneinander,ADV,nebeneinander
in,ADP,in
der,DET,der
Charlottenburger,ADJ,Charlottenburger
Chaussee,PROPN,Chaussee
/,PUNCT,--
Klärwerkstraße,PROPN,Klärwerkstraße
standen,VERB,stehen
und,CCONJ,und
auf,ADP,auf
Grün,NOUN,grüne
warteten,VERB,warten
und,CCONJ,und
wenig,ADV,wenig
später,ADV,spät
lautstark,ADV,lautstark
und,CCONJ,und
mit,ADP,mit
überhöhter,ADJ,überhöht
Geschwindigkeit,NOUN,Geschwindigkeit
in,ADP,in
Richtung,NOUN,Richtung
Spandau,NOUN,Spandau
fuhren,VERB,fahren
.,PUNCT,--
Der,DET,der
Einsatzwagen,NOUN,Einsatzwagen
folgte,VERB,folgen
den,DET,der
Fahrzeugen,NOUN,Fahrzeug
mit,ADP,mit
eingeschaltetem,ADJ,eingeschaltet
Blaulicht,NOUN,Blaulicht
und,CCONJ,und
Martinshorn,PROPN,Martinshorn
.,PUNCT,--
Erst,ADV,erst
als,SCONJ,als
die,DET,der
beiden,DET,beide
Fahrzeuge,NOUN,Fahrzeug
ihre,DET,ihr
Geschwindigkeit,NOUN,Geschwindigkeit
in,ADP,in
Höhe,NOUN,Höhe
einer,DET,ein
S-Bahn,NOUN,S-Bahn
Unterführung,NOUN,Unterführung
verkehrsbedingt,VERB,verkehrsbedingen
verringern,VERB,verringern
musste,VERB,mussten
",",PUNCT,--
gelang,VERB,gelingen
es,PRON,es
den,DET,der
Polizeikräften,NOUN,Polizeikräft
die,DET,der
beiden,DET,beide
einzuholen,NOUN,einzuhol
und,CCONJ,und
anzuhalten,VERB,anhalten
.,PUNCT,--
Die,DET,der
Führerscheine,NOUN,Führerschein
der,DET,der
beiden,PRON,beide
25,NUM,25
und,CCONJ,und
30,NUM,30
Jahre,NOUN,Jahr
alten,ADJ,alt
Fahrer,NOUN,Fahrer
sowie,CCONJ,sowie
die,DET,der
beiden,DET,beide
Fahrzeuge,NOUN,Fahrzeug
wurden,AUX,werden
nach,ADP,nach
Rücksprache,NOUN,Rücksprache
mit,ADP,mit
der,DET,der
Staatsanwaltschaft,NOUN,Staatsanwaltschaft
Berlin,PROPN,Berlin
beschlagnahmt,VERB,beschlagnahmen
.,PUNCT,--
