Token,PoS,Lemma
Abstimmungsrunden,NOUN,Abstimmungsrunden
zum,ADP,zu
Bürgerhaushalt,NOUN,Bürgerhaushalt
in,ADP,in
allen,DET,aller
Stadtteilen,NOUN,Stadtteil
–,PUNCT,--
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
mischen,VERB,mischen
mit,ADP,mit
–,PUNCT,--
Finale,NOUN,Final
am,ADP,an
19.02.,PUNCT,19.02.
im,ADP,in
Eastgate,NOUN,Eastgate
"
",SPACE,"
"
Welches,PRON,welcher
sind,AUX,sein
die,DET,der
wichtigsten,ADJ,wichtig
Vorschläge,NOUN,Vorschlag
",",PUNCT,--
was,PRON,was
bringt,VERB,bringen
unseren,DET,unser
Stadtteil,NOUN,Stadtteil
voran,ADP,voran
?,PUNCT,--
Diese,DET,dieser
Fragen,NOUN,Frage
bewegen,VERB,bewegen
in,ADP,in
diesen,DET,dieser
Tagen,NOUN,Tag
viele,DET,vieler
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
von,ADP,von
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
.,PUNCT,--
Unter,ADP,unter
dem,DET,der
Motto,NOUN,Motto
„,PUNCT,--
Mischen,VERB,Mischen
Sie,PRON,sie
mit,ADP,mit
!,PUNCT,--
“,PUNCT,--
–,PUNCT,--
hatte,AUX,haben
das,DET,der
Bezirksamt,NOUN,Bezirksamt
sie,PRON,sie
dazu,ADV,dazu
aufgerufen,VERB,aufrufen
",",PUNCT,--
direkt,ADV,direkt
über,ADP,über
den,DET,der
Haushalt,NOUN,Haushalt
des,DET,der
Bezirkes,NOUN,Bezirk
für,ADP,für
das,DET,der
Jahr,NOUN,Jahr
2012,NUM,2012
/,PUNCT,--
2013,NUM,2013
mit,ADP,mit
zu,PART,zu
bestimmen,VERB,bestimmen
(,PUNCT,--
siehe,VERB,sehen
auch,ADV,auch
weitere,ADJ,weit
Meldungen,NOUN,Meldung
),PUNCT,--
.,PUNCT,--
Über,ADP,über
die,DET,der
bis,ADP,bis
zum,ADP,zu
31.,ADJ,31.
Dezember,NOUN,Dezember
2010,NUM,2010
eingegangenen,NOUN,eingegangenen
über,ADP,über
hundert,NUM,hundert
Vorschläge,NOUN,Vorschlag
stimmen,VERB,stimmen
die,DET,der
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
nun,ADV,nun
in,ADP,in
diesen,DET,dieser
Tagen,NOUN,Tag
in,ADP,in
den,DET,der
einzelnen,ADJ,einzeln
Stadtteilen,NOUN,Stadtteil
und,CCONJ,und
Stadtteilzentren,NOUN,Stadtteilzentr
ab,ADP,ab
.,PUNCT,--
So,ADV,so
machten,VERB,machen
in,ADP,in
Biesdorf,PROPN,Biesdorf
die,DET,der
Vorschläge,NOUN,Vorschlag
zum,ADP,zu
Umbau,NOUN,Umbau
des,DET,der
Schlosses,NOUN,Schloß
",",PUNCT,--
die,DET,der
Straßeninstandsetzung,NOUN,Straßeninstandsetzung
und,CCONJ,und
die,DET,der
Verlegung,NOUN,Verlegung
der,DET,der
Bushaltestelle,NOUN,Bushaltestelle
am,ADP,an
