Token,PoS,Lemma
Wiedereröffnung,NOUN,Wiedereröffnung
des,DET,der
Heimatmuseums,NOUN,Heimatmuseum
Zehlendorf,PROPN,Zehlendorf
am,ADP,an
09.08.2020,PROPN,09.08.2020
mit,ADP,mit
neuer,ADJ,neu
Sonderausstellung,NOUN,Sonderausstellung
"
",SPACE,"
"
„,PUNCT,--
Der,DET,der
Wald,NOUN,Wald
zwischen,ADP,zwischen
den,DET,der
Hauptstädten,NOUN,Hauptstadt
Wege,NOUN,Weg
durch,ADP,durch
die,DET,der
Zehlendorfer,NOUN,Zehlendorfer
Forsten,NOUN,Forst
“,PUNCT,--
.,PUNCT,--
Zu,ADP,zu
diesem,DET,dieser
Thema,NOUN,Thema
lädt,VERB,laden
das,DET,der
Heimatmuseum,NOUN,Heimatmuseum
Zehlendorf,PROPN,Zehlendorf
mit,ADP,mit
seiner,DET,sein
neuen,ADJ,neu
Sonderausstellung,NOUN,Sonderausstellung
ein,ADV,ein
.,PUNCT,--
Nach,ADP,nach
einer,DET,ein
monatelangen,ADJ,monatelang
Schließzeit,NOUN,Schließzeit
öffnet,VERB,öffnen
das,DET,der
Museum,NOUN,Museum
erstmals,ADV,erstmals
ohne,ADP,ohne
die,DET,der
sonst,ADV,sonst
übliche,ADJ,üblich
Eröffnungsfeier,NOUN,Eröffnungsfeier
am,ADP,an
Sonntag,NOUN,Sonntag
",",PUNCT,--
9.,ADJ,9.
August,NOUN,August
2020,NUM,2020
",",PUNCT,--
von,ADP,von
11,NUM,11
bis,CCONJ,bis
15,NUM,15
Uhr,NOUN,Uhr
.,PUNCT,--
Danach,ADV,danach
sind,AUX,sein
Ausstellung,NOUN,Ausstellung
und,CCONJ,und
Heimatmuseum,NOUN,Heimatmuseum
immer,ADV,immer
mittwochs,ADV,Mittwoch
und,CCONJ,und
sonntags,ADV,sonntags
von,ADP,von
11,NUM,11
bis,CCONJ,bis
15,NUM,15
Uhr,NOUN,Uhr
geöffnet,VERB,öffnen
.,PUNCT,--
Die,DET,der
Sonderausstellung,NOUN,Sonderausstellung
endet,VERB,enden
voraussichtlich,ADV,voraussichtlich
am,ADP,an
31.,ADJ,31.
Januar,NOUN,Januar
2021.,PUNCT,2021.
Der,DET,der
Eintritt,NOUN,Eintritt
ist,AUX,sein
frei,ADV,frei
.,PUNCT,--
Achtung,NOUN,Achtung
:,PUNCT,--
Wegen,ADP,wegen
der,DET,der
Corona-Pandemie,NOUN,Corona-Pandemie
besteht,VERB,bestehen
für,ADP,für
