Token,PoS,Lemma
Dein,DET,dein
Song,NOUN,Song
am,ADP,an
Musik-Makerspace,PROPN,Musik-Makerspace
:,PUNCT,--
Osterferienworkshops,NOUN,osterferienworkshops
in,ADP,in
der,DET,der
Heinrich-Schulz-Bibliothek,NOUN,Heinrich-Schulz-Bibliothek
"
",SPACE,"
"
Am,ADP,an
Musik-Makerspace,NOUN,Musik-Makerspace
der,DET,der
Heinrich-Schulz-Bibliothek,PROPN,Heinrich-Schulz-Bibliothek
",",PUNCT,--
dem,DET,der
„,PUNCT,--
m3,NOUN,m3
“,PUNCT,--
",",PUNCT,--
können,AUX,können
Kinder,NOUN,Kind
und,CCONJ,und
Jugendliche,NOUN,jugendliche
von,ADP,von
acht,NUM,acht
bis,CCONJ,bis
15,NUM,15
Jahren,NOUN,Jahr
in,ADP,in
den,DET,der
Osterferien,NOUN,Osterferi
lernen,VERB,lernen
",",PUNCT,--
wie,SCONJ,wie
man,PRON,man
mit,ADP,mit
professionellem,ADJ,professionell
Equipment,NOUN,Equipment
und,CCONJ,und
Software,NOUN,Software
elektronische,ADJ,elektronisch
Musik,NOUN,Musik
macht,VERB,machen
.,PUNCT,--
Von,ADP,von
Klingelton,PROPN,Klingelton
bis,ADP,bis
Superhit,PROPN,Superhit
ist,AUX,sein
alles,PRON,alle
möglich,ADV,möglich
.,PUNCT,--
Folgende,ADJ,folgend
Termine,NOUN,Termin
werden,AUX,werden
jeweils,ADV,jeweils
von,ADP,von
11,NUM,11
bis,CCONJ,bis
14,NUM,14
Uhr,NOUN,Uhr
angeboten,VERB,anbieten
:,PUNCT,--
Dienstag,NOUN,Dienstag
",",PUNCT,--
26.,ADJ,26.
März,NOUN,März
2024,NUM,2024
Mittwoch,NOUN,Mittwoch
",",PUNCT,--
27.,ADJ,27.
März,NOUN,März
2024,NUM,2024
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
28.,ADJ,28.
März,NOUN,März
2024,NUM,2024
Wer,PRON,wer
möchte,VERB,möchten
",",PUNCT,--
kann,AUX,können
an,ADP,an
mehreren,DET,mehrere
Terminen,NOUN,Termin
teilnehmen,VERB,teilnehmen
.,PUNCT,--
Leitung,NOUN,Leitung
:,PUNCT,--
Ron,PROPN,Ron
Dohanetz,PROPN,Dohanetz
–,PUNCT,--
Sänger,NOUN,Sänger
",",PUNCT,--
Songwriter,NOUN,Songwriter
",",PUNCT,--
Multiinstrumentalist,VERB,Multiinstrumentalist
und,CCONJ,und
Musikproduzent,NOUN,Musikproduzent
Die,DET,der
Teilnahme,NOUN,Teilnahme
ist,AUX,sein
kostenlos,ADV,kostenlos
.,PUNCT,--
Eine,DET,ein
Anmeldung,NOUN,Anmeldung
ist,AUX,sein
erforderlich,ADV,erforderlich
:,PUNCT,--
E-Mail,NOUN,E-Mail
stadtbibliothek@charlottenburg-wilmersdorf.de,X,stadtbibliothek@charlottenburg-wilmersdorf.de
Telefon,NOUN,Telefon
:,PUNCT,--
030,NUM,030
9029,NUM,9029
12217,NUM,12217
oder,CCONJ,oder
am,ADP,an
Serviceplatz,NOUN,Serviceplatz
der,DET,der
Bibliothek,NOUN,Bibliothek
Ort,NOUN,Ort
:,PUNCT,--
Heinrich-Schulz-Bibliothek,PROPN,Heinrich-Schulz-Bibliothek
mit,ADP,mit
Musikabteilung,NOUN,Musikabteilung
Otto-Suhr-Allee,PROPN,Otto-Suhr-Allee
98,NUM,98
10585,NUM,10585
Berlin,PROPN,Berlin
Im,ADP,in
Auftrag,NOUN,Auftrag
Jüch,PROPN,Jüch
