Token,PoS,Lemma
Interkulturellen,NOUN,Interkulturellen
Garten,NOUN,Garten
Am,ADP,an
gemeinsam,ADV,gemeinsam
beschlossenen,ADJ,beschlossen
Jubiläumstag,NOUN,Jubiläumstag
",",PUNCT,--
dem,DET,der
2.,ADJ,2.
September,NOUN,September
",",PUNCT,--
soll,AUX,sollen
das,DET,der
Zusammenwirken,NOUN,zusammenwirken
des,DET,der
Treptow-Köpenicker,NOUN,Treptow-Köpenicker
III-Säulen-Modells,PROPN,III-Säulen-Modells
„,PUNCT,--
Verwaltung,NOUN,Verwaltung
–,PUNCT,--
Zivilgesellschaft,NOUN,Zivilgesellschaft
–,PUNCT,--
Kommunale,ADJ,Kommunal
Ökumene,NOUN,Ökumene
”,PUNCT,”
nacheinander,ADV,nacheinander
an,ADP,an
drei,NUM,drei
unterschiedlichen,ADJ,unterschiedlich
Orten,NOUN,Ort
aufgezeigt,VERB,aufzeigen
werden,AUX,werden
:,PUNCT,--
für,ADP,für
das,DET,der
Bezirksamt,NOUN,Bezirksamt
:,PUNCT,--
Bezirksamt,PROPN,Bezirksamt
Treptow-Köpenick,PROPN,Treptow-Köpenick
",",PUNCT,--
in,ADP,in
der,DET,der
Musikschule,NOUN,Musikschule
Köpenick,PROPN,Köpenick
",",PUNCT,--
10:00,ADV,10:00
–,PUNCT,--
12:00,ADV,12:00
Uhr,NOUN,Uhr
",",PUNCT,--
Musikschule,NOUN,Musikschule
Köpenick,PROPN,Köpenick
",",PUNCT,--
Freiheit,NOUN,Freiheit
15,NUM,15
",",PUNCT,--
12555,NUM,12555
Berlin,PROPN,Berlin
",",PUNCT,--
für,ADP,für
die,DET,der
Zivilgesellschaft,NOUN,Zivilgesellschaft
:,PUNCT,--
der,DET,der
Wuhlegarten,NOUN,Wuhlegart
–,PUNCT,--
Interkulturelle,ADJ,interkulturell
Garten,NOUN,Garten
",",PUNCT,--
12:30,NOUN,12:30
–,PUNCT,--
14:00,ADJ,14:00
Uhr,NOUN,Uhr
",",PUNCT,--
Interkultureller,ADJ,Interkultureller
Garten,NOUN,Garten
",",PUNCT,--
Cardinalplatz,PROPN,Cardinalplatz
1c,PROPN,1c
",",PUNCT,--
12555,NUM,12555
Berlin,PROPN,Berlin
",",PUNCT,--
für,ADP,für
die,DET,der
Kommunale,ADJ,Kommunal
Ökumene,NOUN,Ökumene
:,PUNCT,--
die,DET,der
Hofkirche,NOUN,Hofkirche
der,DET,der
Baptistengemeinde,NOUN,Baptistengemeinde
Köpenick,PROPN,Köpenick
",",PUNCT,--
15:00,PROPN,15:00
–,PUNCT,--
17:15,NUM,17:15
Uhr,NOUN,Uhr
",",PUNCT,--
Hofkirche,NOUN,Hofkirche
",",PUNCT,--
Bahnhofstraße,PROPN,Bahnhofstraße
9,NUM,9
",",PUNCT,--
12555,NUM,12555
Berlin,PROPN,Berlin
.,PUNCT,--
Die,DET,der
Orte,NOUN,Ort
sind,AUX,sein
untereinander,ADV,untereinander
leicht,ADV,leicht
zu,ADP,zu
Fuß,NOUN,Fuß
zu,PART,zu
erreichen,VERB,erreichen
.,PUNCT,--
Um,SCONJ,um
Anmeldung,NOUN,Anmeldung
wird,AUX,werden
gebeten,VERB,bitten
:,PUNCT,--
Nachhaltigkeit@ba-tk.berlin.de,X,Nachhaltigkeit@ba-tk.berlin.de
