Token,PoS,Lemma
Friedrichshain-Kreuzberg,PROPN,Friedrichshain-Kreuzberg
investiert,VERB,investieren
in,ADP,in
Sportanlagen,NOUN,Sportanlag
"
",SPACE,"
"
Das,DET,der
Bezirksamt,NOUN,Bezirksamt
Friedrichshain-Kreuzberg,PROPN,Friedrichshain-Kreuzberg
investiert,VERB,investieren
auch,ADV,auch
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
deutlich,ADV,deutlich
in,ADP,in
die,DET,der
Verbesserung,NOUN,Verbesserung
der,DET,der
Sportinfrastruktur,NOUN,Sportinfrastruktur
.,PUNCT,--
Die,DET,der
Maßnahmen,NOUN,Maßnahme
werden,AUX,werden
überwiegend,ADV,überwiegend
durch,ADP,durch
das,DET,der
Sportanlagensanierungsprogramm,NOUN,Sportanlagensanierungsprogramm
(,PUNCT,--
kurz,ADV,kurz
SSP,PROPN,SSP
),PUNCT,--
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Inneres,NOUN,Innere
",",PUNCT,--
Digitalisierung,NOUN,Digitalisierung
und,CCONJ,und
Sport,NOUN,Sport
finanziert,VERB,finanzieren
.,PUNCT,--
„,PUNCT,--
Das,DET,der
SSP,PROPN,SSP
des,DET,der
Senats,NOUN,Senat
ist,AUX,sein
ein,DET,ein
unverzichtbares,ADJ,unverzichtbar
Instrument,NOUN,Instrument
zum,ADP,zu
Werterhalt,NOUN,Werterhalt
der,DET,der
bezirklichen,ADJ,bezirklich
Sportanlagen,NOUN,Sportanlag
",",PUNCT,--
welches,PRON,welcher
Friedrichshain-Kreuzberg,PROPN,Friedrichshain-Kreuzberg
seit,ADP,seit
vielen,DET,vieler
Jahren,NOUN,Jahr
voll,ADV,voll
ausschöpft,VERB,ausschöpft
.,PUNCT,--
Kein,DET,kein
Geld,NOUN,Geld
bleibt,VERB,bleiben
bei,ADP,bei
uns,PRON,uns
liegen,VERB,liegen
“,PUNCT,--
",",PUNCT,--
betont,VERB,betonen
Sportstadtrat,NOUN,Sportstadtrat
Andy,PROPN,Andy
Hehmke,PROPN,Hehmke
.,PUNCT,--
Darüber,ADV,darüber
hinaus,ADP,hinaus
fließen,VERB,fließen
viele,DET,vieler
Mittel,NOUN,Mittel
aus,ADP,aus
der,DET,der
Schulbauoffensive,NOUN,Schulbauoffensive
in,ADP,in
die,DET,der
Schulsporthallen,NOUN,Schulsporthalle
",",PUNCT,--
die,PRON,der
von,ADP,von
Schulen,NOUN,Schule
und,CCONJ,und
Sportvereinen,NOUN,Sportverein
gleichermaßen,ADV,gleichermaßen
genutzt,VERB,nutzen
werden,AUX,werden
.,PUNCT,--
In,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
werden,AUX,werden
folgende,ADJ,folgend
Maßnahmen,NOUN,Maßnahme
umgesetzt,VERB,umsetzen
:,PUNCT,--
Der,DET,der
Sportplatz,NOUN,Sportplatz
Waldeckpark,NOUN,Waldeckpark
in,ADP,in
der,DET,der
Alten,ADJ,alt
Jakobstraße,PROPN,Jakobstraße
konnte,AUX,können
kürzlich,ADV,kürzlich
nach,ADP,nach
einer,DET,ein
umfangreichen,ADJ,umfangreich
Sanierung,NOUN,Sanierung
wiedereröffnet,VERB,wiedereröffnen
werden,AUX,werden
.,PUNCT,--
Das,DET,der
Großspielfeld,NOUN,Großspielfeld
wurde,AUX,werden
mit,ADP,mit
neuem,ADJ,neu
Vollkunstrasen,NOUN,Vollkunstrasen
ausgestattet,VERB,ausstatten
",",PUNCT,--
der,PRON,der
den,DET,der
neuesten,ADJ,neu
DIN-Anforderungen,NOUN,DIN-Anforderung
entspricht,VERB,entsprechen
.,PUNCT,--
Wegen,ADP,wegen
der,DET,der
Schäden,NOUN,Schaden
auf,ADP,auf
dem,DET,der
Platz,NOUN,Platz
bestand,VERB,bestehen
Unfallgefahr,NOUN,Unfallgefahr
.,PUNCT,--
Die,DET,der
Gesamtkosten,NOUN,Gesamtkoste
der,DET,der
Maßnahme,NOUN,Maßnahme
betragen,VERB,betragen
rund,ADV,rund
350.000,NUM,350.000
Euro,NOUN,Euro
.,PUNCT,--
Kürzlich,ADV,kürzlich
wurde,AUX,werden
der,DET,der
so,ADV,so
genannte,ADJ,genannt
Sportplatz,NOUN,Sportplatz
„,PUNCT,--
Lasker,NOUN,Lasker
II,NUM,II
“,PUNCT,--
im,ADP,in
Friedrichshainer,ADJ,Friedrichshainer
Rudolfkiez,NOUN,Rudolfkiez
mit,ADP,mit
einem,DET,ein
neuen,ADJ,neu
Kunstrasen,NOUN,Kunstrasen
ausgestattet,VERB,ausstatten
und,CCONJ,und
zeitgleich,ADV,zeitgleich
die,DET,der
Randbereiche,NOUN,Randbereiche
als,ADP,als
Warm-Up-Fläche,NOUN,Warm-Up-Fläche
hergerichtet,VERB,hergerichten
.,PUNCT,--
Die,DET,der
Maßnahme,NOUN,Maßnahme
beläuft,VERB,belaufen
sich,PRON,sich
auf,ADP,auf
insgesamt,ADV,insgesamt
600.000,NUM,600.000
Euro,NOUN,Euro
.,PUNCT,--
Dieser,DET,dieser
Ort,NOUN,Ort
wird,AUX,werden
auch,ADV,auch
von,ADP,von
der,DET,der
unmittelbar,ADV,unmittelbar
benachbarten,ADJ,benachbart
Emanuel-Lasker-Schule,NOUN,Emanuel-Lasker-Schule
als,ADP,als
Pausen-,X,Pause
und,CCONJ,und
Bewegungsfläche,NOUN,Bewegungsfläche
mitgenutzt,VERB,mitgenutzen
.,PUNCT,--
Die,DET,der
Tennisplätze,NOUN,Tennisplätze
im,ADP,in
Volkspark,NOUN,Volkspark
Friedrichshain,PROPN,Friedrichshain
wurden,AUX,werden
in,ADP,in
den,DET,der
letzten,ADJ,letzter
Wochen,NOUN,Woche
saniert,VERB,sanieren
und,CCONJ,und
stehen,VERB,stehen
somit,ADV,somit
wieder,ADV,wieder
für,ADP,für
den,DET,der
Sportbetrieb,NOUN,Sportbetrieb
zur,ADP,zu
Verfügung,NOUN,Verfügung
.,PUNCT,--
Die,DET,der
drei,NUM,drei
Tennisspielfelder,NOUN,Tennisspielfeld
haben,AUX,haben
einen,DET,ein
komplett,ADV,komplett
neuen,ADJ,neu
Spielbelag,NOUN,Spielbelag
bekommen,VERB,bekommen
.,PUNCT,--
Die,DET,der
Fläche,NOUN,Fläche
befand,VERB,befinden
sich,PRON,sich
in,ADP,in
einem,DET,ein
schlechten,ADJ,schlecht
Zustand,NOUN,Zustand
.,PUNCT,--
Der,DET,der
Belag,NOUN,Belag
wies,VERB,weisen
bereits,ADV,bereits
offene,ADJ,offen
Nähte,NOUN,Näht
und,CCONJ,und
andere,ADJ,anderer
Gefahrenquellen,NOUN,Gefahrenquelle
auf,ADP,auf
",",PUNCT,--
was,PRON,was
fast,ADV,fast
zu,ADP,zu
einer,DET,ein
Sperrung,NOUN,Sperrung
geführt,VERB,führen
hätte,AUX,haben
.,PUNCT,--
Die,DET,der
Kosten,NOUN,Kosten
für,ADP,für
die,DET,der
Sanierung,NOUN,Sanierung
betragen,VERB,betragen
150.000,NUM,150.000
Euro,NOUN,Euro
.,PUNCT,--
Die,DET,der
Tennisabteilung,NOUN,Tennisabteilung
des,DET,der
BSC,PROPN,BSC
Eintracht,ADV,Eintracht
Südring,PROPN,Südring
1931,NUM,1931
e.V.,NOUN,e.V.
darf,AUX,dürfen
sich,PRON,sich
auf,ADP,auf
eine,DET,ein
Sanierung,NOUN,Sanierung
der,DET,der
Tennisplätze,NOUN,Tennisplätze
freuen,VERB,freuen
.,PUNCT,--
Auf,ADP,auf
dem,DET,der
Sportgelände,NOUN,Sportgelände
an,ADP,an
der,DET,der
Kreuzberger,ADJ,Kreuzberger
Lobeckstraße,PROPN,Lobeckstraße
bekommen,VERB,bekommen
die,DET,der
Tennisfelder,NOUN,Tennisfeld
einen,DET,ein
neuen,ADJ,neu
",",PUNCT,--
den,DET,der
aktuellen,ADJ,aktuell
Anforderungen,NOUN,Anforderung
entsprechenden,ADJ,entsprechend
Kunstrasenbelag,NOUN,Kunstrasenbelag
.,PUNCT,--
Die,DET,der
Maßnahme,NOUN,Maßnahme
befindet,VERB,befinden
sich,PRON,sich
zurzeit,ADV,zurzeit
in,ADP,in
der,DET,der
Ausschreibung,NOUN,Ausschreibung
und,CCONJ,und
wird,AUX,werden
voraussichtlich,ADV,voraussichtlich
im,ADP,in
September,NOUN,September
2020,NUM,2020
umgesetzt,VERB,umsetzen
.,PUNCT,--
In,ADP,in
den,DET,der
Sommerferien,NOUN,Sommerferien
beginnt,VERB,beginnen
die,DET,der
Kunstrasensanierung,NOUN,Kunstrasensanierung
des,DET,der
Sportplatzes,NOUN,Sportplatz
Alt-Stralau,NOUN,Alt-Stralau
im,ADP,in
Osten,NOUN,Osten
des,DET,der
Ortsteils,NOUN,Ortsteil
Friedrichshain,PROPN,Friedrichshain
.,PUNCT,--
Die,DET,der
Sportfläche,NOUN,Sportfläche
wird,AUX,werden
mit,ADP,mit
einem,DET,ein
Kunstrasenbelag,NOUN,Kunstrasenbelag
ausgestattet,VERB,ausstatten
",",PUNCT,--
der,PRON,der
den,DET,der
neuesten,ADJ,neu
DIN-Anforderungen,NOUN,DIN-Anforderung
entspricht,VERB,entsprechen
.,PUNCT,--
Auch,ADV,auch
energetische,ADJ,energetisch
Maßnahmen,NOUN,Maßnahme
stehen,VERB,stehen
an,ADP,an
.,PUNCT,--
So,ADV,so
wird,AUX,werden
die,DET,der
Sporthalle,NOUN,Sporthalle
in,ADP,in
der,DET,der
Ohlauer,ADJ,Ohlauer
Straße,NOUN,Straße
im,ADP,in
Reichenberger,ADJ,Reichenberger
Kiez,NOUN,Kiez
in,ADP,in
Kreuzberg,PROPN,Kreuzberg
energetisch,ADV,energetisch
saniert,VERB,sanieren
.,PUNCT,--
Fast,ADV,fast
eine,DET,ein
komplette,ADJ,komplett
Wand,NOUN,Wand
der,DET,der
Sporthalle,NOUN,Sporthalle
besteht,VERB,bestehen
aus,ADP,aus
Glasbausteinen,NOUN,Glasbausteine
",",PUNCT,--
die,PRON,der
nur,ADV,nur
wenig,DET,wenig
Sicherheit,NOUN,Sicherheit
und,CCONJ,und
Energieeffizienz,NOUN,Energieeffizienz
gewährleisten,VERB,gewährleisten
.,PUNCT,--
Die,DET,der
Gesamtkosten,NOUN,Gesamtkoste
der,DET,der
energetischen,ADJ,energetisch
Sanierungsmaßnahme,NOUN,Sanierungsmaßnahme
belaufen,VERB,belaufen
sich,PRON,sich
auf,ADP,auf
rund,ADV,rund
500.000,NUM,500.000
Euro,NOUN,Euro
.,PUNCT,--
Ansprechpartner,NOUN,Ansprechpartner
Andy,PROPN,Andy
Hehmke,PROPN,Hehmke
Bezirksstadtrat,PROPN,Bezirksstadtrat
Abteilung,NOUN,Abteilung
für,ADP,für
Wirtschaft,NOUN,Wirtschaft
",",PUNCT,--
Ordnung,NOUN,Ordnung
",",PUNCT,--
Schule,NOUN,Schule
und,CCONJ,und
Sport,NOUN,Sport
Telefon,NOUN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90298,NUM,90298
–,PUNCT,--
4826,NUM,4826
E-Mail,NOUN,E-Mail
:,PUNCT,--
stadtrat.hehmke@ba-fk.berlin.de,X,stadtrat.hehmke@ba-fk.berlin.de
