Token,PoS,Lemma
Pressemitteilung,NOUN,Pressemitteilung
zur,ADP,zu
Umgestaltung,NOUN,Umgestaltung
des,DET,der
Hermann-Ehlers-Platzes,NOUN,Hermann-Ehlers-Platz
(,PUNCT,--
Onlinebeteiligung,NOUN,Onlinebeteiligung
),PUNCT,--
"
",SPACE,"
"
Im,ADP,in
Zeitraum,NOUN,Zeitraum
vom,ADP,von
01.,ADJ,01.
März,NOUN,März
2021,NUM,2021
bis,ADP,bis
einschließlich,ADV,einschließlich
31.,ADJ,31.
März,NOUN,März
2021,NUM,2021
haben,AUX,haben
Bürger_innen,PUNCT,Bürger_innen
auf,ADP,auf
der,DET,der
Beteiligungsplattform,NOUN,Beteiligungsplattform
mein,ADV,mein
.,PUNCT,--
Berlin,PROPN,Berlin
(,PUNCT,--
Link,NOUN,Link
:,PUNCT,--
https://mein.berlin.de,PROPN,https://mein.berlin.de
/,PUNCT,--
),PUNCT,--
die,DET,der
Möglichkeit,NOUN,Möglichkeit
",",PUNCT,--
den,DET,der
ersten,ADJ,erster
Entwurf,NOUN,Entwurf
zu,ADP,zu
den,DET,der
Umgestaltungsplänen,NOUN,Umgestaltungsplän
des,DET,der
Grünflächenamtes,NOUN,Grünflächenamt
Steglitz-Zehlendorf,NOUN,Steglitz-Zehlendorf
zu,PART,zu
kommentieren,VERB,kommentieren
.,PUNCT,--
Der,DET,der
Entwurf,NOUN,Entwurf
wurde,AUX,werden
von,ADP,von
Mitarbeitenden,NOUN,Mitarbeitende
des,DET,der
Grünflächenamtes,NOUN,Grünflächenamt
unter,ADP,unter
Berücksichtigung,NOUN,Berücksichtigung
der,DET,der
Ergebnisse,NOUN,Ergebnis
der,DET,der
Veranstaltung,NOUN,Veranstaltung
des,DET,der
Runden,ADJ,Runde
Tisches,NOUN,Tisch
Steglitz-Mitte,NOUN,Steglitz-Mitte
(,PUNCT,--
vom,ADP,von
DRK,PROPN,DRK
Südwest,PROPN,Südwest
),PUNCT,--
erarbeitet,VERB,erarbeiten
.,PUNCT,--
Ziel,NOUN,Ziel
ist,AUX,sein
es,PRON,es
",",PUNCT,--
die,DET,der
Aufenthaltsqualität,NOUN,Aufenthaltsqualität
zu,PART,zu
verbessern,VERB,verbessern
und,CCONJ,und
mehr,DET,mehr
Orientierung,NOUN,Orientierung
auf,ADP,auf
dem,DET,der
Platz,NOUN,Platz
zu,PART,zu
schaffen,VERB,schaffen
.,PUNCT,--
Der,DET,der
Hermann-Ehlers-Platz,NOUN,Hermann-Ehlers-Platz
ist,AUX,sein
ein,DET,ein
sehr,ADV,sehr
belebter,ADJ,belebt
Platz,NOUN,Platz
im,ADP,in
Herzen,NOUN,Herzen
von,ADP,von
Steglitz,PROPN,Steglitz
.,PUNCT,--
Neben,ADP,neben
zahlreichen,ADJ,zahlreich
Sonderveranstaltungen,NOUN,Sonderveranstaltung
und,CCONJ,und
Festen,NOUN,Fest
",",PUNCT,--
die,PRON,der
normalerweise,ADV,normalerweise
über,ADP,über
das,DET,der
Jahr,NOUN,Jahr
verteilt,VERB,verteilen
stattfinden,VERB,stattfinden
",",PUNCT,--
können,AUX,können
Bürger_innen,PUNCT,Bürger_innen
regelmäßig,ADV,regelmäßig
dienstags,ADV,dienstags
",",PUNCT,--
donnerstags,ADV,donnerstags
und,CCONJ,und
samstags,ADV,samstags
auf,ADP,auf
dem,DET,der
Wochenmarkt,NOUN,Wochenmarkt
die,DET,der
Dinge,NOUN,Ding
für,ADP,für
den,DET,der
täglichen,ADJ,täglich
Bedarf,NOUN,Bedarf
erwerben,VERB,erwerben
.,PUNCT,--
Derzeit,ADV,derzeit
weist,VERB,weisen
der,DET,der
Platz,NOUN,Platz
aber,ADV,aber
nur,ADV,nur
wenig,DET,wenig
Aufenthaltsqualität,NOUN,Aufenthaltsqualität
auf,ADP,auf
:,PUNCT,--
es,PRON,es
gibt,VERB,geben
kaum,ADV,kaum
Sitzgelegenheiten,NOUN,Sitzgelegenheiten
",",PUNCT,--
der,DET,der
Bodenbelag,NOUN,Bodenbelag
ist,AUX,sein
uneben,ADV,uneben
und,CCONJ,und
besteht,VERB,bestehen
aus,ADP,aus
unterschiedlichen,ADJ,unterschiedlich
Materialien,NOUN,Material
und,CCONJ,und
Baustoffen,NOUN,Baustoff
",",PUNCT,--
es,PRON,es
liegt,VERB,liegen
viel,DET,viel
Müll,NOUN,Müll
herum,ADV,herum
und,CCONJ,und
der,DET,der
Brunnen,NOUN,Brunnen
ist,AUX,sein
gezeichnet,VERB,zeichnen
von,ADP,von
Vandalismus,NOUN,Vandalismus
.,PUNCT,--
Alles,PRON,alle
in,ADP,in
allem,PRON,alle
wirkt,VERB,wirken
er,PRON,er
konzeptlos,ADV,konzeptlos
und,CCONJ,und
unaufgeräumt,VERB,unaufgeräumen
.,PUNCT,--
Das,PRON,der
soll,AUX,sollen
sich,PRON,sich
ändern,VERB,ändern
.,PUNCT,--
Für,ADP,für
die,DET,der
Umgestaltung,NOUN,Umgestaltung
des,DET,der
Hermann-Ehlers-Platzes,NOUN,Hermann-Ehlers-Platz
stehen,VERB,stehen
dem,DET,der
Straßen-,X,Straßen
und,CCONJ,und
Grünflächenamt,NOUN,Grünflächenamt
insgesamt,ADV,insgesamt
600.000,NUM,600.000
Euro,NOUN,Euro
aus,ADP,aus
dem,DET,der
Landesinvestitionsprogramm,NOUN,Landesinvestitionsprogramm
SIWANA,PROPN,SIWANA
(,PUNCT,--
Sondervermögen,PROPN,Sondervermögen
Infrastruktur,NOUN,Infrastruktur
der,DET,der
Wachsenden,ADJ,wachsend
Stadt,NOUN,Stadt
und,CCONJ,und
Nachhaltigkeitsfonds,PROPN,Nachhaltigkeitsfonds
),PUNCT,--
zur,ADP,zu
Verfügung,NOUN,Verfügung
.,PUNCT,--
Für,ADP,für
die,DET,der
komplette,ADJ,komplett
Umgestaltung,NOUN,Umgestaltung
eines,DET,ein
Platzes,NOUN,Platz
werden,AUX,werden
deutlich,ADV,deutlich
mehr,DET,mehr
Gelder,NOUN,Geld
benötigt,VERB,benötigen
",",PUNCT,--
so,ADV,so
dass,SCONJ,dass
die,DET,der
Maßnahmen,NOUN,Maßnahme
in,ADP,in
mehreren,DET,mehrere
Schritten,NOUN,Schritt
erfolgen,VERB,erfolgen
werden,AUX,werden
",",PUNCT,--
wenn,SCONJ,wenn
die,DET,der
Mittel,NOUN,Mittel
zur,ADP,zu
Verfügung,NOUN,Verfügung
stehen,VERB,stehen
.,PUNCT,--
Onlinebeteiligung,NOUN,Onlinebeteiligung
:,PUNCT,--
Termin,NOUN,Termin
:,PUNCT,--
01.,ADJ,01.
März,NOUN,März
2021,NUM,2021
–,PUNCT,--
31.,ADJ,31.
März,NOUN,März
2021,NUM,2021
Plattform,NOUN,Plattform
:,PUNCT,--
mein,ADV,mein
.,PUNCT,--
Berlin,PROPN,Berlin
Link,NOUN,Link
zum,ADP,zu
Projekt,NOUN,Projekt
:,PUNCT,--
https://mein.berlin.de/projekte/aufenthaltsqualitat-des-hermann-ehlers-platzes-ste,PROPN,https://mein.berlin.de/projekte/aufenthaltsqualitat-des-hermann-ehlers-platzes-ste
/,PUNCT,--
Bei,ADP,bei
Rückfragen,NOUN,Rückfrage
",",PUNCT,--
wenden,VERB,wenden
Sie,PRON,sie
Sich,PRON,Sich
bitte,ADV,bitte
an,ADP,an
die,DET,der
Geschäftsstelle,NOUN,Geschäftsstelle
des,DET,der
Präventionsbeirates,NOUN,Präventionsbeirat
des,DET,der
Bezirksamtes,NOUN,Bezirksamt
Steglitz-Zehlendorf,NOUN,Steglitz-Zehlendorf
von,ADP,von
Berlin,PROPN,Berlin
unter,ADP,unter
praevention@ba-sz.berlin.de,PROPN,praevention@ba-sz.berlin.de
.,PUNCT,--
