Token,PoS,Lemma
27.,ADJ,27.
öffentliche,ADJ,öffentlich
Sitzung,NOUN,Sitzung
der,DET,der
Seniorenvertretung,NOUN,Seniorenvertretung
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
am,ADP,an
02.10.2019,NOUN,02.10.2019
"
",SPACE,"
"
Die,DET,der
27.,ADJ,27.
öffentliche,ADJ,öffentlich
Sitzung,NOUN,Sitzung
der,DET,der
Seniorenvertretung,NOUN,Seniorenvertretung
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
findet,VERB,finden
am,PART,am
02.10.2019,NOUN,02.10.2019
",",PUNCT,--
um,ADP,um
14.00,NUM,14.00
Uhr,NOUN,Uhr
",",PUNCT,--
in,ADP,in
Raum,NOUN,Raum
C,X,C
22,NUM,22
/,PUNCT,--
23,NUM,23
des,DET,der
Rathauses,NOUN,Rathaus
Zehlendorf,PROPN,Zehlendorf
",",PUNCT,--
Kirchstraße,PROPN,Kirchstraße
1,NUM,1
/,PUNCT,--
3,NUM,3
",",PUNCT,--
14163,NUM,14163
Berlin,PROPN,Berlin
",",PUNCT,--
statt,ADV,statt
.,PUNCT,--
Vorläufige,ADJ,Vorläufige
Tagesordnung,NOUN,Tagesordnung
:,PUNCT,--
TOP1,PROPN,TOP1
Begrüßung,NOUN,Begrüßung
und,CCONJ,und
Prüfung,NOUN,Prüfung
der,DET,der
Beschlussfähigkeit,NOUN,Beschlussfähigkeit
TOP2,PROPN,TOP2
Genehmigung,NOUN,Genehmigung
der,DET,der
Tagesordnung,NOUN,Tagesordnung
TOP3,DET,TOP3
Genehmigung,NOUN,Genehmigung
des,DET,der
Protokolls,NOUN,Protokoll
vom,ADP,von
04.09.2019,ADJ,04.09.2019
TOP4,ADJ,TOP4
Bürger*innen,NOUN,Bürger*inn
Anfragen,NOUN,Anfrage
TOP5,NOUN,TOP5
Bericht,NOUN,Bericht
aus,ADP,aus
dem,DET,der
Bezirksamt,NOUN,Bezirksamt
/,PUNCT,--
Herr,NOUN,Herr
Stadtrat,NOUN,Stadtrat
Mückisch,PROPN,Mückisch
+,CCONJ,+
Aussprache,ADJ,Aussprache
Pause,NOUN,Pause
TOP6,PROPN,TOP6
Nachtrag,NOUN,Nachtrag
:,PUNCT,--
„,PUNCT,--
Malteser,ADJ,Malteser
Nachbarschaftshilfe,NOUN,Nachbarschaftshilfe
“,PUNCT,--
qualifiziert,VERB,qualifizieren
(,PUNCT,--
Frau,NOUN,Frau
Schwarz,PROPN,Schwarz
),PUNCT,--
TOP7,NOUN,TOP7
Berichte,NOUN,Bericht
aus,ADP,aus
den,DET,der
Gremien,NOUN,Gremium
/,PUNCT,--
Ausschüssen,NOUN,Ausschuß
/Sprechstunden,PROPN,/Sprechstunden
TOP8,ADV,TOP8
Aktueller,ADJ,Aktueller
Stand,NOUN,Stand
Senioren,NOUN,Senior
Forum,NOUN,Forum
TOP9,PROPN,TOP9
Verschiedenes,NOUN,Verschieden
