Token,PoS,Lemma
Erneute,ADJ,Erneute
öffentliche,ADJ,öffentlich
Auslegung,NOUN,Auslegung
von,ADP,von
Bebauungsplanentwürfen,NOUN,Bebauungsplanentwürfe
vom,ADP,von
14.01.,NOUN,14.01.
-,PUNCT,--
15.02.,X,15.02.
"
",SPACE,"
"
Bekanntmachung,NOUN,Bekanntmachung
vom,ADP,von
18.,ADJ,18.
Dezember,NOUN,Dezember
2012,NUM,2012
Stapl,PROPN,Stapl
BPL,PROPN,BPL
9,NUM,9
",",PUNCT,--
Tel.,NOUN,Tel.
90293,NUM,90293
-,PUNCT,-
5225,NUM,5225
",",PUNCT,--
intern,ADV,intern
9293,NUM,9293
-,NUM,-
5225,NUM,5225
Der,DET,der
Entwurf,NOUN,Entwurf
des,DET,der
Bebauungsplanes,NOUN,Bebauungsplan
XXI-3,NOUN,XXI-3
vom,ADP,von
28.,ADJ,28.
Juni,NOUN,Juni
2012,NUM,2012
mit,ADP,mit
Deckblatt,NOUN,Deckblatt
vom,ADP,von
17.,ADJ,17.
Dezember,NOUN,Dezember
2012,NUM,2012
für,ADP,für
das,DET,der
Gelände,NOUN,Gelände
zwischen,ADP,zwischen
der,DET,der
Fläche,NOUN,Fläche
nördlich,ADV,nördlich
der,DET,der
Flurstücke,NOUN,Flurstück
Nr.,NOUN,Nr.
186,NUM,186
und,CCONJ,und
193,NUM,193
(,PUNCT,--
Fa.,NOUN,Fa.
Harry-Brot,PROPN,Harry-Brot
),PUNCT,--
",",PUNCT,--
Wolfener,ADJ,Wolfener
Straße,NOUN,Straße
",",PUNCT,--
südlich,ADV,südlich
der,DET,der
Wuhletalstraße,NOUN,Wuhletalstraße
und,CCONJ,und
westlich,ADV,westlich
der,DET,der
S-Bahn-Trasse,NOUN,S-Bahn-Tras
im,ADP,in
Bezirk,NOUN,Bezirk
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
",",PUNCT,--
Ortsteil,NOUN,Ortsteil
Marzahn,PROPN,Marzahn
(,PUNCT,--
Gewerbegebiet,NOUN,Gewerbegebiet
östlich,ADV,östlich
der,DET,der
Wolfener,ADJ,Wolfener
Straße,NOUN,Straße
),PUNCT,--
liegt,VERB,liegen
mit,ADP,mit
Begründung,NOUN,Begründung
gemäß,ADV,gemäß
§,NOUN,§
4a,ADJ,4a
Absatz,NOUN,Absatz
3,NUM,3
des,DET,der
Baugesetzbuches,NOUN,Baugesetzbuch
erneut,ADV,erneut
öffentlich,ADV,öffentlich
aus,ADP,aus
.,PUNCT,--
Er,PRON,er
wird,AUX,werden
in,ADP,in
der,DET,der
Zeit,NOUN,Zeit
vom,ADP,von
14.,ADJ,14.
Januar,NOUN,Januar
2013,NUM,2013
bis,ADP,bis
einschließlich,ADV,einschließlich
15.,ADJ,15.
Februar,NOUN,Februar
2013,NUM,2013
Montag,NOUN,Montag
bis,ADP,bis
Mittwoch,NOUN,Mittwoch
von,ADP,von
8,NUM,8
bis,ADP,bis
16,NUM,16
Uhr,NOUN,Uhr
",",PUNCT,--
Donnerstag,NOUN,Donnerstag
8,NUM,8
bis,ADP,bis
18,NUM,18
Uhr,NOUN,Uhr
",",PUNCT,--
Freitag,NOUN,Freitag
8,NUM,8
bis,CCONJ,bis
14,NUM,14
Uhr,NOUN,Uhr
sowie,CCONJ,sowie
darüber,ADV,darüber
hinaus,ADP,hinaus
nach,ADP,nach
telefonischer,ADJ,telefonisch
Vereinbarung,NOUN,Vereinbarung
auch,ADV,auch
außerhalb,ADP,außerhalb
dieser,DET,dieser
Zeiten,NOUN,Zeit
",",PUNCT,--
im,ADP,in
Bezirksamt,NOUN,Bezirksamt
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
von,ADP,von
Berlin,PROPN,Berlin
",",PUNCT,--
Abteilung,NOUN,Abteilung
Wirtschaft,NOUN,Wirtschaft
und,CCONJ,und
Stadtentwicklung,NOUN,Stadtentwicklung
",",PUNCT,--
Stadtentwicklungsamt,NOUN,Stadtentwicklungsamt
",",PUNCT,--
