Token,PoS,Lemma
Drei,NUM,drei
Bürgerämter,NOUN,Bürgerämter
in,ADP,in
Neukölln,PROPN,Neukölln
am,ADP,an
13.02.2023,NUM,13.02.2023
geschlossen,VERB,schließen
-,PUNCT,--
Standort,NOUN,Standort
Blaschkoallee,PROPN,Blaschkoallee
32,NUM,32
geöffnet,VERB,öffnen
"
",SPACE,"
"
Auf,ADP,auf
Grund,NOUN,Grund
der,DET,der
Nacharbeiten,NOUN,Nacharbeite
zu,ADP,zu
den,DET,der
Wiederholungswahlen,NOUN,Wiederholungswahl
2023,NUM,2023
bleiben,VERB,bleiben
die,DET,der
Bürgeramtsstandorte,NOUN,Bürgeramtsstandorte
-,PUNCT,--
Rathaus,NOUN,Rathaus
Eingang,NOUN,Eingang
Donaustr,PROPN,Donaustr
.,PUNCT,--
29,NUM,29
",",PUNCT,--
-,PUNCT,--
Sonnenallee,NOUN,Sonnenallee
107,NUM,107
Eingang,NOUN,Eingang
Wildenbruchstr,PROPN,Wildenbruchstr
.,PUNCT,--
1,NUM,1
und,CCONJ,und
-,PUNCT,--
der,DET,der
Zwickauer,NOUN,Zwickauer
Damm,PROPN,Damm
52,NUM,52
am,ADP,an
Montag,NOUN,Montag
",",PUNCT,--
den,DET,der
13.,ADJ,13.
Februar,NOUN,Februar
2023,NUM,2023
ganztägig,ADV,ganztägig
geschlossen,VERB,schließen
.,PUNCT,--
Beantragte,ADJ,beantragt
Personaldokumente,NOUN,Personaldokument
können,AUX,können
an,ADP,an
diesem,DET,dieser
Tag,NOUN,Tag
an,ADP,an
den,DET,der
o.g.,ADJ,o.g.
Standorten,NOUN,Standort
nicht,PART,nicht
abgeholt,VERB,abholen
werden,AUX,werden
.,PUNCT,--
Ihr,DET,ihr
Bürgeramt,NOUN,Bürgeramt
Neukölln,PROPN,Neukölln
