Token,PoS,Lemma
Vertreter*innen,NOUN,Vertreter*in
der,DET,der
Nicaragua-Solidaritätsbewegung,NOUN,Nicaragua-Solidaritätsbewegung
in,ADP,in
Europa,PROPN,Europa
verurteilen,VERB,verurteilen
diktatorisches,ADJ,diktatorisch
Regime,NOUN,Regime
in,ADP,in
offenem,ADJ,offen
Brief,NOUN,Brief
"
",SPACE,"
"
Anlässlich,NOUN,Anlässlich
der,DET,der
Flucht,NOUN,Flucht
des,DET,der
Staatspräsidenten,NOUN,Staatspräsident
Anastasio,PROPN,Anastasio
Somoza,PROPN,Somoza
aus,ADP,aus
Nicaragua,PROPN,Nicaragua
",",PUNCT,--
die,PRON,der
am,ADP,an
17.,ADJ,17.
Juli,NOUN,Juli
1979,NUM,1979
–,PUNCT,--
dem,DET,der
„,PUNCT,--
Tag,NOUN,Tag
der,DET,der
Freude,NOUN,Freude
“,PUNCT,--
–,PUNCT,--
den,DET,der
Bürgerkrieg,NOUN,Bürgerkrieg
beendete,VERB,beenden
",",PUNCT,--
haben,AUX,haben
mehr,DET,mehr
als,ADP,als
400,NUM,400
Personen,NOUN,Person
aus,ADP,aus
20,NUM,20
verschiedenen,ADJ,verschieden
europäischen,ADJ,europäisch
Ländern,NOUN,Land
einen,DET,ein
offenen,ADJ,offen
Brief,NOUN,Brief
zur,ADP,zu
Verurteilung,NOUN,Verurteilung
der,DET,der
Diktatur,NOUN,Diktatur
des,DET,der
nicaraguanischen,ADJ,nicaraguanisch
Präsidenten,NOUN,Präsident
Daniel,PROPN,Daniel
Ortega,PROPN,Ortega
und,CCONJ,und
der,DET,der
Vizepräsidentin,NOUN,Vizepräsidentin
Rosario,PROPN,Rosario
Murillo,PROPN,Murillo
unterzeichnet,VERB,unterzeichnen
.,PUNCT,--
Sämtliche,DET,sämtlicher
Unterzeichner*innen,NOUN,Unterzeichner*inn
hatten,AUX,haben
sich,PRON,sich
in,ADP,in
den,DET,der
80er,ADJ,80er
Jahren,NOUN,Jahr
mit,ADP,mit
der,DET,der
sandinistischen,ADJ,sandinistisch
Befreiungsfront,NOUN,Befreiungsfront
solidarisiert,VERB,solidarisieren
und,CCONJ,und
damit,ADV,damit
die,DET,der
Demokratisierung,NOUN,Demokratisierung
des,DET,der
Landes,NOUN,Land
unterstützt,VERB,unterstützen
.,PUNCT,--
Heute,ADV,heute
schauen,VERB,schauen
sie,PRON,sie
mit,ADP,mit
Entsetzen,NOUN,entsetzen
auf,ADP,auf
den,DET,der
autoritären,ADJ,autoritär
Herrscher,NOUN,Herrscher
des,DET,der
Landes,NOUN,Land
",",PUNCT,--
die,DET,der
politische,ADJ,politisch
Repression,NOUN,Repression
und,CCONJ,und
das,DET,der
gewaltsame,ADJ,gewaltsam
Vorgehen,NOUN,vorgehen
gegen,ADP,gegen
die,DET,der
Bevölkerung,NOUN,Bevölkerung
:,PUNCT,--
„,PUNCT,--
Damals,ADV,damals
wie,ADP,wie
heute,ADV,heute
sind,AUX,sein
wir,PRON,wir
der,DET,der
Überzeugung,NOUN,Überzeugung
",",PUNCT,--
dass,SCONJ,dass
derartige,ADJ,derartig
Menschenrechtsverletzungen,NOUN,Menschenrechtsverletzung
",",PUNCT,--
wie,SCONJ,wie
sie,PRON,sie
autoritäre,ADJ,autoritär
Regierungen,NOUN,Regierung
wie,ADP,wie
das,DET,der
Regime,NOUN,Regime
Ortega-Murillo,PROPN,Ortega-Murillo
begehen,VERB,begehen
",",PUNCT,--
verurteilt,VERB,verurteilen
werden,AUX,werden
müssen,AUX,müssen
.,PUNCT,--
Die,DET,der
Verantwortlichen,NOUN,verantwortliche
für,ADP,für
Verbrechen,NOUN,Verbrechen
gegen,ADP,gegen
die,DET,der
Menschlichkeit,NOUN,Menschlichkeit
müssen,AUX,müssen
vor,ADP,vor
Gericht,NOUN,Gericht
gebracht,VERB,bringen
werden,AUX,werden
“,PUNCT,--
.,PUNCT,--
Anfang,NOUN,Anfang
Juli,NOUN,Juli
war,AUX,sein
bereits,ADV,bereits
ein,DET,ein
wortgleicher,ADJ,wortgleich
Brief,NOUN,Brief
mit,ADP,mit
500,NUM,500
Unterschriften,NOUN,Unterschrift
von,ADP,von
Aktivisten,NOUN,Aktivist
aus,ADP,aus
den,DET,der
USA,PROPN,USA
an,ADP,an
die,DET,der
nicaraguanische,ADJ,nicaraguanisch
Regierung,NOUN,Regierung
gesendet,VERB,senden
und,CCONJ,und
medial,ADV,medial
veröffentlicht,VERB,veröffentlichen
worden,AUX,werden
.,PUNCT,--
Auch,ADV,auch
das,DET,der
EU-Parlament,NOUN,EU-Parlament
",",PUNCT,--
Regierungen,NOUN,Regierung
verschiedener,ADJ,verschieden
europäischer,ADJ,europäisch
Länder,NOUN,Land
",",PUNCT,--
die,DET,der
Organisation,NOUN,Organisation
Amerikanischer,ADJ,amerikanisch
Staaten,NOUN,Staat
(,PUNCT,--
OAS,PROPN,OAS
),PUNCT,--
und,CCONJ,und
lateinamerikanische,VERB,lateinamerikanischen
intellektuelle,ADJ,intellektuell
Linke,NOUN,linke
fordern,VERB,fordern
in,ADP,in
Resolutionen,NOUN,Resolution
",",PUNCT,--
Regierungserklärungen,NOUN,Regierungserklärung
und,CCONJ,und
offenen,ADJ,offen
Briefen,NOUN,Brief
ein,DET,ein
Ende,NOUN,Ende
der,DET,der
Gewalt,NOUN,Gewalt
und,CCONJ,und
stellen,ADJ,stelel
Sanktionen,NOUN,Sanktion
in,ADP,in
Aussicht,NOUN,Aussicht
.,PUNCT,--
Die,DET,der
US-Regierung,NOUN,US-Regierung
und,CCONJ,und
Kanada,PROPN,Kanada
haben,AUX,haben
bereits,ADV,bereits
Einreisebeschränkungen,NOUN,Einreisebeschränkung
verhängt,VERB,verhängen
",",PUNCT,--
zum,ADP,zu
Beispiel,NOUN,Beispiel
gegen,ADP,gegen
Angehörige,NOUN,angehörige
des,DET,der
Justizsystems,NOUN,Justizsystem
oder,CCONJ,oder
der,DET,der
Nationalversammlung,NOUN,Nationalversammlung
.,PUNCT,--
Das,DET,der
europäische,ADJ,europäisch
Schreiben,NOUN,Schreiben
unterstützt,VERB,unterstützen
so,ADV,so
die,DET,der
internationalen,ADJ,international
Forderungen,NOUN,Forderung
nach,ADP,nach
einer,DET,ein
Beendigung,NOUN,Beendigung
der,DET,der
repressiven,ADJ,repressiv
Politik,NOUN,Politik
.,PUNCT,--
Die,DET,der
Anzahl,NOUN,Anzahl
der,DET,der
politischen,ADJ,politisch
Gefangenen,NOUN,gefangener
",",PUNCT,--
die,PRON,der
derzeit,ADV,derzeit
illegal,ADV,illegal
in,ADP,in
Geheimgefängnissen,NOUN,Geheimgefängnissen
inhaftiert,VERB,inhaftieren
sind,AUX,sein
",",PUNCT,--
ist,AUX,sein
auf,ADP,auf
140,NUM,140
gestiegen,VERB,steigen
.,PUNCT,--
Unter,ADP,unter
ihnen,PRON,ihnen
befinden,VERB,befinden
sich,PRON,sich
26,NUM,26
Anführer*innen,NOUN,Anführer*inn
oppositioneller,ADJ,oppositionell
Bewegungen,NOUN,Bewegung
",",PUNCT,--
die,PRON,der
gewaltsam,ADV,gewaltsam
aus,ADP,aus
ihren,DET,ihr
Häusern,NOUN,Haus
entführt,VERB,entführen
wurden,AUX,werden
",",PUNCT,--
darunter,ADV,darunter
Frauen-,X,Frau
und,CCONJ,und
Menschenrechtsaktivist*innen,NOUN,Menschenrechtsaktivist*inn
",",PUNCT,--
unabhängige,ADJ,unabhängig
Journalist*innen,NOUN,Journalist*inne
",",PUNCT,--
