Token,PoS,Lemma
Die,DET,der
kulturellen,ADJ,kulturell
Höhepunkte,NOUN,Höhepunkte
der,DET,der
kommenden,ADJ,kommend
Tage,NOUN,Tag
"
",SPACE,"
"
Die,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Schule,NOUN,Schule
",",PUNCT,--
Sport,NOUN,Sport
",",PUNCT,--
Weiterbildung,NOUN,Weiterbildung
und,CCONJ,und
Kultur,NOUN,Kultur
",",PUNCT,--
Stefanie,PROPN,Stefanie
Remlinger,PROPN,Remlinger
",",PUNCT,--
informiert,VERB,informieren
:,PUNCT,--
Berlin,PROPN,Berlin
Art,PROPN,Art
Week,PROPN,Week
:,PUNCT,--
Performance,NOUN,Performance
in,ADP,in
der,DET,der
Klosterruine,PROPN,Klosterruine
Anlässlich,NOUN,Anlässlich
der,DET,der
Berlin,PROPN,Berlin
Art,PROPN,Art
Week,PROPN,Week
findet,VERB,finden
im,ADP,in
Rahmen,NOUN,Rahmen
einer,DET,ein
Kooperation,NOUN,Kooperation
mit,ADP,mit
der,DET,der
ifa-Galerie,NOUN,ifa-Galerie
Berlin,PROPN,Berlin
am,ADP,an
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
den,DET,der
15.,ADJ,15.
September,NOUN,September
und,CCONJ,und
Freitag,NOUN,Freitag
",",PUNCT,--
den,DET,der
16.,ADJ,16.
September,NOUN,September
die,DET,der
Performance,NOUN,Performance
„,PUNCT,--
Die,DET,der
Mütter,NOUN,Mutter
“,PUNCT,--
von,ADP,von
Isaac,NOUN,Isaac
Chong,PROPN,Chong
statt,ADV,statt
.,PUNCT,--
Der,DET,der
Künstler,NOUN,Künstler
Isaac,PROPN,Isaac
Chong,PROPN,Chong
Wai,PROPN,Wai
entwickelt,VERB,entwickeln
eine,DET,ein
Performance,NOUN,Performance
",",PUNCT,--
die,PRON,der
sich,PRON,sich
auf,ADP,auf
den,DET,der
Holzschnitt,NOUN,Holzschnitt
„,PUNCT,--
Die,DET,der
Mütter,NOUN,Mutter
“,PUNCT,--
(,PUNCT,--
1922,NUM,1922
/,PUNCT,--
23,NUM,23
),PUNCT,--
von,ADP,von
Käthe,PROPN,Käthe
Kollwitz,PROPN,Kollwitz
bezieht,VERB,beziehen
und,CCONJ,und
sich,PRON,sich
um,ADP,um
die,DET,der
Darstellung,NOUN,Darstellung
eines,DET,ein
von,ADP,von
Kriegserfahrungen,NOUN,kriegserfahrunge
gezeichneten,VERB,gezeichneten
kollektiven,ADJ,kollektiv
Körpers,NOUN,Körper
dreht,VERB,drehen
.,PUNCT,--
In,ADP,in
Trauergesängen,NOUN,Trauergesäng
öffnen,VERB,öffnen
die,DET,der
von,ADP,von
ihm,PRON,ihm
eingeladenen,ADJ,eingeladen
Performer*innen,NOUN,Performer*inn
die,DET,der
Gruppe,NOUN,Gruppe
des,DET,der
Widerstands,NOUN,Widerstand
und,CCONJ,und
Schutzes,NOUN,Schutz
",",PUNCT,--
die,DET,der
Kollwitz,NOUN,Kollwitz
dargestellt,VERB,darstellen
hat,AUX,haben
.,PUNCT,--
Isaac,ADV,Isaac
Chong,PROPN,Chong
Wai,PROPN,Wai
feat,PROPN,feat
.,PUNCT,--
Käthe,NOUN,Käthe
Kollwitz,PROPN,Kollwitz
„,PUNCT,--
Die,DET,der
Mütter,NOUN,Mutter
“,PUNCT,--
Termine,NOUN,Termin
:,PUNCT,--
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
15.9.2022,NOUN,15.9.2022
",",PUNCT,--
17,NUM,17
–,PUNCT,--
19Uhr,ADV,19Uhr
Freitag,NOUN,Freitag
",",PUNCT,--
16.9.2022,NOUN,16.9.2022
",",PUNCT,--
17–19,NOUN,17–19
Uhr,NOUN,Uhr
Der,DET,der
Eintritt,NOUN,Eintritt
ist,AUX,sein
frei,ADV,frei
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
finden,VERB,finden
Sie,PRON,sie
online,ADV,online
:,PUNCT,--
www.klosterruine.berlin,PROPN,www.klosterruine.berlin
www.ifa.de/ausstellung/spheres-of-interest,X,www.ifa.de/ausstellung/spheres-of-interest
www.berlinartweek.de/programm,NOUN,www.berlinartweek.de/programm
/,PUNCT,--
Klosterruine,ADJ,Klosterruine
Berlin,PROPN,Berlin
",",PUNCT,--
Klosterstraße,PROPN,Klosterstraße
73a,PUNCT,73a
",",PUNCT,--
10179,NUM,10179
Berlin,PROPN,Berlin
",",PUNCT,--
Öffnungszeiten,NOUN,Öffnungszeit
:,PUNCT,--
Mo.-,PROPN,Mo.-
So.,NOUN,So.
",",PUNCT,--
10,NUM,10
-,PUNCT,--
18,NUM,18
Uhr,NOUN,Uhr
.,PUNCT,--
Mitte,NOUN,Mitte
Museum,NOUN,Museum
:,PUNCT,--
Book,PROPN,Book
Launch,NOUN,Launch
und,CCONJ,und
Filmvorführung,NOUN,Filmvorführung
Am,ADP,an
Mittwoch,NOUN,Mittwoch
",",PUNCT,--
21.,ADJ,21.
September,NOUN,September
2022,NUM,2022
",",PUNCT,--
um,ADP,um
18,NUM,18
Uhr,NOUN,Uhr
stellt,VERB,stellen
das,DET,der
Mitte,NOUN,Mitte
Museum,NOUN,Museum
die,DET,der
neue,ADJ,neu
Publikation,NOUN,Publikation
„,PUNCT,--
Dekoloniale,ADJ,Dekoloniale
Stimmen,NOUN,Stimme
in,ADP,in
Berlin,PROPN,Berlin
:,PUNCT,--
Ansichten,NOUN,Ansicht
",",PUNCT,--
Schicksale,NOUN,Schicksal
und,CCONJ,und
neue,ADJ,neu
Realitäten,NOUN,Realität
",",PUNCT,--
Berlin,PROPN,Berlin
1904,NUM,1904
-,PUNCT,--
62,NUM,62
“,PUNCT,--
aus,ADP,aus
der,DET,der
„,PUNCT,--
Berliner,ADJ,Berliner
Reihe,NOUN,Reihe
“,PUNCT,--
der,DET,der
Öffentlichkeit,NOUN,Öffentlichkeit
vor,ADP,vor
.,PUNCT,--
Der,DET,der
zweite,ADJ,zweiter
Band,NOUN,Band
der,DET,der
„,PUNCT,--
Berliner,ADJ,Berliner
