Token,PoS,Lemma
Amt,NOUN,Amt
für,ADP,für
Soziales,NOUN,soziale
bietet,VERB,bieten
Terminsprechstunden,NOUN,Terminsprechstund
an,ADP,an
:,PUNCT,--
Regelungen,NOUN,Regelung
im,ADP,in
Publikumsverkehr,NOUN,Publikumsverkehr
bis,ADP,bis
28.,ADJ,28.
März,NOUN,März
2021,NUM,2021
"
",SPACE,"
"
Ab,ADP,ab
9.,ADJ,9.
März,NOUN,März
2021,NUM,2021
kehrt,VERB,kehren
das,DET,der
Amt,NOUN,Amt
für,ADP,für
Soziales,ADJ,Sozial
Steglitz-Zehlendorf,NOUN,Steglitz-Zehlendorf
zu,ADP,zu
einem,DET,ein
eingeschränkten,ADJ,eingeschränkt
Regelbetrieb,NOUN,Regelbetrieb
zurück,ADV,zurück
:,PUNCT,--
Die,DET,der
Arbeitsgruppen,NOUN,Arbeitsgruppe
im,ADP,in
Leistungsbereich,NOUN,Leistungsbereich
",",PUNCT,--
der,DET,der
Sozialdienst,NOUN,Sozialdienst
und,CCONJ,und
die,DET,der
Betreuungsbehörde,NOUN,Betreuungsbehörd
bieten,VERB,bieten
ihren,DET,ihr
Kundinnen,NOUN,Kundin
und,CCONJ,und
Kunden,NOUN,Kunde
Terminsprechstunden,NOUN,Terminsprechstunde
an,ADP,an
.,PUNCT,--
Diese,DET,dieser
Regelung,NOUN,Regelung
gilt,VERB,gelten
vorläufig,ADV,vorläufig
bis,ADP,bis
28.,ADJ,28.
März,NOUN,März
2021.,PUNCT,2021.
Bis,ADP,bis
dahin,ADV,dahin
bleiben,VERB,bleiben
die,DET,der
offenen,ADJ,offen
Sprechstunden,NOUN,Sprechstunde
eingestellt,VERB,einstellen
.,PUNCT,--
Mit,ADP,mit
der,DET,der
vorsichtigen,ADJ,vorsichtig
Öffnung,NOUN,Öffnung
reagiert,VERB,reagieren
das,DET,der
Amt,NOUN,Amt
für,ADP,für
Soziales,NOUN,soziale
auf,ADP,auf
die,DET,der
am,ADP,an
