Token,PoS,Lemma
Brandgefahr,NOUN,Brandgefahr
:,PUNCT,--
Grillverbot,NOUN,Grillverbot
auf,ADP,auf
den,DET,der
öffentlichen,ADJ,öffentlich
Grillplätzen,NOUN,Grillplätze
"
",SPACE,"
"
Aufgrund,ADP,aufgrund
der,DET,der
lang,ADV,lang
anhaltenden,ADJ,anhaltend
Trockenheit,NOUN,Trockenheit
wird,AUX,werden
ab,ADP,ab
Dienstag,NOUN,Dienstag
",",PUNCT,--
9.,ADJ,9.
August,NOUN,August
2022,NUM,2022
",",PUNCT,--
bis,ADP,bis
auf,ADP,auf
Weiteres,NOUN,Weiteres
das,DET,der
Grillen,NOUN,Grill
auf,ADP,auf
den,DET,der
offiziellen,ADJ,offiziell
Grillplätzen,NOUN,Grillplätze
in,ADP,in
Charlottenburg-Wilmersdorf,PROPN,Charlottenburg-Wilmersdorf
untersagt,VERB,untersagen
.,PUNCT,--
Es,PRON,es
handelt,VERB,handeln
sich,PRON,sich
dabei,ADV,dabei
um,ADP,um
:,PUNCT,--
Grillplatz,NOUN,Grillplatz
Goslarer,PROPN,Goslarer
Ufer,PROPN,Ufer
(,PUNCT,--
Charlottenburg,PROPN,Charlottenburg
),PUNCT,--
Grillplatz,NOUN,Grillplatz
Rudolf-Mosse-Platz,NOUN,Rudolf-Mosse-Platz
(,PUNCT,--
Wilmersdorf,PROPN,Wilmersdorf
),PUNCT,--
Grillplatz,NOUN,Grillplatz
Württembergische,ADJ,württembergisch
Straße,NOUN,Straße
(,PUNCT,--
Wilmersdorf,PROPN,Wilmersdorf
),PUNCT,--
Der,DET,der
Bezirksstadtrat,NOUN,Bezirksstadtrat
für,ADP,für
Bürgerdienste,NOUN,Bürgerdienste
und,CCONJ,und
Soziales,NOUN,Soziale
Arne,PROPN,Arne
Herz,PROPN,Herz
begründet,VERB,begründen
als,ADP,als
urlaubsbedingter,ADJ,urlaubsbedingt
Stellvertreter,NOUN,Stellvertreter
für,ADP,für
Umweltstadtrat,NOUN,Umweltstadtrat
Oliver,PROPN,Oliver
Schruoffeneger,PROPN,Schruoffeneger
die,DET,der
Entscheidung,NOUN,Entscheidung
wie,SCONJ,wie
folgt,VERB,folgen
:,PUNCT,--
bq,X,bq
.,PUNCT,--
Natürlich,ADV,natürlich
weiß,VERB,wissen
ich,PRON,ich
",",PUNCT,--
dass,SCONJ,dass
das,DET,der
Grillen,NOUN,Grill
auf,ADP,auf
den,DET,der
öffentlichen,ADJ,öffentlich
Grillplätzen,NOUN,Grillplätze
ein,DET,ein
weit,ADV,weit
verbreitetes,ADJ,verbreitet
Freizeitvergnügen,NOUN,Freizeitvergnügen
ist,AUX,sein
und,CCONJ,und
deswegen,ADV,deswegen
ist,AUX,sein
uns,PRON,uns
die,DET,der
Entscheidung,NOUN,Entscheidung
auch,ADV,auch
nicht,PART,nicht
leichtgefallen,VERB,leichtgefallen
.,PUNCT,--
Die,DET,der
Gefahr,NOUN,Gefahr
für,ADP,für
einen,DET,ein
Brand,NOUN,Brand
",",PUNCT,--
z.B.,NOUN,z.B.
durch,ADP,durch
Funkenflug,NOUN,Funkenflug
oder,CCONJ,oder
die,DET,der
nicht,PART,nicht
komplett,ADV,komplett
gelöschte,ADJ,gelöscht
Glut,NOUN,Glut
",",PUNCT,--
sind,AUX,sein
jedoch,ADV,jedoch
bei,ADP,bei
den,DET,der
weiterhin,ADV,weiterhin
hohen,ADJ,hoch
Temperaturen,NOUN,Temperatur
und,CCONJ,und
anhaltender,ADJ,anhaltend
Trockenheit,NOUN,Trockenheit
zu,PART,zu
groß,ADV,groß
.,PUNCT,--
Gerade,ADV,gerade
die,DET,der
aktuellen,ADJ,aktuell
Geschehnisse,NOUN,Geschehnis
im,ADP,in
Grunewald,PROPN,Grunewald
sollten,AUX,sollen
uns,PRON,uns
Vorsicht,NOUN,Vorsicht
walten,VERB,walten
lassen,VERB,lassen
.,PUNCT,--
Auch,ADV,auch
die,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Umwelt,NOUN,Umwelt
",",PUNCT,--
Mobilität,NOUN,Mobilität
",",PUNCT,--
Verbraucher-,X,Verbraucher
und,CCONJ,und
Klimaschutz,NOUN,Klimaschutz
hatte,AUX,haben
bereits,ADV,bereits
in,ADP,in
einer,DET,ein
Pressemitteilung,NOUN,Pressemitteilung
vom,ADP,von
16.,ADJ,16.
Juni,NOUN,Juni
2022,NUM,2022
(,PUNCT,--
