Token,PoS,Lemma
Aktualisiert,NOUN,Aktualisiert
am,ADP,an
24.02.,NOUN,24.02.
-,PUNCT,--
Presse-,X,Presse
und,CCONJ,und
Fototermin,NOUN,Fototermin
:,PUNCT,--
3.,ADV,3.
Berliner,ADJ,Berliner
Europa-Forum,NOUN,Europa-Forum
am,ADP,an
25.,ADJ,25.
/,PUNCT,--
26.,ADJ,26.
02.,ADJ,02.
mit,ADP,mit
Marzahn-Hellersdorfer,NOUN,Marzahn-Hellersdorfer
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürgern,NOUN,Bürger
im,ADP,in
Berliner,ADJ,Berliner
Rathaus,NOUN,Rathaus
"
",SPACE,"
"
Das,DET,der
3.,ADJ,3.
Berliner,ADJ,Berliner
Europa-Forum,NOUN,Europa-Forum
findet,VERB,finden
am,ADP,an
25.,ADJ,25.
und,CCONJ,und
26.,ADJ,26.
Februar,NOUN,Februar
mit,ADP,mit
Marzahn-Hellersdorfer,NOUN,Marzahn-Hellersdorfer
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürgern,NOUN,Bürger
im,ADP,in
Berliner,ADJ,Berliner
Rathaus,NOUN,Rathaus
statt,ADV,statt
.,PUNCT,--
Die,DET,der
repräsentativ,ADV,repräsentativ
(,PUNCT,--
nach,ADP,nach
Zufallsprinzip,NOUN,Zufallsprinzip
),PUNCT,--
ausgewählten,VERB,auswählten
und,CCONJ,und
eingeladenen,ADJ,eingeladen
Bürger,NOUN,Bürger
/,PUNCT,--
innen,ADV,innen
werden,AUX,werden
beim,ADP,bei
Europa-Forum,NOUN,Europa-Forum
in,ADP,in
die,DET,der
europapolitische,ADJ,europapolitisch
Meinungsbildung,NOUN,Meinungsbildung
einbezogen,VERB,einbeziehen
und,CCONJ,und
können,AUX,können
ihre,DET,ihr
konkreten,ADJ,konkret
Wünsche,NOUN,Wunsch
",",PUNCT,--
Forderungen,NOUN,Forderung
und,CCONJ,und
Kritikpunkte,NOUN,Kritikpunkt
in,ADP,in
einer,DET,ein
gemeinsam,ADV,gemeinsam
erarbeiteten,ADJ,erarbeitet
Bürgererklärung,NOUN,Bürgererklärung
zusammenfassen,VERB,zusammenfassen
",",PUNCT,--
die,PRON,der
zum,ADP,zu
Abschluss,NOUN,Abschluss
des,DET,der
Forums,NOUN,Forum
der,DET,der
Bezirksbürgermeisterin,NOUN,Bezirksbürgermeisterin
oder,CCONJ,oder
einer,DET,ein
/,PUNCT,--
m,X,m
Vertreter,NOUN,Vertreter
/,PUNCT,--
in,ADP,in
des,DET,der
Bezirksamtes,NOUN,Bezirksamt
persönlich,ADV,persönlich
übergeben,VERB,übergeben
wird,AUX,werden
.,PUNCT,--
Berliner,ADJ,Berliner
Europapolitiker,NOUN,Europapolitiker
/,PUNCT,--
innen,ADV,innen
aus,ADP,aus
dem,DET,der
Europäischen,ADJ,europäisch
Parlament,NOUN,Parlament
",",PUNCT,--
dem,DET,der
Bundestag,NOUN,Bundestag
und,CCONJ,und
dem,DET,der
Abgeordnetenhaus,NOUN,Abgeordnetenhaus
werden,AUX,werden
ebenfalls,ADV,ebenfalls
schriftlich,ADV,schriftlich
über,ADP,über
den,DET,der
