Token,PoS,Lemma
TROSTLOSE,PROPN,TROSTLOSE
TROSTFRAUEN,PROPN,TROSTFRAUEN
"
",SPACE,"
"
Lichtenbergs,PROPN,Lichtenberg
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Michael,PROPN,Michael
Grunst,PROPN,Grunst
lädt,VERB,laden
herzlich,ADV,herzlich
zur,ADP,zu
Eröffnung,NOUN,Eröffnung
der,DET,der
Ausstellung,NOUN,Ausstellung
„,PUNCT,--
Trostlose,ADJ,Trostlose
Trostfrauen,NOUN,Trostfraue
“,PUNCT,--
mit,ADP,mit
Arbeiten,NOUN,Arbeit
von,ADP,von
Sun,PROPN,Sun
Cheol,PROPN,Cheol
Kwun,PROPN,Kwun
",",PUNCT,--
Sehong,PROPN,Sehong
Ahn,PROPN,Ahn
",",PUNCT,--
Yeon,PROPN,Yeon
Bok,PROPN,Bok
You,PROPN,You
",",PUNCT,--
Kwang,NOUN,Kwang
Lee,PROPN,Lee
",",PUNCT,--
Ji-Hyun,PROPN,Ji-Hyun
Lee,PROPN,Lee
",",PUNCT,--
Seung,PROPN,Seung
Kyu,PROPN,Kyu
Jung,PROPN,Jung
",",PUNCT,--
kate-hers,PROPN,kate-hers
RHEE,PROPN,RHEE
",",PUNCT,--
Seulki,PROPN,Seulki
Han,PROPN,Han
",",PUNCT,--
Hyundeok,PROPN,Hyundeok
Hwang,PROPN,Hwang
ein,ADV,ein
.,PUNCT,--
Zur,ADP,zu
Vernissage,NOUN,Vernissage
am,ADP,an
Dienstag,NOUN,Dienstag
",",PUNCT,--
8.,ADJ,8.
Mai,NOUN,Mai
",",PUNCT,--
um,ADP,um
19,NUM,19
Uhr,NOUN,Uhr
sprechen,VERB,sprechen
Prof.,NOUN,Prof.
Godula,PROPN,Godula
Kosack,PROPN,Kosack
",",PUNCT,--
Vorstandsvorsitzende,NOUN,Vorstandsvorsitzender
„,PUNCT,--
Terre,NOUN,Terre
des,DET,der
Femmes,NOUN,Femm
–,PUNCT,--
Menschenrechte,NOUN,Menschenrecht
für,ADP,für
die,DET,der
Frau,NOUN,Frau
e.V.,X,e.V.
“,PUNCT,--
und,CCONJ,und
Kwang,NOUN,Kwang
Lee,PROPN,Lee
",",PUNCT,--
Künstlerin,NOUN,Künstlerin
",",PUNCT,--
