Token,PoS,Lemma
Straßenbauarbeiten,NOUN,Straßenbauarbeit
in,ADP,in
der,DET,der
Lückstraße,NOUN,Lückstraße
"
",SPACE,"
"
Aufgrund,ADP,aufgrund
von,ADP,von
Straßenbauarbeiten,NOUN,Straßenbauarbeit
kommt,VERB,kommen
es,PRON,es
ab,ADP,ab
Montag,NOUN,Montag
",",PUNCT,--
7.,ADJ,7.
August,NOUN,August
bis,ADP,bis
voraussichtlich,ADV,voraussichtlich
Freitag,NOUN,Freitag
",",PUNCT,--
11.,ADJ,11.
August,NOUN,August
2023,NUM,2023
zu,ADP,zu
Verkehrseinschränkungen,NOUN,Verkehrseinschränkung
in,ADP,in
der,DET,der
Lückstraße,NOUN,Lückstraße
in,ADP,in
10317,NUM,10317
Berlin-Lichtenberg,PROPN,Berlin-Lichtenberg
.,PUNCT,--
Für,ADP,für
die,DET,der
Erneuerung,NOUN,Erneuerung
der,DET,der
Fahrbahndeckschicht,NOUN,Fahrbahndeckschicht
muss,ADV,muss
die,DET,der
Lückstraße,NOUN,Lückstraße
zwischen,ADP,zwischen
Giselastraße,PROPN,Giselastraße
und,CCONJ,und
Weitlingstraße,NOUN,Weitlingstraße
in,ADP,in
Fahrtrichtung,NOUN,Fahrtrichtung
Osten,NOUN,Osten
(,PUNCT,--
Sewanstraße,NOUN,Sewanstraße
),PUNCT,--
komplett,ADV,komplett
gesperrt,VERB,sperren
werden,AUX,werden
.,PUNCT,--
Eine,DET,ein
Umleitung,NOUN,Umleitung
wird,AUX,werden
ausgeschildert,VERB,ausschildern
",",PUNCT,--
das,DET,der
Abbiegen,NOUN,Abbieg
in,ADP,in
die,DET,der
Giselastraße,PROPN,Giselastraße
ist,AUX,sein
möglich,ADV,möglich
.,PUNCT,--
Auch,ADV,auch
der,DET,der
Radverkehr,NOUN,Radverkehr
ist,AUX,sein
von,ADP,von
den,DET,der
Einschränkungen,NOUN,Einschränkung
betroffen,VERB,betreffen
.,PUNCT,--
Verkehrsteilnehmende,NOUN,verkehrsteilnehmende
werden,AUX,werden
gebeten,VERB,bitten
",",PUNCT,--
sich,PRON,sich
auf,ADP,auf
die,DET,der
veränderte,ADJ,verändert
Verkehrssituation,NOUN,Verkehrssituation
einzustellen,VERB,einstellen
und,CCONJ,und
die,DET,der
Baustelle,NOUN,Baustelle
mit,ADP,mit
besonderer,ADJ,besonderer
Aufmerksamkeit,NOUN,Aufmerksamkeit
zu,PART,zu
passieren,VERB,passieren
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
:,PUNCT,--
Bezirksamt,ADP,bezirksamt
Lichtenberg,PROPN,Lichtenberg
von,ADP,von
Berlin,PROPN,Berlin
Büro,NOUN,Büro
der,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Verkehr,NOUN,Verkehr
",",PUNCT,--
Grünflächen,NOUN,Grünfläche
",",PUNCT,--
Ordnung,NOUN,Ordnung
",",PUNCT,--
Umwelt,NOUN,Umwelt
und,CCONJ,und
Naturschutz,NOUN,Naturschutz
Tel.,NOUN,Tel.
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90296,NUM,90296
-,PUNCT,-
4201,NUM,4201
E-Mail,NOUN,E-Mail
