Token,PoS,Lemma
Bau,NOUN,Bau
des,DET,der
Spreeradweges,NOUN,Spreeradweg
in,ADP,in
Berlin,PROPN,Berlin
Mitte,NOUN,Mitte
im,ADP,in
Abschnitt,NOUN,Abschnitt
Paulstraße,PROPN,Paulstraße
/,PUNCT,--
Lutherbrücke,NOUN,Lutherbrücke
bis,ADP,bis
zur,ADP,zu
Bezirksgrenze,NOUN,Bezirksgrenze
Charlottenburg-Wilmersdorf,PROPN,Charlottenburg-Wilmersdorf
"
",SPACE,"
"
Die,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Ordnung,NOUN,Ordnung
",",PUNCT,--
Umwelt,NOUN,Umwelt
",",PUNCT,--
Natur,NOUN,Natur
",",PUNCT,--
Straßen,NOUN,Straße
und,CCONJ,und
Grünflächen,NOUN,Grünfläche
",",PUNCT,--
Dr.,NOUN,Dr.
Almut,PROPN,Almut
Neumann,PROPN,Neumann
",",PUNCT,--
informiert,VERB,informieren
:,PUNCT,--
Das,DET,der
Bezirksamt,NOUN,Bezirksamt
Mitte,NOUN,Mitte
von,ADP,von
Berlin,PROPN,Berlin
wird,AUX,werden
im,ADP,in
Februar,NOUN,Februar
mit,ADP,mit
der,DET,der
Herstellung,NOUN,Herstellung
des,DET,der
Spreeradweges,NOUN,Spreeradweg
in,ADP,in
Berlin-Mitte,PROPN,Berlin-Mitte
beginnen,VERB,beginnen
.,PUNCT,--
Im,ADP,in
Rahmen,NOUN,Rahmen
des,DET,der
durch,ADP,durch
den,DET,der
Berliner,ADJ,Berliner
Senat,NOUN,Senat
verabschiedeten,ADJ,verabschiedet
Radwegeprogramms,NOUN,Radwegeprogramm
soll,AUX,sollen
der,DET,der
ca.,ADV,ca.
"1,9",NUM,"1,9"
km,NOUN,km
lange,ADJ,lang
Teilabschnitt,NOUN,Teilabschnitt
des,DET,der
überregional,ADV,überregional
bedeutsamen,ADJ,bedeutsam
Spree-Radwegs,NOUN,Spree-Radweg
für,ADP,für
