Token,PoS,Lemma
Fußgängerin,NOUN,Fußgängerin
von,ADP,von
Auto,NOUN,Auto
erfasst,VERB,erfasst
und,CCONJ,und
lebensgefährlich,ADV,lebensgefährlich
verletzt,VERB,verletzen
"
",SPACE,"
"
Nr.,NOUN,Nr.
1270,NUM,1270
Lebensgefährliche,ADJ,lebensgefährlich
Verletzungen,NOUN,Verletzung
erlitt,VERB,erleiden
eine,DET,ein
Fußgängerin,NOUN,Fußgängerin
in,ADP,in
der,DET,der
vergangenen,ADJ,vergangen
Nacht,NOUN,Nacht
bei,ADP,bei
einem,DET,ein
Verkehrsunfall,NOUN,Verkehrsunfall
in,ADP,in
Schöneberg,PROPN,Schöneberg
.,PUNCT,--
Bisherigen,ADJ,Bisherig
Erkenntnissen,NOUN,Erkenntnis
zufolge,ADP,zufolge
fuhr,VERB,fahren
ein,DET,ein
30-jähriger,ADJ,30-jährig
Fahrer,NOUN,Fahrer
eines,DET,ein
Mercedes,NOUN,Merced
in,ADP,in
der,DET,der
Potsdamer,ADJ,Potsdamer
Straße,NOUN,Straße
in,ADP,in
Richtung,NOUN,Richtung
Hauptstraße,NOUN,Hauptstraße
.,PUNCT,--
Zeugen,NOUN,Zeuge
berichteten,VERB,berichten
",",PUNCT,--
dass,SCONJ,dass
die,DET,der
63-jährige,ADJ,63-jährig
Fußgängerin,NOUN,Fußgängerin
gegen,ADP,gegen
0.20,NUM,0.20
Uhr,NOUN,Uhr
bei,ADP,bei
Rot,NOUN,rote
die,DET,der
Kreuzung,NOUN,Kreuzung
Grunewald-/Haupt-,NOUN,Grunewald-/Haupt-
und,CCONJ,und
Langenscheidtstraße,NOUN,Langenscheidtstraße
überquert,VERB,überqueren
und,CCONJ,und
von,ADP,von
dem,DET,der
Autofahrer,NOUN,Autofahrer
erfasst,VERB,erfasst
worden,AUX,werden
sein,AUX,sein
soll,AUX,sollen
.,PUNCT,--
Die,DET,der
Frau,NOUN,Frau
wurde,AUX,werden
nach,ADP,nach
dem,DET,der
Aufprall,NOUN,Aufprall
auf,ADP,auf
die,DET,der
Fahrbahn,NOUN,Fahrbahn
geschleudert,VERB,schleudern
und,CCONJ,und
dabei,ADV,dabei
lebensgefährlich,ADV,lebensgefährlich
verletzt,VERB,verletzen
.,PUNCT,--
Sie,PRON,sie
kam,VERB,kommen
mit,ADP,mit
einem,DET,ein
Rettungswagen,NOUN,Rettungswag
zur,ADP,zu
stationären,ADJ,stationär
Behandlung,NOUN,Behandlung
in,ADP,in
eine,DET,ein
Klinik,NOUN,Klinik
.,PUNCT,--
Der,DET,der
Verkehrsermittlungsdienst,NOUN,Verkehrsermittlungsdienst
der,DET,der
Polizeidirektion,NOUN,Polizeidirektion
4,NUM,4
führt,VERB,führen
die,DET,der
Ermittlungen,NOUN,Ermittlung
zum,ADP,zu
genauen,ADJ,genau
Unfallhergang,NOUN,Unfallhergang
.,PUNCT,--
