Token,PoS,Lemma
8.,ADJ,8.
Kunstmarkt,NOUN,Kunstmarkt
der,DET,der
Generationen,NOUN,Generation
:,PUNCT,--
Am,ADP,an
24.06.2023,ADV,24.06.2023
im,ADP,in
Schlosspark,NOUN,Schlosspark
Lichterfelde,NOUN,Lichterfelde
"
",SPACE,"
"
Einmal,ADV,einmal
im,ADP,in
Jahr,NOUN,Jahr
verlässt,VERB,verlässen
der,DET,der
Schlosspark,NOUN,Schlosspark
Lichterfelde,NOUN,Lichterfelde
sein,DET,sein
beschauliches,ADJ,beschaulich
Dasein,NOUN,Dasein
als,ADP,als
Freizeit-,X,Freizeit
und,CCONJ,und
Erholungsfläche,NOUN,Erholungsfläch
.,PUNCT,--
An,ADP,an
80,NUM,80
Marktständen,NOUN,Marktstände
präsentieren,ADJ,präsentieren
Künstlerinnen,NOUN,Künstlerinn
und,CCONJ,und
Künstler,NOUN,Künstler
sowie,CCONJ,sowie
Kunsthandwerkerinnen,NOUN,Kunsthandwerkerin
und,CCONJ,und
Kunsthandwerker,NOUN,Kunsthandwerker
was,PRON,was
in,ADP,in
ihren,DET,ihr
Ateliers,NOUN,Atelier
",",PUNCT,--
Werkstätten,NOUN,Werkstatt
und,CCONJ,und
Arbeitszimmern,NOUN,Arbeitszimmer
entstanden,VERB,entstehen
ist,AUX,sein
.,PUNCT,--
Der,DET,der
nun,ADV,nun
8.,ADJ,8.
Kunstmarkt,NOUN,Kunstmarkt
der,DET,der
Generationen,NOUN,Generation
findet,VERB,finden
am,ADP,an
24.,ADJ,24.
Juni,NOUN,Juni
2023,NUM,2023
von,ADP,von
12:00,NUM,12:00
bis,ADP,bis
18:00,ADJ,18:00
Uhr,NOUN,Uhr
statt,ADV,statt
.,PUNCT,--
Die,DET,der
Palette,NOUN,Palette
der,DET,der
angebotenen,ADJ,angeboten
Waren,NOUN,Ware
ist,AUX,sein
vielfältig,ADV,vielfältig
.,PUNCT,--
Malerei,NOUN,Malerei
",",PUNCT,--
handgearbeitete,ADJ,handgearbeitet
Kerzen,NOUN,Kerze
",",PUNCT,--
Figuren,NOUN,Figur
aus,ADP,aus
verschiedenen,ADJ,verschieden
