Token,PoS,Lemma
„,PUNCT,--
Gute,ADJ,gut
Zeiten,NOUN,Zeit
",",PUNCT,--
schlechte,ADJ,schlecht
Zeiten,NOUN,Zeit
:,PUNCT,--
Welche,DET,welcher
Themen,NOUN,Thema
bestimmen,VERB,bestimmen
die,DET,der
Europawahl,NOUN,Europawahl
2024,NUM,2024
?,PUNCT,--
“,PUNCT,--
"
",SPACE,"
"
Frieden,NOUN,Frieden
",",PUNCT,--
Freiheit,NOUN,Freiheit
und,CCONJ,und
Demokratie,NOUN,Demokratie
–,PUNCT,--
Grundpfeiler,NOUN,Grundpfeiler
der,DET,der
Europäischen,ADJ,europäisch
Union,NOUN,Union
(,PUNCT,--
EU,PROPN,EU
),PUNCT,--
sind,AUX,sein
ins,ADP,in
Wanken,NOUN,wanken
geraten,VERB,geraten
.,PUNCT,--
Mehr,ADV,mehr
denn,ADP,denn
je,ADV,je
muss,ADV,muss
die,DET,der
EU,PROPN,EU
ihre,DET,ihr
Werte,NOUN,Wert
nach,ADP,nach
außen,ADV,außen
und,CCONJ,und
nach,ADP,nach
innen,ADV,innen
verteidigen,VERB,verteidigen
",",PUNCT,--
wahrlich,ADV,wahrlich
herausfordernde,ADJ,herausfordernd
Zeiten,NOUN,Zeit
für,ADP,für
Europa,PROPN,Europa
.,PUNCT,--
Die,DET,der
Zusammensetzung,NOUN,Zusammensetzung
des,DET,der
neuen,ADJ,neu
EU-Parlaments,NOUN,EU-Parlament
bestimmt,VERB,bestimmen
",",PUNCT,--
wer,PRON,wer
Europas,PROPN,Europa
Zukunft,NOUN,Zukunft
mitgestaltet,VERB,mitgestalten
und,CCONJ,und
in,ADP,in
welche,DET,welcher
Richtung,NOUN,Richtung
sich,PRON,sich
die,DET,der
EU,PROPN,EU
und,CCONJ,und
ihre,DET,ihr
Mitgliedstaaten,NOUN,Mitgliedstaat
bewegen,VERB,bewegen
.,PUNCT,--
Wichtige,ADJ,wichtig
Themen,NOUN,Thema
wie,ADP,wie
Verteidigung,NOUN,Verteidigung
",",PUNCT,--
Migration,NOUN,Migration
",",PUNCT,--
Klimaschutz,NOUN,Klimaschutz
und,CCONJ,und
sozialer,ADJ,sozial
Zusammenhalt,NOUN,Zusammenhalt
erfordern,VERB,erfordern
europäisches,ADJ,europäisch
Handeln,NOUN,handeln
.,PUNCT,--
Was,PRON,was
für,ADP,für
einen,DET,ein
Kurs,NOUN,Kurs
das,DET,der
Europäische,ADJ,europäisch
Parlament,NOUN,Parlament
wählt,VERB,wählen
",",PUNCT,--
wirkt,VERB,wirken
sich,PRON,sich
auch,ADV,auch
auf,ADP,auf
kommunaler,ADJ,kommunal
Ebene,NOUN,Ebene
aus,ADP,aus
–,PUNCT,-
und,CCONJ,und
damit,ADV,damit
auf,ADP,auf
Berlin,PROPN,Berlin
und,CCONJ,und
seine,DET,sein
Bezirke,NOUN,Bezirk
.,PUNCT,--
Umso,ADV,umso
wichtiger,ADV,wichtig
ist,AUX,sein
eine,DET,ein
starke,ADJ,stark
Beteiligung,NOUN,Beteiligung
an,ADP,an
der,DET,der
Europawahl,NOUN,Europawahl
am,ADP,an
9.,ADJ,9.
Juni,NOUN,Juni
2024.,PUNCT,2024.
Im,ADP,in
Gespräch,NOUN,Gespräch
mit,ADP,mit
Berliner,ADJ,Berliner
Spitzenkandidat_innen,NOUN,Spitzenkandidat_innen
möchten,AUX,möchten
wir,PRON,wir
gemeinsam,ADV,gemeinsam
herausfinden,VERB,herausfinden
",",PUNCT,--
was,PRON,wer
auf,ADP,auf
dem,DET,der
Spiel,NOUN,Spiel
steht,VERB,stehen
",",PUNCT,--
welche,PRON,welcher
die,DET,der
zentralen,ADJ,zentral
Themen,NOUN,Thema
der,DET,der
Europawahl,NOUN,Europawahl
sind,AUX,sein
und,CCONJ,und
was,PRON,was
für,ADP,für
Ideen,NOUN,Idee
die,DET,der
Politiker_innen,PUNCT,Politiker_innen
mitbringen,VERB,mitbringen
",",PUNCT,--
um,SCONJ,um
den,DET,der
aktuellen,ADJ,aktuell
Herausforderungen,NOUN,Herausforderung
zu,PART,zu
begegnen,VERB,begegnen
.,PUNCT,--
Ein,DET,ein
Zusammenkommen,NOUN,Zusammenkommen
im,ADP,in
Fishbowl-Format,NOUN,Fishbowl-Format
lädt,VERB,laden
Gäste,NOUN,Gast
dazu,ADV,dazu
ein,ADV,ein
",",PUNCT,--
sich,PRON,sich
aktiv,ADV,aktiv
an,ADP,an
der,DET,der
Diskussion,NOUN,Diskussion
zu,PART,zu
beteiligen,VERB,beteiligen
.,PUNCT,--
