Token,PoS,Lemma
Einschränkungen,NOUN,Einschränkung
bei,ADP,bei
den,DET,der
Sprechstunden,NOUN,Sprechstunde
des,DET,der
Jugendamtes,NOUN,Jugendamt
Mitte,NOUN,Mitte
am,ADP,an
30.10.2018,ADV,30.10.2018
"
",SPACE,"
"
Der,DET,der
Bezirksstadtrat,NOUN,Bezirksstadtrat
für,ADP,für
Schule,NOUN,Schule
",",PUNCT,--
Sport,NOUN,Sport
und,CCONJ,und
Facility,PROPN,Facility
Management,PROPN,Management
",",PUNCT,--
Carsten,PROPN,Carsten
Spallek,PROPN,Spallek
",",PUNCT,--
informiert,VERB,informieren
:,PUNCT,--
Aufgrund,ADP,aufgrund
von,ADP,von
anhaltenden,ADJ,anhaltend
technischen,ADJ,technisch
Problemen,NOUN,Problem
bei,ADP,bei
den,DET,der
Aufzügen,NOUN,Aufzüg
in,ADP,in
der,DET,der
Karl-Marx-Allee,NOUN,Karl-Marx-Allee
31,NUM,31
",",PUNCT,--
Rathaus,NOUN,Rathaus
Mitte,NOUN,Mitte
",",PUNCT,--
sind,AUX,sein
die,DET,der
Sprechstunden,NOUN,Sprechstunde
der,DET,der
Bereiche,NOUN,Bereich
Elterngeld,NOUN,Elterngeld
",",PUNCT,--
Unterhaltsvorschuss,PROPN,Unterhaltsvorschuss
",",PUNCT,--
Regionaler,PROPN,Regionaler
Sozialdienst,PROPN,Sozialdienst
und,CCONJ,und
Kitagutscheinstelle,NOUN,Kitagutscheinstelle
nur,ADV,nur
eingeschränkt,ADV,eingeschränkt
erreichbar,ADV,erreichbar
.,PUNCT,--
Vorübergehend,ADV,vorübergehend
sind,AUX,sein
maximal,ADV,maximal
2,NUM,2
von,ADP,von
4,NUM,4
Aufzügen,NOUN,Aufzüg
betriebsbereit,ADV,Betriebsbereit
",",PUNCT,--
weshalb,SCONJ,weshalb
es,PRON,es
zu,ADP,zu
Schwierigkeiten,NOUN,Schwierigkeit
bei,ADP,bei
der,DET,der
Erreichbarkeit,NOUN,Erreichbarkeit
der,DET,der
Sprechstunden,NOUN,Sprechstunde
kommen,VERB,kommen
wird,AUX,werden
.,PUNCT,--
In,ADP,in
Folge,NOUN,Folge
dessen,PRON,der
ist,AUX,sein
mit,ADP,mit
deutlich,ADV,deutlich
längeren,ADJ,lang
Wartezeiten,NOUN,Wartezeit
vor,ADP,vor
den,DET,der
Fahrstühlen,NOUN,Fahrstühl
zu,PART,zu
rechnen,VERB,rechnen
.,PUNCT,--
Das,DET,der
Bezirksamt,NOUN,Bezirksamt
Mitte,NOUN,Mitte
bedauert,VERB,bedauern
diesen,DET,dieser
Zustand,NOUN,Zustand
",",PUNCT,--
bemüht,VERB,bemühen
sich,PRON,sich
um,ADP,um
eine,DET,ein
zeitnahe,ADJ,zeitnah
Lösung,NOUN,Lösung
der,DET,der
Probleme,NOUN,Problem
und,CCONJ,und
bittet,VERB,bitten
die,DET,der
Betroffenen,NOUN,betroffener
hierfür,ADV,hierfür
um,ADP,um
Entschuldigung,NOUN,Entschuldigung
.,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
Bezirksamt,ADP,Bezirksamt
Mitte,NOUN,Mitte
",",PUNCT,--
Bezirksstadtrat,NOUN,Bezirksstadtrat
Carsten,PROPN,Carsten
Spallek,PROPN,Spallek
",",PUNCT,--
Tel.,NOUN,Tel.
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
9018,NUM,9018
-,NUM,-
33900,NUM,33900
