Token,PoS,Lemma
Einladung,NOUN,Einladung
zur,ADP,zu
Abschlussveranstaltung,NOUN,Abschlussveranstaltung
der,DET,der
5.,ADJ,5.
Strategiekonferenz,NOUN,Strategiekonferenz
zur,ADP,zu
Wohnungslosenhilfe,NOUN,Wohnungslosenhilfe
"
",SPACE,"
"
Die,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Integration,NOUN,Integration
",",PUNCT,--
Arbeit,NOUN,Arbeit
und,CCONJ,und
Soziales,NOUN,Soziale
teilt,VERB,teilen
mit,ADP,mit
:,PUNCT,--
Zum,ADP,zu
5.,ADJ,5.
Mal,NOUN,Mal
haben,AUX,haben
sich,PRON,sich
in,ADP,in
den,DET,der
vergangenen,ADJ,vergangen
sieben,NUM,sieben
Tagen,NOUN,Tag
engagierte,ADJ,engagiert
Fachleute,NOUN,Fachleute
der,DET,der
Wohnungslosenhilfe,NOUN,Wohnungslosenhilfe
",",PUNCT,--
Sozialarbeitende,NOUN,sozialarbeitend
",",PUNCT,--
obdachlose,ADJ,obdachlos
Menschen,NOUN,Mensch
",",PUNCT,--
Wissenschaftlerinnen,NOUN,Wissenschaftlerinn
und,CCONJ,und
Wissenschaftler,NOUN,Wissenschaftler
sowie,CCONJ,sowie
Politikerinnen,NOUN,Politikerin
und,CCONJ,und
Politiker,NOUN,Politiker
zur,ADP,zu
Berliner,ADJ,Berliner
Strategiekonferenz,NOUN,Strategiekonferenz
zur,ADP,zu
Wohnungslosenhilfe,NOUN,Wohnungslosenhilfe
getroffen,VERB,treffen
",",PUNCT,--
die,PRON,der
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
coronabedingt,VERB,coronabedingen
als,ADP,als
Online-Konferenz,NOUN,Online-Konferenz
stattgefunden,VERB,stattfinden
hat,AUX,haben
.,PUNCT,--
Rückblick-Zwischenstand-Ausblick,NOUN,Rückblick-Zwischenstand-Ausblick
–,PUNCT,--
so,ADV,so
lautete,VERB,lauten
das,DET,der
Motto,NOUN,Motto
der,DET,der
Konferenz,NOUN,Konferenz
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
.,PUNCT,--
In,ADP,in
Gesprächsrunden,NOUN,Gesprächsrunde
und,CCONJ,und
täglichen,ADJ,täglich
Websessions,NOUN,Websession
ging,VERB,gehen
es,PRON,es
darum,ADV,darum
",",PUNCT,--
Bilanz,NOUN,Bilanz
zu,PART,zu
ziehen,VERB,ziehen
und,CCONJ,und
einen,DET,ein
Ausblick,NOUN,Ausblick
auf,ADP,auf
die,DET,der
kommenden,ADJ,kommend
Jahre,NOUN,Jahr
zu,PART,zu
geben,VERB,geben
.,PUNCT,--
Bei,ADP,bei
der,DET,der
Konferenz,NOUN,Konferenz
ging,VERB,gehen
es,PRON,es
um,ADP,um
Projekte,NOUN,Projekt
wie,ADP,wie
Safe,NOUN,Safe
Places,PROPN,Place
",",PUNCT,--
die,DET,der
nächste,ADJ,nächster
Obdachlosenzählung,NOUN,Obdachlosenzählung
im,ADP,in
Jahr,NOUN,Jahr
2022,NUM,2022
",",PUNCT,--
EU-Bürgerinnen,NOUN,EU-Bürgerinn
und,CCONJ,und
EU-Bürger,NOUN,EU-Bürger
in,ADP,in
der,DET,der
Wohnungslosenhilfe,NOUN,Wohnungslosenhilfe
",",PUNCT,--
den,DET,der
Schutz,NOUN,Schutz
obdachloser,ADJ,obdachlos
Menschen,NOUN,Mensch
vor,ADP,vor
Covid19,NOUN,Covid19
",",PUNCT,--
soziales,ADJ,sozial
Wohnraummanagement,NOUN,Wohnraummanagement
",",PUNCT,--
Prävention,NOUN,Prävention
von,ADP,von
Wohnraumverlust,NOUN,Wohnraumverlust
",",PUNCT,--
medizinische,ADJ,medizinisch
Versorgung,NOUN,Versorgung
und,CCONJ,und
die,DET,der
gesamtstädtische,ADJ,gesamtstädtisch
Steuerung,NOUN,Steuerung
der,DET,der
Unterbringung,NOUN,Unterbringung
(,PUNCT,--
GSTU,NOUN,GSTU
),PUNCT,--
.,PUNCT,--
Die,DET,der
zentrale,ADJ,zentral
Frage,NOUN,Frage
lautet,VERB,lauten
:,PUNCT,--
Was,PRON,was
muss,ADV,muss
getan,VERB,tun
werden,AUX,werden
",",PUNCT,--
damit,SCONJ,damit
Berlin,PROPN,Berlin
das,DET,der
von,ADP,von
der,DET,der
EU,PROPN,EU
formulierte,ADJ,formuliert
Ziel,NOUN,Ziel
erreicht,VERB,erreichen
",",PUNCT,--
Obdachlosigkeit,NOUN,Obdachlosigkeit
bis,ADP,bis
zum,ADP,zu
Jahr,NOUN,Jahr
2030,NUM,2030
zu,PART,zu
beenden,VERB,beenden
?,PUNCT,--
Auf,ADP,auf
der,DET,der
Abschlussveranstaltung,NOUN,Abschlussveranstaltung
am,ADP,an
Dienstag,NOUN,Dienstag
",",PUNCT,--
8.,ADJ,8.
Juni,NOUN,Juni
2021,NUM,2021
(,PUNCT,--
ab,ADP,ab
17,NUM,17
bis,CCONJ,bis
ca.,ADV,ca.
19,NUM,19
Uhr,NOUN,Uhr
),PUNCT,--
ziehen,VERB,ziehen
die,DET,der
Teilnehmenden,NOUN,Teilnehmende
ein,DET,ein
Fazit,NOUN,Fazit
der,DET,der
Konferenz,NOUN,Konferenz
und,CCONJ,und
richten,VERB,richten
den,DET,der
Blick,NOUN,Blick
auf,ADP,auf
die,DET,der
Weiterentwicklung,NOUN,Weiterentwicklung
der,DET,der
Wohnungslosenhilfe,NOUN,Wohnungslosenhilfe
in,ADP,in
den,DET,der
nächsten,ADJ,nächster
Jahren,NOUN,Jahr
.,PUNCT,--
Es,PRON,es
geht,VERB,gehen
dabei,ADV,dabei
auch,ADV,auch
um,ADP,um
das,DET,der
aus,ADP,aus
Finnland,PROPN,Finnland
stammende,ADJ,stammend
Modell,NOUN,Modell
von,ADP,von
Housing,X,Housing
First,PROPN,First
und,CCONJ,und
Ideen,NOUN,Idee
für,ADP,für
einen,DET,ein
Masterplan,NOUN,Masterplan
zur,ADP,zu
Abschaffung,NOUN,Abschaffung
der,DET,der
Obdachlosigkeit,NOUN,Obdachlosigkeit
in,ADP,in
der,DET,der
Stadt,NOUN,Stadt
.,PUNCT,--
An,ADP,an
der,DET,der
Abschlussveranstaltung,NOUN,Abschlussveranstaltung
nehmen,VERB,nehmen
teil,ADV,teil
:,PUNCT,--
Elke,PROPN,Elke
Breitenbach,PROPN,Breitenbach
",",PUNCT,--
Senatorin,NOUN,Senatorin
für,ADP,für
Integration,NOUN,Integration
",",PUNCT,--
Arbeit,NOUN,Arbeit
und,CCONJ,und
Soziales,NOUN,Sozial
Juha,PROPN,Juha
Kaakinen,NOUN,Kaakine
",",PUNCT,--
Geschäftsführer,NOUN,Geschäftsführer
der,DET,der
Y-Foundation,NOUN,Y-Foundation
in,ADP,in
Finnland,PROPN,Finnland
Prof.,NOUN,Prof.
