Token,PoS,Lemma
Jugendförderverein,NOUN,jugendförderverein
des,DET,der
BFC,PROPN,BFC
Alemania,PROPN,Alemania
1890,NUM,1890
veranstaltet,VERB,veranstalten
buntes,ADJ,bunt
Fest,NOUN,Fest
mit,ADP,mit
hunderten,ADJ,hundert
Gästen,NOUN,Gast
"
",SPACE,"
"
Unterm,ADP,unterm
Motto,NOUN,Motto
„,PUNCT,--
Sport,NOUN,Sport
und,CCONJ,und
Spaß,NOUN,Spaß
für,ADP,für
die,DET,der
ganze,ADJ,ganz
Familie,NOUN,Familie
“,PUNCT,--
feierten,VERB,feiern
Mitglieder,NOUN,Mitglied
und,CCONJ,und
Gäste,NOUN,Gast
am,ADP,an
Montag,NOUN,Montag
auf,ADP,auf
dem,DET,der
Sportplatz,NOUN,Sportplatz
an,ADP,an
der,DET,der
Ollenhauerstraße,PROPN,Ollenhauerstraße
.,PUNCT,--
Vor,ADP,vor
allem,PRON,alle
die,DET,der
Kinder,NOUN,Kind
und,CCONJ,und
Jugendlichen,NOUN,jugendliche
hatten,AUX,haben
viel,DET,viel
Spaß,NOUN,Spaß
an,ADP,an
den,DET,der
abwechslungsreichen,ADJ,abwechslungsreich
Spiel-,X,Spiel
und,CCONJ,und
Sportstationen,NOUN,Sportstatione
.,PUNCT,--
Wer,PRON,wer
von,ADP,von
den,DET,der
Erwachsenen,NOUN,erwachsene
dann,ADV,dann
doch,ADV,doch
nicht,PART,nicht
auf,ADP,auf
die,DET,der
Hüpfburg,PROPN,Hüpfburg
oder,CCONJ,oder
in,ADP,in
die,DET,der
Bubble-Balls,PROPN,Bubble-Ball
wollte,VERB,wollen
",",PUNCT,--
konnte,AUX,können
sich,PRON,sich
bei,ADP,bei
Live-Musik,NOUN,Live-Musik
und,CCONJ,und
Grillwurst,NOUN,Grillwurst
auch,ADV,auch
anders,ADV,anders
amüsieren,VERB,amüsieren
.,PUNCT,--
Mit,ADP,mit
dabei,ADV,dabei
waren,AUX,sein
Bezirksbürgermeisterin,NOUN,Bezirksbürgermeisterin
Emine,PROPN,Emine
Demirbüken-Wegner,PROPN,Demirbüken-Wegner
und,CCONJ,und
Sportstadtrat,NOUN,Sportstadtrat
Harald,PROPN,Harald
Muschner,PROPN,Muschner
(,PUNCT,--
beide,DET,beide
CDU,PROPN,CDU
),PUNCT,--
.,PUNCT,--
„,PUNCT,--
Der,DET,der
Jugendförderverein,NOUN,Jugendförderverein
Alemännchen,NOUN,alemännchen
e.,ADJ,e.
V.,NOUN,V.
steht,VERB,stehen
für,ADP,für
eine,DET,ein
vorbildliche,ADJ,vorbildlich
Jugendarbeit,NOUN,Jugendarbeit
.,PUNCT,--
Das,PRON,der
zeigt,VERB,zeigen
auch,ADV,auch
diese,DET,dieser
Veranstaltung,NOUN,Veranstaltung
wieder,ADV,wieder
ganz,ADV,ganz
deutlich,ADV,deutlich
.,PUNCT,--
Ich,PRON,ich
danke,VERB,danken
allen,DET,aller
ehrenamtlichen,ADJ,ehrenamtlich
Helfern,NOUN,Helfer
des,DET,der
BFC,PROPN,BFC
Alemania,PROPN,Alemania
1890,NUM,1890
für,ADP,für
ihr,DET,ihr
Engagement,NOUN,Engagement
und,CCONJ,und
gratuliere,VERB,gratulieren
zu,ADP,zu
diesem,DET,dieser
gelungenen,ADJ,gelungen
Fest,NOUN,Fest
für,ADP,für
die,DET,der
ganze,ADJ,ganz
Familie,NOUN,Familie
“,PUNCT,--
",",PUNCT,--
so,ADV,so
Bezirksbürgermeisterin,PROPN,Bezirksbürgermeisterin
Demirbüken-Wegner,PROPN,Demirbüken-Wegner
.,PUNCT,--
Sportstadtrat,NOUN,Sportstadtrat
Muschner,PROPN,Muschner
ergänzte,VERB,ergänzen
:,PUNCT,--
„,PUNCT,--
Es,PRON,es
ist,AUX,sein
schön,ADV,schön
zu,PART,zu
sehen,VERB,sehen
",",PUNCT,--
mit,ADV,mit
wie,ADP,wie
viel,DET,viel
Freude,NOUN,Freude
die,DET,der
Kinder,NOUN,Kind
und,CCONJ,und
Jugendlichen,NOUN,jugendliche
sich,PRON,sich
intensiv,ADV,intensiv
bewegen,VERB,bewegen
",",PUNCT,--
wenn,SCONJ,wenn
man,PRON,man
ihnen,PRON,ihnen
nur,ADV,nur
das,DET,der
richtige,ADJ,richtig
Angebot,NOUN,Angebot
macht,VERB,machen
.,PUNCT,--
“,PUNCT,--
Der,DET,der
BFC,PROPN,BFC
Alemania,PROPN,Alemania
1890,NUM,1890
e.,ADJ,e.
V.,NOUN,V.
hat,AUX,haben
aktuell,ADV,aktuell
über,ADV,über
530,NUM,530
Mitglieder,NOUN,Mitglied
in,ADP,in
den,DET,der
Abteilungen,NOUN,Abteilung
Fußball,NOUN,Fußball
",",PUNCT,--
Tennis,NOUN,Tennis
",",PUNCT,--
Kegeln,NOUN,Kegel
.,PUNCT,--
Der,DET,der
Anteil,NOUN,Anteil
der,DET,der
Kinder-,X,Kind
und,CCONJ,und
Jugendlichen,NOUN,jugendliche
davon,ADV,davon
beträgt,VERB,betragen
"30,7",NUM,"30,7"
%,NOUN,%
.,PUNCT,--
