Token,PoS,Lemma
Gemeinsame,ADJ,gemeinsam
Pressemitteilung,NOUN,Pressemitteilung
:,PUNCT,--
Sexualdelikt,NOUN,Sexualdelikt
in,ADP,in
Grünanlage,NOUN,Grünanlage
-,PUNCT,--
Polizei,NOUN,Polizei
sucht,VERB,suchen
Zeuginnen,NOUN,Zeuginn
und,CCONJ,und
Zeugen,NOUN,Zeuge
"
",SPACE,"
"
Zu,ADP,zu
einer,DET,ein
Sexualstraftat,NOUN,Sexualstraftat
",",PUNCT,--
welche,PRON,welcher
sich,PRON,sich
in,ADP,in
der,DET,der
Nacht,NOUN,Nacht
zum,ADP,zu
31.,ADJ,31.
Dezember,NOUN,Dezember
2023,NUM,2023
in,ADP,in
Kreuzberg,PROPN,Kreuzberg
ereignet,VERB,ereignen
haben,AUX,haben
soll,AUX,sollen
",",PUNCT,--
bittet,VERB,bitten
die,DET,der
Polizei,NOUN,Polizei
Berlin,PROPN,Berlin
um,ADP,um
Hinweise,NOUN,Hinweis
aus,ADP,aus
der,DET,der
Bevölkerung,NOUN,Bevölkerung
.,PUNCT,--
Nach,ADP,nach
den,DET,der
bisherigen,ADJ,bisherig
Erkenntnissen,NOUN,Erkenntnis
soll,AUX,sollen
es,PRON,es
gegen,ADP,gegen
Mitternacht,NOUN,Mitternacht
zu,ADP,zu
einer,DET,ein
Vergewaltigung,NOUN,Vergewaltigung
im,ADP,in
Görlitzer,ADJ,Görlitzer
Park,NOUN,Park
gekommen,VERB,kommen
sein,AUX,sein
.,PUNCT,--
Die,DET,der
Frau,NOUN,Frau
habe,AUX,haben
sich,PRON,sich
dem,DET,der
Übergriff,NOUN,Übergriff
durch,ADP,durch
drei,NUM,drei
Männer,NOUN,Mann
entziehen,VERB,entziehen
und,CCONJ,und
flüchten,VERB,flüchten
können,AUX,können
.,PUNCT,--
Die,DET,der
Polizei,NOUN,Polizei
fragt,VERB,fragen
:,PUNCT,--
Wer,PRON,wer
hat,AUX,haben
die,DET,der
Straftat,NOUN,Straftat
in,ADP,in
der,DET,der
Nacht,NOUN,Nacht
zum,ADP,zu
Silvestertag,NOUN,Silvestertag
bemerkt,VERB,bemerken
und,CCONJ,und
kann,AUX,können
zu,ADP,zu
deren,PRON,der
Aufklärung,NOUN,Aufklärung
beitragen,VERB,beitragen
?,PUNCT,--
Wer,PRON,wer
kann,AUX,können
Angaben,NOUN,Angabe
zu,ADP,zu
den,DET,der
drei,NUM,drei
Tatverdächtigen,NOUN,Tatverdächtig
machen,VERB,machen
und,CCONJ,und
/,PUNCT,--
oder,CCONJ,oder
sie,PRON,sie
beschreiben,VERB,beschreiben
?,PUNCT,--
Wer,PRON,wer
kann,AUX,können
sonst,ADV,sonst
sachdienliche,ADJ,sachdienlich
Hinweise,NOUN,Hinweis
geben,VERB,geben
?,PUNCT,--
Hinweise,NOUN,Hinweis
nimmt,VERB,nehmen
das,DET,der
Landeskriminalamt,NOUN,Landeskriminalamt
in,ADP,in
der,DET,der
Keithstraße,PROPN,Keithstraße
30,NUM,30
in,ADP,in
Tiergarten,PROPN,Tiergarten
unter,ADP,unter
der,DET,der
Telefonnummer,NOUN,Telefonnummer
(,PUNCT,--
030,NUM,030
),PUNCT,--
4664,NUM,4664
-,NUM,-
913402,NUM,913402
entgegen,ADP,entgegen
.,PUNCT,--
Auch,ADV,auch
über,ADP,über
die,DET,der
Internetwache,NOUN,Internetwach
der,DET,der
Polizei,NOUN,Polizei
Berlin,PROPN,Berlin
oder,CCONJ,oder
jede,DET,jeder
andere,ADJ,anderer
Polizeidienststelle,NOUN,Polizeidienststelle
können,AUX,können
Hinweise,NOUN,Hinweis
gegeben,VERB,geben
werden,AUX,werden
.,PUNCT,--
