Token,PoS,Lemma
Corona-Stufenplan,NOUN,Corona-Stufenplan
an,ADP,an
Schulen,NOUN,Schule
in,ADP,in
Friedrichshain-Kreuzberg,PROPN,Friedrichshain-Kreuzberg
:,PUNCT,--
Ampelfarben,NOUN,ampelfarben
in,ADP,in
KW,NOUN,KW
47,NUM,47
"
",SPACE,"
"
Jeden,DET,Jeder
Donnerstag,NOUN,Donnerstag
beraten,ADJ,berat
Gesundheitsamt,NOUN,Gesundheitsamt
",",PUNCT,--
Schulaufsicht,NOUN,Schulaufsicht
und,CCONJ,und
Bildungsstadtrat,NOUN,Bildungsstadtrat
Andy,PROPN,Andy
Hehmke,PROPN,Hehmke
über,ADP,über
die,DET,der
Zuteilung,NOUN,Zuteilung
der,DET,der
Friedrichshain-Kreuzberger,ADJ,Friedrichshain-Kreuzberger
Schulen,NOUN,Schule
laut,ADP,laut
Stufenplan,NOUN,Stufenplan
.,PUNCT,--
Im,ADP,in
Vergleich,NOUN,Vergleich
zur,ADP,zu
Vorwoche,NOUN,Vorwoch
gibt,VERB,geben
es,PRON,es
mehrere,DET,mehrere
Veränderungen,NOUN,Veränderung
der,DET,der
farblichen,ADJ,farblich
Zuordnungen,NOUN,Zuordnung
.,PUNCT,--
Drei,NUM,drei
Grundschulen,NOUN,Grundschule
werden,AUX,werden
von,ADP,von
gelb,ADV,gelb
auf,ADP,auf
orange,NOUN,Orange
eingestuft,VERB,einstufen
:,PUNCT,--
Fichtelgebirge-Grundschule,NOUN,Fichtelgebirge-Grundschule
",",PUNCT,--
Jens-Nydahl-Grundschule,PROPN,Jens-Nydahl-Grundschule
und,CCONJ,und
Rosa-Parks-Grundschule,NOUN,Rosa-Parks-Grundschule
.,PUNCT,--
Selbes,PROPN,Selbe
gilt,VERB,gelten
für,ADP,für
das,DET,der
Förderzentrum,NOUN,Förderzentrum
Gustav-Meyer-Schule,PROPN,Gustav-Meyer-Schule
.,PUNCT,--
Die,DET,der
Carl-von-Ossietzky-Gemeinschaftsschule,NOUN,Carl-von-Ossietzky-Gemeinschaftsschule
wird,AUX,werden
in,ADP,in
der,DET,der
Grundstufe,NOUN,Grundstufe
von,ADP,von
gelb,ADV,gelb
zu,PART,zu
orange,VERB,orange
.,PUNCT,--
Ab,ADP,ab
Klasse,NOUN,Klasse
7,NUM,7
gilt,VERB,gelten
eine,DET,ein
rote,ADJ,rot
Einstufung,NOUN,Einstufung
.,PUNCT,--
Auch,ADV,auch
die,DET,der
Hector-Peterson-Oberschule,NOUN,Hector-Peterson-Oberschule
ist,AUX,sein
rot,ADV,rot
.,PUNCT,--
Für,ADP,für
alle,DET,aller
weiteren,ADJ,weit
bezirkliche,ADJ,bezirklich
Schulen,NOUN,Schule
hat,AUX,haben
sich,PRON,sich
der,DET,der
Stufenplan,NOUN,Stufenplan
nicht,PART,nicht
verändert,VERB,verändern
.,PUNCT,--
An,ADP,an
einigen,DET,einiger
Privatschulen,NOUN,Privatschule
gibt,VERB,geben
es,PRON,es
abweichende,ADJ,abweichend
Regelungen,NOUN,Regelung
",",PUNCT,--
das,DET,der
Bezirksamt,NOUN,Bezirksamt
kann,AUX,können
nur,ADV,nur
Aussagen,NOUN,Aussage
zu,ADP,zu
den,DET,der
öffentlichen,ADJ,öffentlich
allgemeinbildenden,ADJ,allgemeinbildend
Schulen,NOUN,Schule
tätigen,VERB,tätigen
.,PUNCT,--
Seit,ADP,seit
dem,DET,der
26.,ADJ,26.
Oktober,NOUN,Oktober
2020,NUM,2020
werden,AUX,werden
alle,DET,aller
Schulen,NOUN,Schule
in,ADP,in
den,DET,der
so,ADV,so
genannten,ADJ,genannt
Corona-Stufenplan,NOUN,Corona-Stufenplan
eingeordnet,VERB,eingeordnen
.,PUNCT,--
Dieser,PRON,dieser
sieht,VERB,sehen
–,PUNCT,--
abhängig,ADV,abhängig
vom,ADP,von
Infektionsgeschehen,NOUN,Infektionsgeschehen
an,ADP,an
den,DET,der
Schulen,NOUN,Schule
und,CCONJ,und
im,ADP,in
Bezirk,NOUN,Bezirk
–,PUNCT,--
in,ADP,in
vier,NUM,vier
Stufen,NOUN,Stufe
besondere,ADJ,besonderer
Maßnahmen,NOUN,Maßnahme
für,ADP,für
Schulbetrieb,NOUN,Schulbetrieb
und,CCONJ,und
Hygieneschutz,NOUN,Hygieneschutz
vor,ADP,vor
.,PUNCT,--
Den,DET,der
Stufenplan,NOUN,Stufenplan
als,ADP,als
Download,NOUN,Download
finden,VERB,finden
Sie,PRON,sie
hier,ADV,hier
.,PUNCT,--
Ansprechpartner*innen,PROPN,Ansprechpartner*innen
Dominik,NOUN,Dominik
Krejsa,PROPN,Krejsa
Pressestelle,PROPN,Pressestelle
Telefon,NOUN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90298,NUM,90298
-,NUM,-
2418,NUM,2418
Sara,PROPN,Sara
Lühmann,PROPN,Lühmann
Pressesprecherin,NOUN,Pressesprecherin
Telefon,NOUN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90298,NUM,90298
-,NUM,-
2843,NUM,2843
