Token,PoS,Lemma
Einweihung,NOUN,Einweihung
der,DET,der
Roten,ADJ,rot
Bank,NOUN,Bank
in,ADP,in
Treptow-Köpenick,PROPN,Treptow-Köpenick
als,ADP,als
Zeichen,NOUN,Zeichen
gegen,ADP,gegen
Gewalt,NOUN,Gewalt
an,ADP,an
Frauen,NOUN,Frau
und,CCONJ,und
Mädchen,NOUN,Mädchen
"
",SPACE,"
"
Wann,ADV,wann
:,PUNCT,--
Mittwoch,NOUN,mittwoch
",",PUNCT,--
11.,ADJ,11.
September,NOUN,September
2024,NUM,2024
",",PUNCT,--
15,NUM,15
Uhr,NOUN,Uhr
Wo,ADV,wo
:,PUNCT,--
Luisenhain,PROPN,Luisenhain
in,ADP,in
der,DET,der
Altstadt,NOUN,Altstadt
Köpenick,PROPN,Köpenick
Die,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
Dr.,NOUN,Dr.
Claudia,PROPN,Claudia
Leistner,PROPN,Leistner
wird,AUX,werden
am,ADP,an
Mittwoch,NOUN,Mittwoch
",",PUNCT,--
dem,DET,der
11.,ADJ,11.
September,NOUN,September
2024,NUM,2024
",",PUNCT,--
im,ADP,in
Rahmen,NOUN,Rahmen
einer,DET,ein
feierlichen,ADJ,feierlich
Zeremonie,NOUN,Zeremonie
eine,DET,ein
“,PUNCT,--
Rote,ADJ,rot
Bank,NOUN,Bank
”,PUNCT,”
im,ADP,in
Bezirk,NOUN,Bezirk
Treptow-Köpenick,PROPN,Treptow-Köpenick
einweihen,VERB,einweihen
.,PUNCT,--
Die,DET,der
Einweihung,NOUN,Einweihung
beginnt,VERB,beginnen
um,ADP,um
15,NUM,15
Uhr,NOUN,Uhr
im,ADP,in
Luisenhain,NOUN,Luisenhain
in,ADP,in
der,DET,der
Altstadt,NOUN,Altstadt
Köpenick,PROPN,Köpenick
.,PUNCT,--
Diese,DET,dieser
Initiative,NOUN,Initiative
",",PUNCT,--
bekannt,ADV,bekannt
als,ADP,als
„,PUNCT,--
Panchina,PROPN,Panchina
Rossa,PROPN,Rossa
“,PUNCT,--
",",PUNCT,--
stammt,VERB,stammen
aus,ADP,aus
Italien,PROPN,Italien
und,CCONJ,und
ist,AUX,sein
ein,DET,ein
starkes,ADJ,stark
und,CCONJ,und
sichtbares,ADJ,sichtbar
Symbol,NOUN,Symbol
im,ADP,in
Kampf,NOUN,Kampf
gegen,ADP,gegen
Gewalt,NOUN,Gewalt
gegen,ADP,gegen
Frauen,NOUN,Frau
und,CCONJ,und
Mädchen,NOUN,Mädchen
.,PUNCT,--
Jede,DET,jeder
dritte,ADJ,dritter
Frau,NOUN,Frau
erlebt,VERB,erleben
mindestens,ADV,mindestens
einmal,ADV,einmal
in,ADP,in
ihrem,DET,ihr
Leben,NOUN,Leben
Gewalt,NOUN,Gewalt
",",PUNCT,--
und,CCONJ,und
jede,DET,jeder
vierte,ADJ,vierter
Frau,NOUN,Frau
wird,AUX,werden
Opfer,NOUN,Opfer
von,ADP,von
Häuslicher,ADJ,Häuslicher
Gewalt,NOUN,Gewalt
.,PUNCT,--
Diese,DET,dieser
Formen,NOUN,Form
der,DET,der
Gewalt,NOUN,Gewalt
betreffen,VERB,betreffen
Frauen,NOUN,Frau
unabhängig,ADV,unabhängig
von,ADP,von
ihrem,DET,ihr
Alter,NOUN,Alter
",",PUNCT,--
ihrer,DET,ihr
Herkunft,NOUN,Herkunft
oder,CCONJ,oder
ihrer,DET,ihr
sozialen,ADJ,sozial
Schicht,NOUN,Schicht
.,PUNCT,--
Häufig,ADV,häufig
gipfelt,VERB,gipfeln
diese,DET,dieser
Gewalt,NOUN,Gewalt
in,ADP,in
