Token,PoS,Lemma
Abschließende,ADJ,abschließend
Anwohnerversammlung,NOUN,Anwohnerversammlung
:,PUNCT,--
Dolgensee-Promenade,NOUN,Dolgensee-Promenade
"
",SPACE,"
"
Der,DET,der
für,ADP,für
Grünflächen,NOUN,Grünflächen
und,CCONJ,und
Spielplätze,NOUN,Spielplatz
zuständige,ADJ,zuständig
Bezirksstadtrat,NOUN,Bezirksstadtrat
",",PUNCT,--
Wilfried,PROPN,Wilfried
Nünthel,PROPN,Nünthel
(,PUNCT,--
CDU,PROPN,CDU
),PUNCT,--
",",PUNCT,--
lädt,VERB,laden
alle,DET,aller
Anwohnerinnen,NOUN,Anwohnerinn
und,CCONJ,und
Anwohner,NOUN,Anwohner
sowie,CCONJ,sowie
Interessierte,NOUN,interessierter
zu,ADP,zu
einer,DET,ein
abschließenden,ADJ,abschließend
Anwohnerversammlung,NOUN,Anwohnerversammlung
zur,ADP,zu
geplanten,ADJ,geplant
Neugestaltung,NOUN,Neugestaltung
der,DET,der
Dolgensee-Promenade,NOUN,Dolgensee-Promenade
in,ADP,in
Berlin-Lichtenberg,PROPN,Berlin-Lichtenberg
ein,ADV,ein
:,PUNCT,--
am,ADP,an
Mittwoch,NOUN,Mittwoch
",",PUNCT,--
12.,ADJ,12.
Juni,NOUN,Juni
2019,NUM,2019
von,ADP,von
18.30,NUM,18.30
bis,CCONJ,bis
20.00,NUM,20.00
Uhr,NOUN,Uhr
Treffpunkt,PROPN,Treffpunkt
:,PUNCT,--
Filiale,NOUN,Filiale
der,DET,der
Paul-und-Charlotte-Kniese-Schule,NOUN,Paul-und-Charlotte-Kniese-Schule
(,PUNCT,--
Aula,PROPN,Aula
",",PUNCT,--
rechter,ADJ,recht
Eingang,NOUN,Eingang
),PUNCT,--
",",PUNCT,--
Dolgenseestraße,PROPN,Dolgenseestraße
60,NUM,60
in,ADP,in
10319,NUM,10319
Berlin,PROPN,Berlin
.,PUNCT,--
Durch,ADP,durch
den,DET,der
Neubau,NOUN,Neubau
des,DET,der
Dolgensee-Wohngebäudes,NOUN,Dolgensee-Wohngebäud
ist,AUX,sein
die,DET,der
Neugestaltung,NOUN,Neugestaltung
der,DET,der
umliegenden,ADJ,umliegend
Fläche,NOUN,Fläche
notwendig,ADV,notwendig
geworden,AUX,werden
.,PUNCT,--
Am,ADP,an
17.,ADJ,17.
Januar,NOUN,Januar
2019,NUM,2019
fand,VERB,finden
eine,DET,ein
Informationsveranstaltung,NOUN,Informationsveranstaltung
für,ADP,für
Anwohnerinnen,NOUN,Anwohnerinn
und,CCONJ,und
Anwohner,NOUN,Anwohner
statt,ADV,statt
.,PUNCT,--
An,ADP,an
die,DET,der
Planenden,NOUN,Planende
wurden,AUX,werden
Wünsche,NOUN,Wunsch
und,CCONJ,und
Anregungen,NOUN,Anregung
herangetragen,VERB,herangetragen
",",PUNCT,--
diskutiert,VERB,diskutieren
und,CCONJ,und
im,ADP,in
weiteren,ADJ,weit
Planungsprozess,NOUN,Planungsprozess
berücksichtigt,VERB,berücksichtigen
.,PUNCT,--
In,ADP,in
der,DET,der
jetzigen,ADJ,jetzig
Veranstaltung,NOUN,Veranstaltung
wird,AUX,werden
die,DET,der
Entwurfsplanung,NOUN,Entwurfsplanung
zur,ADP,zu
Neugestaltung,NOUN,Neugestaltung
der,DET,der
Erschließungsstraße,PROPN,Erschließungsstraße
",",PUNCT,--
des,DET,der
westlichen,ADJ,westlich
Gehweges,NOUN,Gehweg
und,CCONJ,und
der,DET,der
Grünfläche,NOUN,Grünfläche
am,ADP,an
Dolgensee-Center,NOUN,Dolgensee-Center
vom,ADP,von
beauftragten,ADJ,beauftragt
Planungsbüro,NOUN,Planungsbüro
abschließend,ADV,abschließend
präsentiert,VERB,präsentieren
.,PUNCT,--
Der,DET,der
für,ADP,für
Grünflächen,NOUN,Grünflächen
und,CCONJ,und
Spielplätze,NOUN,Spielplatz
zuständige,ADJ,zuständig
Bezirksstadtrat,NOUN,Bezirksstadtrat
",",PUNCT,--
Wilfried,PROPN,Wilfried
Nünthel,PROPN,Nünthel
(,PUNCT,--
CDU,PROPN,CDU
),PUNCT,--
",",PUNCT,--
erklärt,VERB,erklären
:,PUNCT,--
„,PUNCT,--
Etliche,DET,etlicher
Anregungen,NOUN,Anregung
sind,AUX,sein
in,ADP,in
den,DET,der
überarbeiteten,ADJ,überarbeitet
Entwurf,NOUN,Entwurf
geflossen,VERB,fließen
.,PUNCT,--
Ich,PRON,ich
freue,VERB,freuen
mich,PRON,sich
besonders,ADV,besonders
",",PUNCT,--
dass,SCONJ,dass
die,DET,der
beiden,DET,beide
berücksichtigten,ADJ,berücksichtigt
Wünsche,NOUN,Wunsch
nach,ADP,nach
mehr,DET,mehr
Farbigkeit,NOUN,Farbigkeit
und,CCONJ,und
blühenden,ADJ,blühend
Pflanzen,NOUN,Pflanze
in,ADP,in
die,DET,der
