Token,PoS,Lemma
Ordnungsamt,NOUN,Ordnungsamt
Mitte,PROPN,Mitte
setzte,VERB,setzen
2021,NUM,2021
so,ADV,so
viele,DET,vieler
Falschparker,NOUN,Falschparker
um,ADP,um
wie,CCONJ,wie
noch,ADV,noch
nie,ADV,nie
"
",SPACE,"
"
Die,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Ordnung,NOUN,Ordnung
",",PUNCT,--
Umwelt,NOUN,Umwelt
",",PUNCT,--
Natur,NOUN,Natur
",",PUNCT,--
Straßen,NOUN,Straße
und,CCONJ,und
Grünflächen,NOUN,Grünfläche
",",PUNCT,--
Dr.,NOUN,Dr.
Almut,PROPN,Almut
Neumann,PROPN,Neumann
",",PUNCT,--
informiert,VERB,informieren
:,PUNCT,--
Im,ADP,in
Jahr,NOUN,Jahr
2021,NUM,2021
hat,AUX,haben
das,DET,der
Ordnungsamt,NOUN,Ordnungsamt
Mitte,NOUN,Mitte
so,ADV,so
viele,PRON,vieler
falsch,ADV,falsch
abgestellte,ADJ,abgestellt
Autos,NOUN,Auto
umsetzen,VERB,umsetzen
lassen,VERB,lassen
wie,ADP,wie
noch,ADV,noch
nie,ADV,nie
.,PUNCT,--
Insgesamt,ADV,insgesamt
3915,NUM,3915
Mal,ADV,Mal
rückten,VERB,rücken
die,DET,der
Abschleppfahrzeuge,NOUN,Abschleppfahrzeug
an,ADP,an
.,PUNCT,--
Bei,ADP,bei
insgesamt,ADV,insgesamt
29.201,NUM,29.201
Umsetzungen,NOUN,Umsetzung
(,PUNCT,--
ohne,ADP,ohne
Leerfahrten,NOUN,Leerfahrt
),PUNCT,--
",",PUNCT,--
die,PRON,der
alle,DET,aller
Berliner,ADJ,Berliner
Ordnungsämter,NOUN,Ordnungsämter
2021,NUM,2021
insgesamt,ADV,insgesamt
vorgenommen,VERB,vornehmen
haben,AUX,haben
",",PUNCT,--
liegt,VERB,liegen
der,DET,der
Anteil,NOUN,Anteil
von,ADP,von
Mitte,NOUN,Mitte
bei,ADP,bei
"13,4",NUM,"13,4"
%,NOUN,%
.,PUNCT,--
In,ADP,in
den,DET,der
Vorjahren,NOUN,Vorjahr
lagen,VERB,liegen
die,DET,der
Umsetzungszahlen,NOUN,Umsetzungszahle
jeweils,ADV,jeweils
niedriger,ADV,niedrig
:,PUNCT,--
2020,NUM,2020
:,PUNCT,--
2.032,NUM,2.032
Umsetzungen,NOUN,Umsetzung
(,PUNCT,--
pandemiebedingte,ADJ,pandemiebedingt
Einschränkungen,NOUN,Einschränkung
–,PUNCT,--
berlinweit,ADV,berlinweit
:,PUNCT,--
20.239,NUM,20.239
Umsetzungsfahrten,NOUN,Umsetzungsfahrt
),PUNCT,--
2019,NUM,2019
:,PUNCT,--
2.286,ADJ,2.286
Umsetzungen,NOUN,Umsetzung
(,PUNCT,--
berlinweit,ADV,berlinweit
:,PUNCT,--
23.818,NUM,23.818
Umsetzungsfahrten,NOUN,Umsetzungsfahrt
),PUNCT,--
2018,NUM,2018
:,PUNCT,--
1.407,NUM,1.407
Umsetzungen,NOUN,Umsetzung
(,PUNCT,--
berlinweit,ADV,berlinweit
:,PUNCT,--
19.513,NUM,19.513
Umsetzungsfahrten,NOUN,Umsetzungsfahrt
),PUNCT,--
2017,NUM,2017
:,PUNCT,--
1.539,NUM,1.539
Umsetzungen,NOUN,Umsetzung
(,PUNCT,--
berlinweit,ADV,berlinweit
:,PUNCT,--
18.470,NUM,18.470
Umsetzungsfahrten,NOUN,Umsetzungsfahrt
),PUNCT,--
2016,NUM,2016
:,PUNCT,--
1.861,NUM,1.861
Umsetzungen,NOUN,Umsetzung
(,PUNCT,--
berlinweit,ADV,berlinweit
:,PUNCT,--
19.163,NUM,19.163
Umsetzungsfahrten,NOUN,Umsetzungsfahrt
),PUNCT,--
Die,DET,der
massive,ADJ,massiv
Erhöhung,NOUN,Erhöhung
der,DET,der
Umsetzungsvorgänge,NOUN,Umsetzungsvorgang
im,ADP,in
Bezirk,NOUN,Bezirk
Mitte,PROPN,Mitte
war,AUX,sein
durch,ADP,durch
die,DET,der
temporäre,ADJ,temporär
Einführung,NOUN,Einführung
des,DET,der
Verkehrsüberwachungsdienstes,NOUN,Verkehrsüberwachungsdienst
(,PUNCT,--
VÜD,PROPN,VÜD
),PUNCT,--
möglich,ADV,möglich
.,PUNCT,--
Im,ADP,in
Rahmen,NOUN,Rahmen
eines,DET,ein
Sonderprogramms,NOUN,Sonderprogramm
wurden,AUX,werden
50,NUM,50
Parkraumüberwachungskräfte,NOUN,Parkraumüberwachungskräfte
aus,ADP,aus
Mitte,NOUN,Mitte
für,ADP,für
den,DET,der
VÜD,PROPN,VÜD
geschult,VERB,schulen
.,PUNCT,--
Fast,ADV,fast
die,DET,der
Hälfte,NOUN,Hälfte
der,DET,der
so,ADV,so
gewonnenen,ADJ,gewonnen
VÜD-Kräfte,NOUN,VÜD-Kräft
verblieb,VERB,verbleiben
im,ADP,in
Bezirk,NOUN,Bezirk
Mitte,PROPN,Mitte
",",PUNCT,--
während,SCONJ,während
die,DET,der
andere,ADJ,anderer
Hälfte,NOUN,Hälfte
anderen,ADJ,anderer
Ordnungsämtern,NOUN,Ordnungsämter
zur,ADP,zu
Verfügung,NOUN,Verfügung
gestellt,VERB,stellen
wurde,AUX,werden
",",PUNCT,--
was,PRON,wer
die,DET,der
hohe,ADJ,hoch
Gesamtzahl,NOUN,Gesamtzahl
an,ADP,an
Umsetzungen,NOUN,Umsetzung
berlinweit,ADV,berlinweit
erklärt,VERB,erklären
.,PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
Dr.,NOUN,Dr.
Almut,PROPN,Almut
Neumann,PROPN,Neumann
:,PUNCT,--
„,PUNCT,--
Ich,PRON,ich
begrüße,VERB,begrüßen
die,DET,der
temporäre,ADJ,temporär
Einführung,NOUN,Einführung
des,DET,der
Verkehrsüberwachungsdienstes,NOUN,Verkehrsüberwachungsdienst
sehr,ADV,sehr
und,CCONJ,und
fordere,VERB,fordern
die,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Inneres,NOUN,Innere
und,CCONJ,und
Sport,NOUN,Sport
auf,ADP,auf
",",PUNCT,--
durch,ADP,durch
eine,DET,ein
Anpassung,NOUN,Anpassung
der,DET,der
Ordnungsdiensteverordnung,NOUN,Ordnungsdiensteverordnung
die,DET,der
rechtlichen,ADJ,rechtlich
Grundlagen,NOUN,Grundlage
zu,PART,zu
schaffen,VERB,schaffen
",",PUNCT,--
sodass,ADV,sodass
Parkraumüberwachungskräfte,NOUN,Parkraumüberwachungskräfte
auch,ADV,auch
dauerhaft,ADV,dauerhaft
Tätigkeiten,NOUN,Tätigkeit
des,DET,der
Verkehrsüberwachungsdienstes,NOUN,Verkehrsüberwachungsdienst
wahrnehmen,VERB,wahrnehmen
und,CCONJ,und
vor,ADP,vor
allem,PRON,alle
abschleppen,VERB,abschleppen
können,AUX,können
.,PUNCT,--
Ich,PRON,ich
bin,AUX,sein
optimistisch,ADV,optimistisch
",",PUNCT,--
dass,SCONJ,dass
so,ADV,so
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
im,ADP,in
Bezirk,NOUN,Bezirk
Mitte,PROPN,Mitte
mehr,DET,mehr
als,ADP,als
4.000,NUM,4.000
Umsetzungen,NOUN,Umsetzung
möglich,ADV,möglich
sind,AUX,sein
–,PUNCT,--
allein,ADV,allein
im,ADP,in
Januar,NOUN,Januar
2022,NUM,2022
konnte,AUX,können
das,DET,der
Ordnungsamt,NOUN,Ordnungsamt
Mitte,NOUN,Mitte
443,NUM,443
Umsetzungen,NOUN,Umsetzung
vornehmen,VERB,vornehmen
.,PUNCT,--
“,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
Bezirksamt,ADP,Bezirksamt
Mitte,NOUN,Mitte
",",PUNCT,--
Pressestelle,NOUN,Pressestelle
",",PUNCT,--
presse@ba-mitte.berlin.de,PROPN,presse@ba-mitte.berlin.de
