Token,PoS,Lemma
Informationsveranstaltung,NOUN,Informationsveranstaltung
"""",PUNCT,--
Europa,PROPN,Europa
für,ADP,für
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
"""",PUNCT,--
"
",SPACE,"
"
Die,DET,der
Landesarbeitsgemeinschaft,NOUN,Landesarbeitsgemeinschaft
der,DET,der
bezirklichen,ADJ,bezirklich
EU-Beauftragten,NOUN,EU-Beauftragt
lädt,VERB,laden
alle,DET,aller
Interessierten,NOUN,Interessiert
zu,ADP,zu
einer,DET,ein
kostenfreien,ADJ,kostenfrei
Informationsveranstaltung,NOUN,Informationsveranstaltung
zum,ADP,zu
EU-Programm,NOUN,EU-Programm
“,PUNCT,--
Europa,PROPN,Europa
für,ADP,für
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
”,PUNCT,”
ein,ADV,ein
.,PUNCT,--
Dienstag,NOUN,Dienstag
",",PUNCT,--
den,DET,der
19.,ADJ,19.
März,NOUN,März
von,ADP,von
15,NUM,15
bis,CCONJ,bis
18.15,NUM,18.15
Uhr,NOUN,Uhr
Rathaus,NOUN,Rathaus
Tiergarten,PROPN,Tiergarten
",",PUNCT,--
BVV-Saal,NOUN,BVV-Saal
im,ADP,in
2.,ADJ,2.
Stock,NOUN,Stock
",",PUNCT,--
Mathilde-Jacob-Platz,NOUN,Mathilde-Jacob-Platz
1,NUM,1
Anmeldung,NOUN,Anmeldung
hier,ADV,hier
Wer,PRON,wer
in,ADP,in
einem,DET,ein
Berliner,ADJ,Berliner
Bezirk,NOUN,Bezirk
",",PUNCT,--
bei,ADP,bei
einem,DET,ein
Verein,NOUN,Verein
oder,CCONJ,oder
gemeinnützigen,ADJ,gemeinnützig
Träger,NOUN,Träger
arbeitet,VERB,arbeiten
und,CCONJ,und
ein,DET,ein
Begegnungsprojekt,NOUN,Begegnungsprojekt
mit,ADP,mit
europäischen,ADJ,europäisch
Partnern,NOUN,Partner
auf,ADP,auf
die,DET,der
Beine,NOUN,Bein
stellen,VERB,stellen
möchte,AUX,möchten
",",PUNCT,--
kann,AUX,können
für,ADP,für
sein,DET,sein
Vorhaben,NOUN,Vorhaben
das,DET,der
EU-Programm,NOUN,EU-Programm
“,PUNCT,--
Europa,PROPN,Europa
für,ADP,für
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
”,PUNCT,”
nutzen,VERB,nutzen
.,PUNCT,--
Mit,ADP,mit
diesem,DET,dieser
Programm,NOUN,Programm
werden,AUX,werden
Projekte,NOUN,Projekt
gefördert,VERB,fördern
",",PUNCT,--
die,DET,der
Anlässe,NOUN,Anläs
zur,ADP,zu
Reflexion,NOUN,Reflexion
über,ADP,über
Europa,PROPN,Europa
und,CCONJ,und
die,DET,der
EU,PROPN,EU
schaffen,VERB,schaffen
",",PUNCT,--
Engagement,NOUN,Engagement
für,ADP,für
europäische,ADJ,europäisch
Themen,NOUN,Thema
anregen,VERB,anregen
",",PUNCT,--
Gestaltungsmöglichkeiten,NOUN,Gestaltungsmöglichkeit
in,ADP,in
Europa,PROPN,Europa
aufzeigen,VERB,aufzeigen
oder,CCONJ,oder
sich,PRON,sich
mit,ADP,mit
der,DET,der
jüngeren,ADJ,jung
Geschichte,NOUN,Geschichte
Europas,PROPN,Europa
auseinandersetzen,VERB,auseinandersetzen
.,PUNCT,--
In,ADP,in
der,DET,der
Veranstaltung,NOUN,Veranstaltung
mit,ADP,mit
der,DET,der
Kontaktstelle,NOUN,Kontaktstelle
“,PUNCT,--
Europa,PROPN,Europa
für,ADP,für
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
”,PUNCT,”
werden,AUX,werden
auch,ADV,auch
durch,ADP,durch
praktische,ADJ,praktisch
Beispiele,NOUN,Beispiel
alle,DET,aller
wichtigen,ADJ,wichtig
Informationen,NOUN,Information
zum,ADP,zu
Programm,NOUN,Programm
gegeben,VERB,geben
.,PUNCT,--
Ansprechpartner,NOUN,Ansprechpartner
Martin,PROPN,Martin
Kesting,PROPN,Kesting
EU-Beauftragter,NOUN,EU-Beauftragter
Telefon,NOUN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90298,NUM,90298
-,NUM,-
4768,NUM,4768
E-Mail,NOUN,E-Mail
:,PUNCT,--
europa@ba-fk.berlin.de,PROPN,europa@ba-fk.berlin.de
