Token,PoS,Lemma
Quilt-Ausstellung,NOUN,Quilt-Ausstellung
zum,ADP,zu
Thema,NOUN,Thema
"""",PUNCT,--
Traumgärten,NOUN,Traumgärt
"""",PUNCT,--
in,ADP,in
der,DET,der
Bibliothek,NOUN,Bibliothek
Ehm-Welk,PROPN,Ehm-Welk
"
",SPACE,"
"
Von,ADP,von
Montag,NOUN,Montag
",",PUNCT,--
den,DET,der
01.,ADJ,01.
Juni,NOUN,Juni
2015,NUM,2015
bis,CCONJ,bis
Freitag,NOUN,Freitag
",",PUNCT,--
dem,DET,der
31.,ADJ,31.
Juli,NOUN,Juli
2015,NUM,2015
stellt,VERB,stellen
die,DET,der
Mittelpunktbibliothek,NOUN,Mittelpunktbibliothek
„,PUNCT,--
Ehm,X,ehm
Welk,NOUN,Welk
“,PUNCT,--
",",PUNCT,--
Alte,ADJ,alt
Hellersdorfer,ADJ,Hellersdorfer
Str.,NOUN,Str.
125,NUM,125
",",PUNCT,--
12629,NUM,12629
Berlin,PROPN,Berlin
",",PUNCT,--
zu,ADP,zu
den,DET,der
Öffnungszeiten,NOUN,Öffnungszeit
Quilts,PROPN,Quilts
aus,ADP,aus
.,PUNCT,--
Die,DET,der
Gruppe,NOUN,Gruppe
des,DET,der
Patchwork-Treff,NOUN,Patchwork-Treff
Berlin-Brandenburg,PROPN,Berlin-Brandenburg
e.V.,PROPN,e.V.
gestaltet,VERB,gestalten
in,ADP,in
der,DET,der
Mittelpunktbibliothek,NOUN,Mittelpunktbibliothek
zum,ADP,zu
Thema,NOUN,Thema
„,PUNCT,--
Traumgärten,NOUN,Traumgärte
“,PUNCT,--
eine,DET,ein
Ausstellung,NOUN,Ausstellung
von,ADP,von
farbenfrohen,ADJ,farbenfroh
Quilts,NOUN,Quilt
verschiedener,ADJ,verschieden
Grössen,NOUN,Grösse
.,PUNCT,--
Ein,DET,ein
Quilt,NOUN,Quilt
(,PUNCT,--
englisch,ADV,englisch
„,PUNCT,--
Steppdecke,NOUN,Steppdecke
“,PUNCT,--
),PUNCT,--
ist,AUX,sein
vielseitig,ADV,vielseitig
verwendbar,ADV,verwendbar
.,PUNCT,--
Sie,PRON,sie
kann,AUX,können
als,ADP,als
Zierdecke,NOUN,Zierdecke
oder,CCONJ,oder
auch,ADV,auch
als,ADP,als
Wandteppich,NOUN,Wandteppich
benutzt,VERB,benutzen
werden,AUX,werden
.,PUNCT,--
Von,ADP,von
China,PROPN,China
ausgehend,ADV,ausgehend
waren,AUX,sein
Quiltstoffe,NOUN,Quiltstoff
im,ADP,in
gesamten,ADJ,gesamt
Orient,NOUN,Orient
verbreitet,VERB,verbreiten
.,PUNCT,--
Kreuzritter,NOUN,Kreuzritter
brachten,VERB,bringen
die,DET,der
Kunst,NOUN,Kunst
des,DET,der
Quiltens,NOUN,Quilten
nach,ADP,nach
Europa,PROPN,Europa
.,PUNCT,--
Eine,DET,ein
starke,ADJ,stark
Kältewelle,NOUN,Kältewelle
im,ADP,in
14.,ADJ,14.
Jahrhundert,NOUN,Jahrhundert
in,ADP,in
England,PROPN,England
führte,VERB,führen
zu,ADP,zu
einer,DET,ein
weiten,ADJ,weit
Verbreitung,NOUN,Verbreitung
von,ADP,von
Quilts,PROPN,Quilts
in,ADP,in
Form,NOUN,Form
von,ADP,von
Kleidung,NOUN,Kleidung
",",PUNCT,--
decken,VERB,decken
und,CCONJ,und
Wandteppichen,NOUN,Wandteppiche
.,PUNCT,--
Wer,PRON,wer
heute,ADV,heute
von,ADP,von
einem,DET,ein
Quilt,NOUN,Quilt
spricht,VERB,sprechen
",",PUNCT,--
denkt,VERB,denken
gewöhnlich,ADV,gewöhnlich
an,ADP,an
die,DET,der
meist,ADV,meist
gepatchten,ADJ,gepatcht
Werke,NOUN,Werk
aus,ADP,aus
Amerika,PROPN,Amerika
(,PUNCT,--
Quelle,NOUN,Quelle
:,PUNCT,--
Wikipedia,PROPN,Wikipedia
),PUNCT,--
.,PUNCT,--
Patchwork-und,ADV,Patchwork-und
textilbegeisterte,VERB,textilbegeisteren
Frauen,NOUN,Frau
des,DET,der
o.g,PROPN,o.g
Vereins,PROPN,Verein
treffen,VERB,treffen
sich,PRON,sich
seit,ADP,seit
1986,NUM,1986
monatlich,ADV,monatlich
zum,ADP,zu
Erfahrungsaustausch,NOUN,Erfahrungsaustausch
und,CCONJ,und
präsentieren,VERB,präsentieren
ihre,DET,ihr
neuesten,ADJ,neu
Arbeiten,NOUN,Arbeit
.,PUNCT,--
Zahlreiche,ADJ,zahlreich
große,ADJ,groß
Ausstellungen,NOUN,Ausstellung
wurden,AUX,werden
im,ADP,in
Laufe,NOUN,Lauf
der,DET,der
Zeit,NOUN,Zeit
organisiert,VERB,organisieren
und,CCONJ,und
viele,DET,vieler
Quilts,NOUN,Quilts
für,ADP,für
karikative,ADJ,karikativ
Zwecke,NOUN,Zweck
hergestellt,VERB,herstellen
und,CCONJ,und
gespendet,VERB,spenden
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
zum,ADP,zu
Patchwork-Treff,NOUN,Patchwork-Treff
berlin-Brandenburg,PROPN,berlin-Brandenburg
e.V.,NOUN,e.V.
unter,ADP,unter
patchwork-treff-berlin-brandenburg.blogspot.de,NOUN,patchwork-treff-berlin-brandenburg.blogspot.de
oder,CCONJ,oder
bei,ADP,bei
der,DET,der
Besichtigung,NOUN,Besichtigung
der,DET,der
Ausstellung,NOUN,Ausstellung
in,ADP,in
der,DET,der
Bibliothek,NOUN,Bibliothek
während,ADP,während
der,DET,der
Öffnungszeiten,NOUN,Öffnungszeit
.,PUNCT,--
