Token,PoS,Lemma
Steglitz-Zehlendorf,NOUN,Steglitz-Zehlendorf
bleibt,VERB,bleiben
ein,DET,ein
„,PUNCT,--
Fairtrade-Bezirk,NOUN,Fairtrade-Bezirk
“,PUNCT,--
"
",SPACE,"
"
Zum,ADP,zu
dritten,ADJ,dritter
Mal,NOUN,Mal
in,ADP,in
Folge,NOUN,Folge
würdigt,VERB,würdigen
die,DET,der
Organisation,NOUN,Organisation
„,PUNCT,--
Fairtrade-Towns,NOUN,Fairtrade-Towns
“,PUNCT,--
das,DET,der
bezirkliche,ADJ,bezirklich
Engagement,NOUN,Engagement
für,ADP,für
den,DET,der
fairen,ADJ,fair
Handel,NOUN,Handel
mit,ADP,mit
der,DET,der
Auszeichnung,NOUN,Auszeichnung
des,DET,der
Siegels,NOUN,Siegel
„,PUNCT,--
Fairtrade-Bezirk,PROPN,Fairtrade-Bezirk
“,PUNCT,--
