Token,PoS,Lemma
Info-Veranstaltung,NOUN,Info-Veranstaltung
zum,ADP,zu
Übergang,NOUN,Übergang
von,ADP,von
der,DET,der
Grundschule,NOUN,Grundschule
in,ADP,in
die,DET,der
Oberschule,NOUN,Oberschule
am,ADP,an
14.01.2020,ADV,14.01.2020
"
",SPACE,"
"
Die,DET,der
zentrale,ADJ,zentral
Informationsveranstaltung,NOUN,Informationsveranstaltung
des,DET,der
Schul-,X,Schul
und,CCONJ,und
Sportamtes,PROPN,Sportamt
Pankow,PROPN,Pankow
zum,ADP,zu
Übergang,NOUN,Übergang
von,ADP,von
der,DET,der
Grundschule,NOUN,Grundschule
in,ADP,in
die,DET,der
Oberschule,NOUN,Oberschule
findet,VERB,finden
am,ADP,an
Dienstag,NOUN,Dienstag
",",PUNCT,--
dem,DET,der
14.01.2020,ADV,14.01.2020
ab,ADP,ab
17:00,NUM,17:00
Uhr,NOUN,Uhr
",",PUNCT,--
an,ADP,an
der,DET,der
Max-Bill-Schule,NOUN,Max-Bill-Schule
(,PUNCT,--
ehemals,ADV,ehemals
Marcel-Breuer-Schule,NOUN,Marcel-Breuer-Schule
),PUNCT,--
",",PUNCT,--
in,ADP,in
der,DET,der
Gustav-Adolf-Straße,PROPN,Gustav-Adolf-Straße
66,NUM,66
",",PUNCT,--
13086,NUM,13086
Berlin,PROPN,Berlin
",",PUNCT,--
statt,ADV,statt
.,PUNCT,--
Im,ADP,in
Rahmen,NOUN,Rahmen
dieser,DET,dieser
Veranstaltung,NOUN,Veranstaltung
stellen,VERB,stellen
sich,PRON,sich
die,DET,der
öffentlichen,ADJ,öffentlich
Oberschulen,NOUN,Oberschule
und,CCONJ,und
einige,DET,einiger
Privatschulen,NOUN,Privatschule
Pankows,PROPN,Pankow
an,ADP,an
Ausstellungsständen,NOUN,Ausstellungsstand
mit,ADP,mit
ihren,DET,ihr
konkreten,ADJ,konkret
Angeboten,NOUN,Angebot
",",PUNCT,--
Profilen,NOUN,Profile
",",PUNCT,--
besonderen,ADJ,besonderer
Schwerpunkten,NOUN,Schwerpunkt
",",PUNCT,--
den,DET,der
Sprachenfolgen,NOUN,Sprachenfolge
und,CCONJ,und
Vielem,NOUN,Vielem
mehr,ADV,mehr
vor,ADP,vor
.,PUNCT,--
Individuelle,ADJ,individuell
Gespräche,NOUN,Gespräch
mit,ADP,mit
Schulleiterinnen,NOUN,Schulleiterinn
und,CCONJ,und
Schulleitern,NOUN,Schulleiter
",",PUNCT,--
Elternvertretern,NOUN,Elternvertreter
",",PUNCT,--
den,DET,der
Schülervertretungen,NOUN,Schülervertretung
und,CCONJ,und
den,DET,der
Vertretern,NOUN,Vertreter
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Bildung,NOUN,Bildung
",",PUNCT,--
Jugend,NOUN,Jugend
und,CCONJ,und
Familie,NOUN,Familie
(,PUNCT,--
Schulaufsichtsbehörde,NOUN,Schulaufsichtsbehörde
),PUNCT,--
sowie,CCONJ,sowie
dem,DET,der
Schul-,X,Schul
und,CCONJ,und
Sportamt,NOUN,Sportamt
sind,AUX,sein
selbstverständlich,ADV,selbstverständlich
möglich,ADV,möglich
.,PUNCT,--
Die,DET,der
Veranstaltung,NOUN,Veranstaltung
dauert,VERB,dauern
circa,ADV,circa
3,NUM,3
Stunden,NOUN,Stunde
(,PUNCT,--
17:00,PROPN,17:00
bis,ADP,bis
20:00,ADJ,20:00
Uhr,NOUN,Uhr
),PUNCT,--
.,PUNCT,--
