Token,PoS,Lemma
Laut,ADP,laut
&,CCONJ,&
bunt,ADV,bunt
für,ADP,für
Kinderrechte,NOUN,Kinderrecht
–,PUNCT,-
#,X,#
kinderrechteankreiden,VERB,kinderrechteankreiden
"
",SPACE,"
"
Am,ADP,an
Freitag,NOUN,Freitag
",",PUNCT,--
20.,ADJ,20.
November,NOUN,November
2020,NUM,2020
",",PUNCT,--
ist,AUX,sein
es,PRON,es
31,NUM,31
Jahr,NOUN,Jahr
her,ADV,her
",",PUNCT,--
dass,SCONJ,dass
die,DET,der
Kinderrechtskonvention,NOUN,Kinderrechtskonvention
der,DET,der
Organisation,NOUN,Organisation
der,DET,der
Vereinten,ADJ,vereint
Nationen,NOUN,Nation
(,PUNCT,--
UNO,PROPN,UNO
),PUNCT,--
durch,ADP,durch
deren,PRON,der
Generalversammlung,NOUN,Generalversammlung
angenommen,VERB,annehmen
wurde,AUX,werden
.,PUNCT,--
Anlässlich,ADV,anlässlich
dieses,DET,dieser
Jubiläums,NOUN,Jubiläum
ruft,VERB,rufen
die,DET,der
Leitstelle,NOUN,Leitstelle
für,ADP,für
Kinder-,X,Kind
und,CCONJ,und
Jugendbeteiligung,NOUN,Jugendbeteiligung
des,DET,der
Bezirksamtes,NOUN,Bezirksamt
Lichtenbergs,PROPN,Lichtenberg
alle,DET,aller
Jugendfreizeiteinrichtungen,NOUN,Jugendfreizeiteinrichtung
des,DET,der
Bezirkes,NOUN,Bezirk
auf,ADP,auf
",",PUNCT,--
sich,PRON,sich
dezentral,ADV,dezentral
an,ADP,an
der,DET,der
diesjährigen,ADJ,diesjährig
Aktion,NOUN,Aktion
„,PUNCT,--
Kinderrechte-Kreidekette,NOUN,Kinderrechte-Kreidekette
“,PUNCT,--
zu,PART,zu
beteiligen,VERB,beteiligen
.,PUNCT,--
Sie,PRON,sie
soll,AUX,sollen
zwischen,ADP,zwischen
den,DET,der
verschiedenen,ADJ,verschieden
Lichtenberger,NOUN,Lichtenberger
Jugendfreizeiteinrichtungen,NOUN,Jugendfreizeiteinrichtung
stattfinden,VERB,stattfinden
.,PUNCT,--
Junge,ADJ,jung
Aktionsgruppen,NOUN,aktionsgruppen
starten,VERB,starten
von,ADP,von
ihren,DET,ihr
Einrichtungen,NOUN,Einrichtung
aus,ADP,aus
",",PUNCT,--
um,SCONJ,um
–,PUNCT,--
unter,ADP,unter
Einhaltung,NOUN,Einhaltung
der,DET,der
AHA-Regeln,NOUN,AHA-Regel
–,PUNCT,--
die,DET,der
Kinderrechte,NOUN,Kinderrecht
mit,ADP,mit
Kreide,NOUN,Kreide
auf,ADP,auf
die,DET,der
Wege,NOUN,Weg
zu,PART,zu
malen,VERB,malen
und,CCONJ,und
so,ADV,so
eine,DET,ein
symbolische,ADJ,symbolisch
Kette,NOUN,Kette
zwischen,ADP,zwischen
den,DET,der
Einrichtungen,NOUN,Einrichtung
herzustellen,VERB,herstellen
.,PUNCT,--
Lichtenbergs,PROPN,Lichtenberg
Beauftragte,NOUN,beauftragter
für,ADP,für
Kinder-,X,Kind
und,CCONJ,und
Jugendbeteiligung,NOUN,Jugendbeteiligung
",",PUNCT,--
Manuela,PROPN,Manuela
Elsaßer,PROPN,Elsaßer
",",PUNCT,--
erklärt,VERB,erklären
:,PUNCT,--
„,PUNCT,--
Immer,ADV,immer
noch,ADV,noch
haben,AUX,haben
zu,PART,zu
viele,DET,vieler
Menschen,NOUN,Mensch
zu,ADP,zu
wenige,PRON,weniger
oder,CCONJ,oder
keine,DET,kein
Kenntnisse,NOUN,Kenntnis
über,ADP,über
die,DET,der
zehn,NUM,zehn
Grundrechte,NOUN,Grundrecht
von,ADP,von
Kindern,NOUN,Kind
oder,CCONJ,oder
die,DET,der
54,NUM,54
Artikel,NOUN,Artikel
der,DET,der
UNO-Kinderrechtskonvention,NOUN,UNO-Kinderrechtskonvention
.,PUNCT,--
Wer,PRON,wer
weiß,VERB,wissen
schon,ADV,schon
",",PUNCT,--
dass,SCONJ,dass
neben,ADP,neben
dem,DET,der
Recht,NOUN,Recht
auf,ADP,auf
Gesundheit,NOUN,Gesundheit
",",PUNCT,--
dem,DET,der
Recht,NOUN,Recht
auf,ADP,auf
Bildung,NOUN,Bildung
und,CCONJ,und
dem,DET,der
auf,ADP,auf
gewaltfreie,ADJ,gewaltfrei
Erziehung,NOUN,Erziehung
auch,ADV,auch
das,DET,der
Recht,NOUN,Recht
auf,ADP,auf
Spielen,NOUN,Spiel
oder,CCONJ,oder
das,DET,der
Recht,NOUN,Recht
auf,ADP,auf
einen,DET,ein
Namen,NOUN,Name
explizit,ADV,explizit
als,ADP,als
Kinderrecht,NOUN,Kinderrecht
aufgeführt,VERB,aufführen
wird,AUX,werden
?,PUNCT,--
“,PUNCT,--
Traditionell,ADV,traditionell
führt,VERB,führen
das,DET,der
Bezirksamt,NOUN,Bezirksamt
am,ADP,an
20.,ADJ,20.
November,NOUN,November
eine,DET,ein
Kinderkonferenz,NOUN,Kinderkonferenz
mit,ADP,mit
bis,ADV,bis
zu,ADV,zu
100,NUM,100
Kindern,NOUN,Kind
im,ADP,in
